,"Менеджер: Добрынин Павел
Email: paveld@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Картхолдер,"Материал: кожзам
Размер: 
Упаковка: ОПП-пакет
Примечание от фабрики: "," Дизайн: по заказу клиента
( печать/тиснение логотип) ",500,"6,0","576,7",40-45,"6,04","586,15",30-35,"10 613,30","3 - производство
10-12 доставка",
,,,,,,,,,,,,,
 ,Обложка,"Материал: кожзам
Размер: 
Упаковка: ОПП - пакет
Примечание от фабрики: "," Дизайн: по заказу клиента
( печать/тиснение логотип) ",500,"6,69","648,63",40-45,"5,88","570,58",30-35,"10 613,30","3 - производство
10-12 доставка",
,,,,,,,,,,,,,
 ,Бутылка металлическая,"Материал: нержавеющая сталь
Размер: 750мл
Упаковка: заводская
Примечание от фабрики: доступные цвета: красный, синий, черный, металл(стальной), белый"," Дизайн: печать лого шелкография, двуцвет",600,"3,36","343,86",32-40,"4,42","457,28",22-30,"9 000,00","7-10 - производство
10-12 доставка",
,,,,,,,,,,,,,
 ,Бутылка пластиковая,"Материал: тритан
Размер: 750мл
Упаковка: опп-пакет
Примечание от фабрики: доступные цвета: зеленый, розовый, жёлтый, фиолетовый, красный. Кастом цвета доступен от 3000шт."," Дизайн: печать лого шелкография, двуцвет",1000,"5,25","523,89",70-75,"6,08","613,11",60-65,"20 700,00","7-10 - производство
10-12 доставка",
,,,,,,,,,,,,,
 ,Скакалка,"Материал: алюминий, стальной трос
Размер: 3м, толщина 2,5 мм
Упаковка: опп-пакет

Цвета указаны на фото", Дизайн: гравировка лого клиента на ручках,1000,"4,31","418,23",30-35,"4,93","478,27",20-25,4 200,"3-4 - производство
10-12 доставка",
,,,,,,,,,,,,,
 ,Резинки для фитнеса,"Материал: полиэстер, хлопок, нитрошелк
Размер: 80*760 мм
Упаковка: опп-пакет + мешочек
Доступные цвета: на фото", Дизайн: вышивка лого,1000,"8,96","868,7",32-37,"10,51","1 018,63",22-27,5 800,"7 - производство
10-12 доставка",
,,,,,,,,,,,,,
 ,Коврик для йоги,"Материал: каучук
Размер: 178*60*1 см
Упаковка: опп-пакет", Дизайн: шелкография лого клиенита,1000,"20,83","2 018,98",65-70,"30,43","2 949,66",55-60,"12 904,70","7 - производство
10-12 доставка",
