,"Менеджер: Шубина Дарья
Email: daryashu@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Подставка для ноутбука,"Материал: алюминиевый сплав
Размер: 255 х 44 х 15 мм
Упаковка: ОРР пакет
Примечание от фабрики: подходит для моделей до 17,3 дюймов, выдерживает до 10 кг", Дизайн: гравировка логотипа,1000,"6,4","540,4",45-50,"7,3","616,7",35-40,6 833,7,17-19,
,,,,,,,,,,,,,,
 ,Подставка для ноутбука,"Материал: алюминиевый сплав + акрил + силикон
Размер: 32 х 21,8 х 6 см
Упаковка: индивидуальная картонная коробка
Примечание от фабрики: нет", Дизайн: гравировка логотипа,1000,"36,9","3138,5",50-55,"42,5","3615,3",40-45,13 676,7,17-19,
,,,,,,,,,,,,,,
 ,Подставка для ноутбука,"Материал: ABS (пластик)
Размер: 245 х 245 х 40 мм
Упаковка: картонная коробка
Примечание от фабрики: нет", Дизайн: нанесение логотипа УФ-печатью в два цвета,1000,"9,2","780,2",35-40,"11,2","949,7",25-30,18 549,5,15-17,
,,,,,,,,,,,,,,
 ,Подставка для ноутбука,"Материал: алюминиевый сплав
Размер: 249 х 220 х 27 мм
Упаковка: индивидуальная картонная коробка
Примечание от фабрики: два вентилятора для защиты от перегрева", Дизайн: гравировка логотипа,1000,"34,1","2895,5",50-55,"37,6","3197,5",40-45,12 493,7,17-19,
,,,,,,,,,,,,,,
 ,Подставка для ноутбука,"Материал: дерево
Размер: 28 х 30 х 3 см
Упаковка: индивидуальная картонная коробка
Примечание от фабрики: подойдёт для ноутбуков 15 дюймов и меньше", Дизайн: гравировка логотипа,1000,"36,2","3080,8",50-55,"41,1","3494,1",40-45,14 964,10,20-22,
