,"Менеджер: Аспидова Светлана
Email: sveta.a@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Фигурка,"Материал: смола
Размер: 50-70 мм (примерно)
Упаковка: опп-пакетик
Примечание от фабрики: 
Открытие формы под смолу, из-за особенностей производства могут быть долгие сроки, тираж можно разделить на несколько поставок
Требуется макет от клиента, детальная проработка, фабрика обещает показывать результаты работы на протяжении всего производства", Дизайн: полный кастом по макету клиента,1000,"19,8","1745,0",75-90,"20,3","1789,5",65-80,97 200,25,35-37,В каталоге
,,,,10 000,"8,4","739,5",175-190,"8,9","783,9",165-180,,,,
 ,Плюшевая игрушка,"Материал: плюш (по раскладкам фабрики)
Размер: по макету клиента, примерно 35 см
Упаковка: опп-пакетик
Примечание от фабрики: 
Согласование игрушки на всех этапах, от макета, до финального чек-апа. Проработка всех деталей согласно пожеланиям клиента

Для точного совпадения ожидания и реальности фабрике требуется макет
Просчет примерный, без учета всех деталей. Конечная цена может измениться и точно будет известна после пошива образца", Дизайн: полный кастом по макету клиента,1000,"16,0","1401,6",55-60,"17,6","1541,8",45-50,24 000,20,30-32,
,,,,10 000,"13,3","1168,0",110-120,"14,6","1284,8",100-110,,,,
 ,Ланьярд длинный,"Материал: нейлон + цинковый сплав
Размер: по макету клиента, ширина примерно 25 мм
Упаковка: опп-пакетик
Примечание от фабрики: фурнитура чёрная 
"," Дизайн: полный кастом по макету клиента (тканый дизайн), место лого, как на рефе клиента",300,"5,9","516,0",45-50,"6,0","531,0",35-40,14 300,10,20-22,
,,,,500,5.84,"513,7",,"6,0","528,7",,,,,
 ,Ланьярд короткий,"Материал: нейлон + цинковый сплав
Размер: по макету клиента, ширина примерно 25 мм
Упаковка: опп-пакетик
Примечание от фабрики: фурнитура чёрная 
"," Дизайн: полный кастом по макету клиента (тканый дизайн), место лого, как на рефе клиента",300,"5,6","490,3",45-50,"5,7","505,2",35-40,14 300,10,20-22,
,,,,500,"5,6","488,0",,"5,7","503,0",,,,,
 ,ПВХ обвес,"Материал: ПВХ + черная матовая металлическая фурнитура
Размер: крыса примерно 60-70 мм, кубик примерно 35-40 мм, ремувка примерно 100 мм
Упаковка: опп-пакет 

 Конечная цена может измениться и точно будет известна после изготовления образца, + если макет потребуется немного упростить, детали сообщат во время изготовления образца", Дизайн: полный кастом по макету клиента,"от 1000 шт

Наценка 2","9,4","823,7",55-60,"9,8","862,4",45-50,18 500,10,20-22,
,,,,"3000

Наценка 1,7","6,9","606,4",,"7,3","639,3",,,,,
