,"Менеджер: Шубина Дарья
Email: daryashu@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Держатель для телефона,"Материал: пластик, шнур из нейлона
Размер: 7х3 см
Упаковка: заводская упаковка
Примечание от фабрики: "," Дизайн: изготовление по макету клиента, с выкрасом по Пантону",10000,"2,1","184,4",50-55,"2,3","197,0",50-55,5 000,10,20-22,
,,,,200000,"1,9","161,7",75-80,"2,0","173,5",75-80,,,,
 ,Картхолдер с ремешком,"Материал: искусственная кожа
Размер: 110х70 см
Упаковка: заводская упаковка
Примечание от фабрики: "," Дизайн: изготовление по макету клиента, с выкрасом по Пантону",10000,"4,6","391,0",75-80,"4,7","404,1",75-80,22 000,10,20-22,
,,,,200000,"4,1","354,5",80-85,"4,3","366,8",80-85,,,,
 ,Картхолдер с ремешком,"Материал: натуральная кожа
Размер: 110х70 см
Упаковка: заводская упаковка
Примечание от фабрики: "," Дизайн: изготовление по макету клиента, с выкрасом по Пантону",10000,"6,2","534,6",75-80,"6,4","550,9",75-80,22 000,10,20-22,
,,,,200000,"5,7","488,5",80-85,"5,8","503,8",80-85,,,,
 ,Кожанный набор,"Материал: искусственная кожа
Размер: картхолдер - 100х80 см, чехол для наушников - 70х50 см, чехол с зеркальцем - 100х30 см
Упаковка: заводская упаковка
Примечание от фабрики: "," Дизайн: изготовление по макету клиента, с выкрасом по Пантону",10000,"15,3","1325,1",75-80,"16,1","1395,3",75-80,37 500,10,20-22,
,,,,200000,"14,2","1228,5",80-85,"14,9","1293,9",80-85,,,,
,Кожанный набор,"Материал: натуральная кожа
Размер: картхолдер - 100х80 см, чехол для наушников - 70х50 см, чехол с зеркальцем - 100х30 см
Упаковка: заводская упаковка
Примечание от фабрики: "," Дизайн: изготовление по макету клиента, с выкрасом по Пантону",10000,"20,8","1798,9",75-80,"21,7","1886,6",75-80,37 500,10,20-22,
,,,,200000,"19,3","1670,6",80-85,"20,1","1752,5",80-85,,,,
 ,Очечник,"Материал: искусственная кожа
Размер: 180х80х30 см
Упаковка: заводская упаковка
Примечание от фабрики: "," Дизайн: изготовление по макету клиента, с выкрасом по Пантону",10000,"11,0","944,1",85-90,"11,3","963,7",85-90,16 500,12,22-24,
,,,,200000,"9,8","840,0",125-130,"10,0","858,4",125-130,,,,
 ,Очечник,"Материал: натуральная кожа
Размер: 180х80х30 см
Упаковка: заводская упаковка
Примечание от фабрики: "," Дизайн: изготовление по макету клиента, с выкрасом по Пантону",10000,"17,3","1480,6",85-90,"17,6","1512,1",85-90,19 500,12,22-24,
,,,,200000,"15,6","1340,8",125-130,"16,0","1370,2",125-130,,,,
 ,Чехол для ноута,"Материал: искусственная кожа
Размер: 380х254 см
Упаковка: заводская упаковка
Примечание от фабрики: "," Дизайн: изготовление по макету клиента, с выкрасом по Пантону",10000,"25,8","2241,9",85-90,"27,5","2398,9",85-90,18 500,12,22-24,
,,,,200000,"23,4","2030,8",125-130,"25,0","2177,5",125-130,,,,
 ,Чехол для ноута,"Материал: натуральная кожа
Размер: 380х254 см
Упаковка: заводская упаковка
Примечание от фабрики: "," Дизайн: изготовление по макету клиента, с выкрасом по Пантону",10000,"48,2","4219,3",85-90,"51,5","4527,8",85-90,22 000,12,22-24,
,,,,200000,"44,3","3876,4",125-130,"47,3","4164,4",125-130,,,,
