,,"Менеджер: Соколова Милана
Email: milanas@megamind.ru
Телефон: +8 (925) 621-75-43
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наценка,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
Россия,,,,,,,,,,,,,,
Фабрика 1,,,,,,,,,,,,,,
 ,"1,45",кружка стоковый цвет,"Материал: керамика
Размер: 450 мл
Упаковка: заводская упаковка
Примечание от фабрики: могут сделать 3000 шт одного цвета, 3000 шт другого цвета, выкрасить в пантон фабрика не может, только стоковые цвета: черный, белый, зеленый, красный, оранжевый", Дизайн: лого в один цвет способом декоратичного обжига (учтено в стоимости),4800,"4,8","504,1",67-77 кд,,,,"34 000,00",12-15 кд (фото и видео); 12-14 кд (отправка в Москву),
Фабрика 2,,,,,,,,,,,,,,
 ,"1,45",кружка стоковый цвет,"Материал: керамика
Размер: 450 мл
Упаковка: заводская упаковка
Примечание от фабрики: стоковые цвета: желтый, серый, синий+нанесение лого, белая часть на фото будет полностью закрашена, в стоимость образца включено изготовления кружки в одном цвете, если изготавливать два цвета кружки-образца, цена увеличится в 2 раза", Дизайн: лого в один цвет декоративным обжигом (учтено в стоимости),4800,"4,7","503,4",62-72 кд,,,,"13 500,00",12-15 кд (фото и видео); 12-14 кд (отправка в Москву),
 ,"1,45",кружка цвет в пантон,"Материал: керамика
Размер: 450 мл
Упаковка: заводская упаковка
Примечание от фабрики: цвет кружки в пантон, нужно предоставить номер пантона фабрике, она изготовит, белая часть на фото будет полностью закрашена, в стоимость образца включено изготовления кружки в одном цвете пантона, если изготавливать два цвета кружки-образца, цена увеличится в 2 раза", Дизайн: лого в один цвет декоративным обжигом (учтено в стоимости),4800,"4,9","520,9",62-72 кд,,,,"22 500,00",12-15 кд (фото и видео); 12-14 кд (отправка в Москву),
 ,"1,45",кружка стоковый цвет+изменение цвета лого по пантону,"Материал: керамика
Размер: 450 мл
Упаковка: заводская упаковка
Примечание от фабрики: цвет кружки из стока, нанесение лого в пантон, нужно предоставить номер пантона фабрике, она изготовит, белая часть на фото будет полностью закрашена, в стоимость образца включено изготовления кружки в одном цвете пантона, если изготавливать два цвета кружки-образца, цена увеличится в 2 раза", Дизайн: лого в цвет пантона декоративным обжигом (учтено в стоимости),4800,"4,8","508,4",62-72 кд,,,,"13 500,00",12-15 кд (фото и видео); 12-14 кд (отправка в Москву),
 ,"1,45",кружка цвет в пантон+лого в пантон,"Материал: керамика
Размер: 450 мл
Упаковка: заводская упаковка
Примечание от фабрики: цвет кружки и лого в пантон, нужно предоставить номер пантона фабрике, она изготовит, белая часть на фото будет полностью закрашена, в стоимость образца включено изготовления кружки в одном цвете пантона, если изготавливать два цвета кружки-образца, цена увеличится в 2 раза", Дизайн: лого в цвет пантона декоративным обжигом (учтено в стоимости),4800,"4,9","525,9",62-72 кд,,,,"22 500,00",12-15 кд (фото и видео); 12-14 кд (отправка в Москву),
,"1,7","коробка подарочная (цена примерная, точная после предоставления макета коробки)","Материал: МГК
Размер: 13*13*8 см
Упаковка: заводская упаковка
Примечание от фабрики: цвет коробки белый + нанесение лого", Дизайн: офсетная печать нанесение лого 4+0,4800,"4,0","424,2",52-62 кд,,,,"18 000,00",8-10 кд (фото и видео); 12-14 кд (отправка в Москву),
