,"Менеджер: Робот Аргон
Email: 
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Мягкая игрушка змея,"Материал: шерсть
Размер: 15-18 см
Упаковка: индивидуальный пакет
Примечание от фабрики: ручная работа", Дизайн: индивидуальный дизайн,4100,"8,4","775,1",70-75,"9,26","852,08",60-65,"3 900,00",17-20,
,,,,,,,,,,,,,
 ,Мягкая игрушка змея-магнитик,"Материал: полиэстер
Размер: 15*3,5 см
Упаковка: индивидуальный пакет
Примечание от фабрики: ", Дизайн: нет,4100,"0,8","79,1",35-40,"0,87","84,6",25-30,"1 800,00",12-15,
,,,,,,,,,,,,,
 ,Мягкая игрушка змея,"Материал: полиэстер
Размер: высота 15 см
Цвет: розовый / зеленый
Упаковка: индивидуальный пакет
Примечание от фабрики: "," Дизайн: возможна вышивка логотипа, в цене не учтено",4100,"6,6","637,0",50-55,"7,01","682,34",40-45,2200 - стоковый,12-15,
,,,,,,,,,,,,,
 ,Мягкая игрушка змея-брелок,"Материал: полиэстер
Размер: 12,5*7 см
Упаковка: индивидуальный пакет
Примечание от фабрики: ", Дизайн: нет,4100,"1,6","152,6",30-35,"1,63","158,4",20-25,"1 900,00",12-15,
,,,,,,,,,,,,,
 ,Мягкая игрушка змея-брелок,"Материал: полиэстер
Размер: 12*10 см
Упаковка: индивидуальный пакет
Примечание от фабрики: ", Дизайн: нет,4100,"1,2","120,3",30-35,"1,29","126,09",20-25,"1 900,00",12-15,
,,,,,,,,,,,,,
 ,Мягкая игрушка змея-брелок,"Материал: полиэстер
Размер: 11,5*8*6,5 см
Упаковка: индивидуальный пакет
Примечание от фабрики: ", Дизайн: индивидуальный дизайн открытки,4100,"2,6","249,6",40-45,"2,67","260,95",30-35,"2 900,00",15-18,
,,,,,,,,,,,,,
 ,Чемоданчик для конфет по индивидуальной форме,"Материал: жесть
Размер: 240*160*90
Упаковка: индивидуальный пакет
Примечание от фабрики: стоимость примерная, точная цена после проработки образца"," Дизайн: индивидуальная форма, конгрев, индивидуальный дизайн ",600,"22,6","2076,9",55-60,"25,16","2315,04",45-50,"41 900,00",27-30,
,,,,,,,,,,,,,
 ,Кейс для конфет в виде автобуса,"Материал: жесть 0,23 мм
Размер: 230*160*70 мм
Упаковка: индивидуальный пакет
Примечание от фабрики: стоимость примерная, точная цена после проработки образца", Дизайн: индивидуальная печать,600,"16,1","1562,5",45-50,"17,94","1745,89",35-40,"44 000,00",20-23,
