,"Менеджер: Побединский Георгий
Email: georgp@megamind.ru
Телефон: 
",,,,"307,23",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,"Картхолдер (фабрика 1 Цзинь)

Раскладка коричневая 2022","Материал: PU (можем сделать из натур кожи) (такнь полиэстер)
Размер: по макету клиента
Упаковка: инд опп
Примечание от фабрики: подбор близких к пантону цветов из стоковых (есть раскладка 2022 год)"," Дизайн: дизайн по макету клиента

Внутреннюю часть можно заменить на ткань (полиэстер), подбор близких к пантону цветов из стоковых",500 ПУ,"4,8","408,6",40-45,"5,0","425,4",35-40,7 000,4-5,14-17,
,,,,500 КОЖА,"8,7","743,1",40-45,"8,9","758,6",35-40,10 000,7,17-19,
,,,,500 ПУ в коробке и хлопковом мешочке,"14,4","1226,6",50-55,"15,5","1316,0",45-50,24 000,12,22-26,
,,,,500 КОЖА  в коробке и хлопковом мешочке,"19,9","1692,3",50-55,"21,0","1781,8",45-50,27 000,12,22-26,
,,,,500 ПУ в бумажной упаковке,"8,4","716,0",50-55,"9,3","785,9",45-50,10 000,12,22-26,
,,,,500 КОЖА в бумажной упаковке,"14,0","1191,3",50-55,"14,8","1258,0",45-50,13 000,12,22-26,
,,,,500 ПУ в дутой упаковке,,,,,,,,,,
,,,,500 КОЖА в дутой упаковке,,,,,,,,,,
,Картхолдер (фабрика 2 Энди),"Материал: PU (можем сделать из натур кожи)
Размер: по макету клиента
Упаковка: инд опп
Примечание от фабрики:"," Дизайн: дизайн по макету клиента

Внутреннюю часть можно заменить на ткань, подбор близких к пантону цветов из стоковых (вид и фото тканей ожидаются)",500 ПУ,"9,6","818,6",50-55,"9,9","839,1",40-45,7 000,7,17-19,
,,,,500 КОЖА,"15,7","1335,2",50-55,"15,9","1354,9",40-45,10 000,7,17-19,
,,,,1000 КОЖА,"15,8","1329,8",50-55,"16,0","1345,9",40-45,,,,
,Картхолдер (фабрика 3 Некто),"Материал: PU (можем сделать из натур кожи)
Размер: по макету клиента
Упаковка: инд опп"," Дизайн: дизайн по макету клиента

Внутреннюю часть можно заменить на ткань, подбор близких к пантону цветов из стоковых",500,"7,1","606,8",40-45,"7,3","622,9",35-40,7 000,4-5,14-17,
,,,,1000,"6,8","573,5",40-45,"7,1","597,4",35-40,,,,
 ,ПВХ-упаковка,"Материал: ПВХ
Размер: по макету клиента, примерно 15*10 см
Примечание от фабрики:
После предоставления макета необходимо будет ещё раз пересчитать стоимость, так как цена может поменяться ","Дизайн: кастом с нуля по макету клиента (можно без молнии)

ПВХ косметичка + бирка + карабин ",500,"4,0","337,7",45-50,"4,1","349,2",35-40,8 500,7,17-20,
