,"Менеджер: Аспидова Светлана
Email: sveta.a@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Держатель,"Материал: паракорд
Размер: длина - 75-150 см, ширина - 8 мм
Упаковка: опп-пакет
Примечание от фабрики: 
Множество цветов, каталог по запросу
В комплекте прилагается вкладыш под чехол (можно заменить цвет, напечатать лого)
Обмотку сделать можно, но тогда регулировать длину больше не получится"," Дизайн: нет (возможна печать на держателе, шелкография + открытие молда для держателя для наушников)",300-500,"3,4","284,9",40-45,,,,9 800,7,17-19,
,,,,,,,,,,,,,,
 ,Рерактор,"Материал: пластик, металл
Размер: 4 см, длина ретрактора - 65 см
Упаковка: опп-пакет", Дизайн: наклейка из смолы,300,"3,3","283,0",35-40,,,,2 800,7,17-19,
,,,,300,"3,6","302,6",35-40,,,,,,,
,,,"Дизайн: наклейка из смолы + выкрас паракорда в пантон
",300,"4,5","383,3",45-50,,,,,,,
 ,Ретрактор,"Материал: металл
Размер: 4,1 см, длина ретрактора - 15,5 см
Упаковка: опп-пакет", Дизайн: наклейка из смолы,300,"2,7","232,7",35-40,,,,2 800,7,17-19,
,,,,,,,,,,,,,,
 ,Держатель,"Материал: паракорд
Размер: длина - 60 см, ширина - 6 мм
Упаковка: опп-пакет
Примечание от фабрики: 
Множество цветов, каталог по запросу
Печать от 2000 штук
Печать от 300 шт. на другой фабрике", Дизайн: сток,300,"7,7","663,9",45-50,,,,9 600(с нанесением),7,17-19,
,,, Дизайн: нанесение методом шелкографии,2000,"7,5","637,0",40-45,,,,,,,
 ,Держатель,"Материал: паракорд
Размер: длина - 84 см, ширина - 6 мм
Упаковка: опп-пакет
Примечание от фабрики: 
Печать на не регулируемом держателе входит в стоимость", Дизайн: нанесение методом шелкографии,300,"10,2","867,2",40-45,,,,9 900,7,17-19,
,,,,,,,,,,,,,,
 ,Держатель,"Материал: паракорд
Размер: длина - 84 см, ширина - 6 мм
Упаковка: опп-пакет
Примечание от фабрики: 
Держатель для наушников + держатель для телефона", Дизайн: подбор цвета по раскладке фабрики + держатель для наушников и телефона с печатью,300,"3,4","297,2",40-45,,,,9 800,7,17-19,
,,,,,,,,,,,,,,
 ,Шнурок для телефона,"Материал: полиэстер
Размер: длина - 68-70 см, толщина - 6 мм
Упаковка: опп-пакет
Примечание от фабрики: без игрушек", Дизайн: печать на вкладыше + сток цвета веревок из раскладки,300,"4,3","369,2",40-45,,,,5 000,8,18-20,
