,"Менеджер: Садова Алина
Email: alinas@megamind.ru
Телефон: 89206635075 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
,подарочная коробка для шампанского,"Материал: твердый картон с полноцветной печатью. тиснение фольгой
Размер: 12,1*12,1*31 см
Упаковка : картонная коробка
Примечание от фабрики: способ открытия коробки вертикальный, верхняя часть будет сниматься с ложемента, в закрытом состоянии будет крепко держаться", Дизайн: кастомизация заказчика как на фото,200,"25,0","2327,0",52-57,,,,"31 500,00",12-14 дней (фото-видео); 20 дней (доставка в Москву),
,,,,,,,,,,,,,
 ,"подарочный набор: ручка, блокнот, коробка","Материал коробки: твердый картон; материал блокнота: плотный картон с металлизированным нанесением на корешок; материал ручки: металл.
Размер: 17,8*12*5 см
Упаковка : картонная коробка
Примечание от фабрики: узоры будут выполнены тиснением фольгой, конструкция закрытая с 5 сторон со сквозной вырубкой. внутри конструкция с открытым верхом, добавят конструкцию фиксации авторучки, надписи на торцах с тиснением фольгой. Важный комментарий: ручки смогут произвести в кол-ве 200 шт и только синего цвета или других оттенков, прилагаю варианты в доп фото, узор нанести фабрики не могут, так как очень маленький тираж. Минимальный тираж для нанесения подобного дизайна - 2000-3000 шт. Отлично впишется в набор ручка в черном, белом, темно-синем оттенках. В доп фото также разместила фото вариантов исполнения коробки, дизайн смогут выполнить по образцу из ТЗ."," Дизайн: кастомизация заказчика как на фото, кроме ручки",200,"30,6","2905,0",52-57,,,,"48 600,00",5-7 дней (фото-видео); 15 дней (доставка в Москву),
 ,подарочная коробка для шампанского,"Материал: твердый картон с полноцветной печатью. тиснение фольгой
Размер: 12,1*12,1*31 см
Упаковка : картонная коробка
Примечание от фабрики: способ открытия коробки  - крышка сверху, в ложементе будет вырезано отверстие под бутылку шампанского (приложила фото в доп фото)", Дизайн: кастомизация заказчика как на фото.,200,"31,8","3015,0",52-57,,,,"51 815,00",5-7 дней (фото-видео); 12-14 дней (доставка в Москву),
 ,подарочная коробка для шампанского,"Материал: твердый картон с полноцветной печатью. тиснение фольгой
Размер: 12,1*12,1*31 см
Упаковка : картонная коробка
Примечание от фабрики: способ открытия коробки  - коробка лежачая открывается поднятием верхней части + на верхней части будет вырезано отверстие, чтобы было видно бутылку (приложила фото в доп фото)", Дизайн: кастомизация заказчика как на фото.,200,"30,0","2790,0",52-57,,,,"46 450,00",5-7 дней (фото-видео); 12-14 дней (доставка в Москву),
 ,подарочная коробка для шампанского,"Материал: твердый картон с полноцветной печатью. тиснение фольгой
Размер: 12,1*12,1*31 см
Упаковка : картонная коробка
Примечание от фабрики: способ открытия коробки  - коробка-книжка лежачая, верхняя часть прикрепляется к ложементу при помощи магнита (приложила фото в доп фото)", Дизайн: кастомизация заказчика как на фото.,200,"31,8","3015,0",52-57,,,,"46 850,00",5-7 дней (фото-видео); 12-14 дней (доставка в Москву),
 ,подарочная коробка для шампанского + пакет,"Материал: твердый картон с полноцветной печатью. тиснение фольгой
Размер: 12,1*12,1*31 см
Упаковка : картонная коробка
Примечание от фабрики: способ открытия коробки  вертикальный как первоначальный варинат, но с приложением пакета для безопасной транспортировки. Пример пакетов приложила в доп фото.", Дизайн: кастомизация заказчика как на фото.,200,"33,2","3150,0",52-57,,,,"36 400,00",5-7 дней (фото-видео); 12-14 дней (доставка в Москву),
 ,ручка металлическая с нанесением логотипа компании,"Материал: металл
Размер: 14 см
Упаковка : картонная коробка
Примечание от фабрики: металлическая ручка круглой формы, возможна гравировка лого компании на колпачке или основании ручки. Цвет металла ручки можно поменять на золотистый, серебристый (включено в стоимость).", Дизайн: нанесение логотипа компании.,2000,"1,2","120,0",47-57,,,,"2 950,00",10-12 дней (фото-видео); 12-14 дней (доставка в Москву),
 ,ручка металлическая простая без нанесения,"Материал: металл
Размер: 14 см
Упаковка : картонная коробка
Примечание от фабрики: металлическая ручка круглой формы, цвет металла ручки можно поменять на золотистый, серебристый (включено в стоимость)."," Дизайн: без дизайна, как на фото",2000,"0,9","80,0",47-57,,,,"2 930,00",10-12 дней (фото-видео); 12-14 дней (доставка в Москву),
 ,набор блокнот+ручка,"Материал: картон, бумага, металл Размер: блокнот А5 как у Портобелло 90 листов, ручка черная может быть любого размера по запросу.
Упаковка: подарочная упаковка
Примечание от фабрики: набор из ручки и блокнота, у блокнота мягкая обложка, нанесение лого возможно на блокнот, а также на коробку.", Дизайн: нанесение лого компании на коробку и блокнот + могут добавить шубер с лого (учтено в цене),200,"10,9","1095,5",44-54 кд,,,,"12 500,00",6-8 кд (фото  и видео); 12-14 кд (доставка в Москву),
 ,"набор ручка, блокнот, коробка 2","Материал: картон, бумага, металл, искусственная кожа Размер: блокнот А5 128 страниц, ручка - 13 см, подарочная коробка - 23*23 см
Упаковка: подарочная упаковка
Примечание от фабрики: набор из блокнота, ручки и коробки, у блокнота мягкая обложка, изготовлен из искусственной кожи, нанесение лого возможно на блокнот, на ручку, а также на коробку.", Дизайн: нанесение лого компании на коробку и блокнот + могут добавить шубер с лого (учтено в цене),200,"15,2","1556,4",45-55 кд,,,,"16 500,00",8-10 дней (фото-видео); 12-14 дней (доставка в Москву),
 ,"набор ручка, блокнот, коробка 4","Материал: картон, бумага, металл, искусственная кожа Размер: блокнот - 23,5*16,5 см 80 страниц, коробка - 26,5*23,8 см, ручка - 14,3 см
Упаковка: подарочная упаковка
Примечание от фабрики: набор из ручки, блокнота, флешки, подарочной коробки, у блокнота твердая обложка, блокнот на кольцах, нанесение лого возможно на блокнот, а также на коробку.", Дизайн: нанесение лого компании на коробку и блокнот + не могут добавить шубер с лого ,200,"21,4","2170,0",44-54 кд,,,,"18 500,00",6-8 кд (фото  и видео); 12-14 кд (доставка в Москву),
