,"Менеджер: Федотова Анастасия
Email: anastasiaf@megamind.ru
Телефон: 
",, ,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Плед - подушка ,"Материал: плюш
Цвет: тёмно-коричневый, молочный, зеленый, розаовый , серый 
Размер: 40*40 см 
Упаковка: опп
Примечание от фабрики: еще в наличии у фабрики есть размер 50*50 см", Дизайн: изготовление бирки ,500,"30,2","2714,2",35-40,,,,10 000,4,14-16,
,,,,1000,"30,1","2712,5",40-45,,,,,,,
,,,,1500,"29,8","2685,6",40-45,,,,,,,
 , Одеяло - подушка ,"Материал: PP + хлопок
Цвет: голубой , серый, синий, оранжевый , горчичный , мокрый асфальт , голубой, розовый, кофейный 
Размер: 40*40 см 
Упаковка: индивидуальный вакумный пакет
", Дизайн: вышивание лого,500,"14,5","1306,1",32-38,,,,8 000,4,14-16,
,,,,1000,"14,4","1291,2",35-40,,,,,,,
,,,,1500,"14,1","1264,3",35-40,,,,,,,
 ,Плед + подушка ,"Материал: PP+плюш
Цвет:  зеленый, серый , синий
Размер: 40*40
Упаковка: индивидуальная вакумная упаковка
Примечание от фабрики: Подушка имеет отверстие для пледа, они идут в комплекте + есть 2 отверстия для рук"," Дизайн: UV-печать , вышивка ( можно сделать свое животное + лого или сделать лого объемныйм как животное) ",500,"16,4","1477,2",45-50,,,,22 000,7,17-19,
,,,,1000,"16,3","1462,4",50-55,,,,,,,
,,,,1500,"16,1","1448,6",55-60,,,,,,,
 ,Табличка с номером телефона ,"Материал: алюминиевый сплав + пластик
Цвет: чёрный, красный, серебро 
Размер: 30*28*123 мм
Упаковка: заводская коробка 
"," Дизайн: лазерная гравировка; место лого - лицевая часть товара, над номером ",500,"5,0","448,2",45-50,"5,5","494,4",35-40,6 100,10,20-22,
,,,,1000,"4,8","434,0",55-60,"5,3","478,9",45-50,,,,
,,,,1500,"4,7","421,1",,"5,2","464,7",,,,,
 ,Перчатки,"Материал: нейлон + нитриловое покрытие
Цвет: чёрный, красный, синий+белый
Размер: 23,5*7*9 см
Упаковка: пакет
Примечание от фабрики: утолщённые, нескользящие; устойчивые к порезам и проколоам, маслам; обладают высокой эластичностью  ", Дизайн: термотрансфер; место лого - см. доп.фото ,500,"1,1","102,3",40-45,"1,3","117,5",30-35,3 800,5,15-17,
,,,,1000,"1,1","97,7",,"1,3","112,5",,,,,
,,,,1500,"1,1","94,3",,"1,2","108,7",,,,,
 ,Зонт от солнца,"Материал: 
Цвет: чёрный
Размер: 9*138cm
Упаковка: опп-пакет", Дизайн: сублимационная печать,500,"9,4","845,5",45-50,"12,2","1098,0",35-40,9 600,10,20-22,
,,,,1000,"9,4","841,2",,"12,2","1093,6",,,,,
,,,,1500,"9,3","838,0",,"12,1","1090,4",,,,,
 ,Салфетка из микрофибры,"Материал: микрофибра
Цвет: на картинке
Размер: 30*40 см
Упаковка: опп-пакет", Дизайн: вышивка,500,"1,5","138,1",45-50,"1,8","161,0",35-40,3 900,10,20-22,
,,,,1000,"1,5","135,0",,"1,8","158,0",,,,,
,,,,1500,"1,5","133,2",,"1,7","156,1",,,,,
 ,Держатель для телефона,"Материал: PC + ABS  / магнит / металл
Цвет: см фото (цена включает черный цвет)
Размер: см фото
Упаковка: опп-пакет", Дизайн: сток,500,"7,7","693,1",30-35,"8,3","747,8",20-25,3500,1,10-12,
,,," Дизайн: 
шелкография / гравировка лого",1000,"6,9","624,8",40-45,"7,8","701,3",30-35,7500,7,17-19,
,,,,1500,"6,5","588,0",,"7,3","660,1",,,,,
 ,Крючок в автомобиль,"Материал: PU + металл
Цвет: см фото
Размер: см фото
Упаковка: опп-пакет", Дизайн: сток,500,"1,6","144,9",30-35,"1,8","157,9",20-25,3500,1,10-12,
,,, Дизайн: гравировка лого,1000,"1,6","144,5",32-37,"1,8","158,9",22-27,3900,2,12-14,
,,,,1500,"1,5","136,5",,"1,7","150,1",,,,,
 ,Перчатки,"Материал: Полиэстер нитрил тринадцатого калибра
Цвет: жёлтый, чёрный, зелёный
Упаковка: пакет
Примечание от фабрики: износостойкие, нескользящие, маслостойкие, устойчивые к проколам, легкие и дышащие ", Дизайн: термотрансфер; место лого - см. доп.фото ,500,"1,4","125,7",50-57,"1,6","139,7",40-47,8 100,7,17-19,
,,,,1000,"1,3","118,8",,"1,5","132,8",,,,,
,,,,1500,"1,3","112,9",,"1,4","127,0",,,,,
