,"Менеджер: Мирскова Анастасия
Email: anastasya-mirskova@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,"Чайная пара Farforite
","Материал: костяной фарфор, деколь, декорирование золотом
Размер: Объем чашки: 250 мл 
Диаметр блюдца: 15,5 см 
Упаковка: транспортировочная
Примечание от фабрики: ", Дизайн: согласно визуалу,100,"18,3","1555,6",60-65,"19,9","1694,3",50-55,16 000,20,30-32,
,,,,300,"16,2","1378,1",60-65,"17,9","1516,9",50-55,,,,
 ,"Кофейная пара Farforite
","Материал: костяной фарфор, деколь, декорирование золотом
Размер: Объем чашки: 120 мл
Диаметр блюдца: 12 см
Упаковка: транспортировочная
Примечание от фабрики: ", Дизайн: согласно визуалу,100,"16,5","1403,0",60-65,"17,5","1484,8",50-55,16 000,20,30-32,
,,,,300,"14,4","1225,5",60-65,"15,4","1307,3",50-55,,,,
 ,"Блюдо 27 см Farforite, с поднятой стенкой

","Материал: костяной фарфор, деколь
Размер: Диаметр блюда:  27 см
Упаковка: транспортировочная
Примечание от фабрики: ", Дизайн: согласно визуалу,100,"17,8","1511,9",60-65,"20,1","1709,5",50-55,16 000,20,30-32,
,,,,300,"15,8","1342,9",60-65,"18,1","1540,5",50-55,,,,
 ,"Блюдо 27 см Farforite, плоское

","Материал: костяной фарфор, деколь
Размер: Диаметр блюда:  27 см 
Упаковка: транспортировочная
Примечание от фабрики: ", Дизайн: согласно визуалу,100,"17,3","1466,6",60-65,"19,6","1664,2",50-55,16 000,20,30-32,
,,,,300,"15,3","1297,5",60-65,"17,6","1495,2",50-55,,,,
 ,"Мультиваза Farforite
","Материал: костяной фарфор, деколь, декорирование золотом
Размер: Высота: 22 см
Упаковка: транспортировочная
Примечание от фабрики: ", Дизайн: согласно визуалу,100,"27,4","2326,5",70-75,"30,5","2589,0",60-65,16 000,20,30-32,
,,,,300,"25,4","2157,4",70-75,"28,5","2419,9",60-65,,,,
