,"Менеджер: Эмина Арина
Email: arinae@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Плед 1 тип,"Материал: флис
Размер: 70*100 см
Упаковка: индивидуальная упаковка (пакет)
Примечание от фабрики: 
возможна упаковка с лентой (см фото), в среднем дороже на 80-100 руб/шт (цены посчитаны без ленты)"," Дизайн: жаккардовая бирка с лого (см фото), цвет в ассортименте (см фото)",5000,"5,1","471,6",45-50,"6,01","552,55",35-40,"4 500,00",13-15,
,,,,10000,"4,8","441,96",45-50,"5,63","517,86",35-40,,,
,,"Материал: флис
Размер: 100*150 см
Упаковка: индивидуальная упаковка (пакет)
Примечание от фабрики: 
возможна упаковка с лентой, в среднем дороже на 80-100 руб/шт (цены посчитаны без ленты)",,5000,"8,9","815,4",45-50,"10,62","977,35",35-40,,,
,,,,10000,"8,31","764,32",45-50,"9,96","916,12",35-40,,,
 ,Плед 2 тип,"Материал: флис
Размер: 70*100 см
Упаковка: индивидуальная упаковка (лента + пакет)
Примечание от фабрики: 
", Дизайн: вышивка лого в углу пледа,5000,"5,2","476,6",55-60,"6,06","557,54",45-50,"6 000,00",13-17,
,,,,10000,"4,85","446,65",55-60,"5,68","522,55",45-50,,,
,,"Материал: флис
Размер: 100*150 см
Упаковка: индивидуальная упаковка (лента+пакет) 
Примечание от фабрики: 
",,5000,"8,9","815,4",55-60,"10,62","977,35",45-50,,,
,,,,10000,"8,31","764,32",55-60,"9,96","916,12",45-50,,,
 ,Плед 3 тип,"Материал: флис
Размер: 70*100 см
Упаковка: индивидуальная упаковка (пакет)
Примечание от фабрики: 
"," Дизайн: могут сделать лого на бирке (такой, как на фото)",5000,"5,0","457,2",45-50,"6,2","570,57",35-40,"3 500,00",13-17,
,,,,10000,"4,66","428,5",45-50,"5,81","534,76",35-40,,,
,,"Материал: флис
Размер: 100*150 см
Упаковка: индивидуальная упаковка (пакет)
Примечание от фабрики: 
",,5000,"7,6","703,0",45-50,"9,4","864,93",35-40,,,
,,,,10000,"7,16","658,92",45-50,"8,81","810,72",35-40,,,
 ,Плед 4 тип,"Материал: флис
Размер: 130*150 см
Упаковка: индивидуальная упаковка (пакет)
Примечание от фабрики: 
"," Дизайн: вышика лого в углу пледа (посчитан небольшой размер, примерно 1*3 см)  + выбор любого цвета",5000,"5,0","459,1",45-55,"5,87","540,05",35-44,"3 600,00",13-17,
,,,,10000,"4,68","430,25",45-55,"5,5","506,15",35-44,,,
,,"Материал: флис
Размер: 150*200 см
Упаковка: индивидуальная упаковка (пакет)
Примечание от фабрики: 
",,5000,"8,7","800,4",45-55,"10,46","962,36",35-44,,,
,,,,10000,"8,16","750,27",45-55,"9,81","902,07",35-44,,,
 ,Плед 5 тип,"Материал: флис
Размер: 70*100 см
Упаковка: индивидуальная упаковка (лента + пакет)
Примечание от фабрики: 
- можно выбрать любой цвет
- можно выбрать способ нанесения лого (вышивка, пришивное лого, жаккардовая или обычная бирка - цена будет немного меняться)
- можно дополнительно упаковать в коробку (примерно +100 руб к цене)
- можно выбрать другой узор, он взаимосвязать с плотностью ткани (цена также может варьироваться)"," Дизайн: пришивное лого (см фото), цвет можно выбрать любой + есть возможность выбрать упаковку в индвидуальную коробку (см фото) + можно выбрать другой узор (цена будет немного варьироваться)",5000,"4,8","441,6",45-60,"5,68","522,57",35-50,"3 600,00",13-17,
,,,,10000,"4,5","413,86",45-60,"5,32","489,76",35-50,,,
,,"Материал: флис
Размер: 100*150 см
Упаковка: индивидуальная упаковка (лента + пакет)
Примечание от фабрики: 
- можно выбрать любой цвет
- можно выбрать способ нанесения лого (вышивка, пришивное лого, жаккардовая или обычная бирка - цена будет немного меняться)
- можно дополнительно упаковать в коробку (примерно +100 руб к цене)
- можно выбрать другой узор, он взаимосвязать с плотностью ткани (цена также может варьироваться)",,5000,"9,3","852,9",45-60,"11,03","1014,83",35-50,,,
,,,,10000,"8,69","799,45",45-60,"10,34","951,25",35-50,,,
 ,Повербанк 1 тип,"Материал: пластик
Размер: 18,7*10,5*3,5 см
Упаковка: индивидуальная коробка (заводская)
Примечание от фабрики: 
- два юсб разъем
- 1 микро-юсб разъем
- 1 тайп-с разъем
- цвет: черный/белый
- емкость аккумулятора: 10000мАч","Дизайн: лого, шелкография",5000,"9,3","853,2",40-50,"10,68","982,71",30-40,"3 500,00",10-12,
,,,,10000,"8,69","799,7",40-50,"10,01","921,14",30-40,,,
 ,Повербанк 2 тип,"Материал: пластик, металл
Размер: 13,8*9,5*3,5 см
Упаковка: индивидуальная коробка (заводская)
Примечание от фабрики: 
- разъемы: 2 юсб + 1 тайп-с
- провода: микро юсб, тайп-с, ios + см фото
- цвет: в ассортименте (см фото)
- емкость аккумулятора: 5000мАч
- есть ремешок","Дизайн: цветное лого (1-2 цвета), УФ-печать 
+ можно попросить выкрасить в пантон и сделать печать на ремешке (за доп стоимость)",5000,"4,6","424,8",32-37,"5,15","474,06",22-27,"2 500,00",10-12,
,,,,10000,"4,07","374,71",37-42,"4,57","420,86",27-32,,,
,,"Материал: пластик, металл
Размер: 13,8*9,5*3,5 см
Упаковка: индивидуальная коробка (заводская)
Примечание от фабрики: 
- разъемы: 2 юсб + 1 тайп-с
- провода: микро юсб, тайп-с, ios + см фото
- цвет: в ассортименте (см фото)
- емкость аккумулятора: 10000мАч
- есть ремешок",,5000,"5,5","501,9",32-37,"6,11","561,79",22-27,,,
,,,,10000,"4,86","446,94",37-42,"5,47","503,11",27-32,,,
,,"Материал: пластик, металл
Размер: 13,8*9,5*3,5 см
Упаковка: индивидуальная коробка (заводская)
Примечание от фабрики: 
- разъемы: 2 юсб + 1 тайп-с
- провода: микро юсб, тайп-с, ios + см фото
- цвет: в ассортименте (см фото)
- емкость аккумулятора: 20000мАч
- есть ремешок",,5000,"6,0","551,9",32-37,"6,65","611,76",22-27,,,
,,,,10000,"5,37","493,79",37-42,"5,98","549,95",27-32,,,
 ,Повербанк 3 тип,"Материал: пластик, 
Размер: 14*6,8*1,7 см
Упаковка: индивидуальная коробка (заводская)
Примечание от фабрики: 
- разъемы: 2 юсб + 1 тайп-с + 1 микро юсб
- цвет: белый/красный
- емкость аккумулятора: 10000мАч
","Дизайн: цветное лого (1-2 цвета), УФ-печать 
",5000,"7,0","639,1",45-50,"7,65","703,88",35-40,"3 000,00",10-12,
,,,,10000,"6,51","599,01",45-50,"7,17","659,73",35-40,,,
 ,Повербанк 4 тип,"Материал: пластик, металл
Размер: 8,9*7,9*2,7 см
Упаковка: индивидуальная коробка (заводская)
Примечание от фабрики: 
- разъемы: 1 юсб + 2 тайп-с
- провода: микро юсб, тайп-с, ios + см фото
- цвет: в ассортименте (см фото)
- емкость аккумулятора: 5000мАч
- есть ремешок","Дизайн: цветное лого (1-2 цвета), УФ-печать 
+ можно сделать шелкографию, в среднем +50 рублей к цене за штуку",5000,"6,8","625,5",40-50,"7,82","719,42",30-40,"3 500,00",10-12,
,,,,10000,"6,37","586,26",40-50,"7,33","674,31",30-40,,,
,,"Материал: пластик, металл
Размер: 8,9*7,9*2,7 см
Упаковка: индивидуальная коробка (заводская)
Примечание от фабрики: 
- разъемы: 1 юсб + 2 тайп-с
- провода: микро юсб, тайп-с, ios + см фото
- цвет: в ассортименте (см фото)
- емкость аккумулятора: 10000мАч
- есть ремешок",,5000,"7,6","700,5",40-50,"8,63","794,37",30-40,,,
,,,,10000,"7,14","656,53",40-50,"8,09","744,57",30-40,,,
,,"Материал: пластик, металл
Размер: 8,9*7,9*2,7 см
Упаковка: индивидуальная коробка (заводская)
Примечание от фабрики: 
- разъемы: 1 юсб + 2 тайп-с
- провода: микро юсб, тайп-с, ios + см фото
- цвет: в ассортименте (см фото)
- емкость аккумулятора: 20000мАч
- есть ремешок",,5000,"9,0","825,4",40-50,"9,99","919,29",30-40,,,
,,,,10000,"8,41","773,64",40-50,"9,37","861,69",30-40,,,
,Грелка для рук ,"Материал: Алюминиевый сплав, ABC
Размер: 112*60*24 мм
Вес: 106 гр 
Разъем для зарядки: USB 
Мощность: 5200 mA
Время работы: 2-5 часов
Цвета: розовый, зеленый",Дизайн: нанесение логотипа ,5000,"4,0","366,2",35-40,"4,43","407,81",25-30,"2 000,00",10-12,
,Грелка для рук ,"Материал: Алюминиевый сплав, ABC
Размер: 112*60*24 мм
Вес: 106 гр 
Разъем для зарядки: USB 
Мощность: 5200 mA
Время работы: 2-5 часов
Цвета: розовый, зеленый",,Дизайн: нанесение логотипа ,"3,7","343,1",35-40,"4,15","382,17",25-30,,,
,Грелка для рук ,"Материал: Алюминиевый сплав, ABC
Размер: 102*59*24 мм
Вес: 135 гр 
Разъем для зарядки: USB 
Мощность: 5000 mA
Время работы: 5-8 часов
Цвета: голубой, золотой, серебряный, золотой, черный, розовый ","Дизайн: нанесение логотипа( печать, гравировка, шелкогрфаия)",5000,"4,9","445,9",35-40,"5,32","489,6",25-30,"2 000,00",10-12,
,Грелка для рук ,"Материал: Алюминиевый сплав, ABC
Размер: 102*59*24 мм
Вес: 135 гр 
Разъем для зарядки: USB 
Мощность: 5000 mA
Время работы: 5-8 часов
Цвета: голубой, золотой, серебряный, золотой, черный, розовый ","Дизайн: нанесение логотипа( печать, гравировка, шелкогрфаия)",10000,"4,6","422,6",42-45,"5,04","463,6",32-37,,,
,Грелка для рук ,"Материал: ABC
Размер: 8.4x5.4x8.4 cм
Разъем для зарядки: USB 
Мощность: 2000 mA
Время работы: 3-6 часов
Цвета: позовый, бежевый, красный ",Дизайн: нанесение логотипа,5000,"5,4","492,7",35-40,"5,9","541,1",25-30,"6 500,00",15-17,
,Грелка для рук ,"Материал: ABC
Размер: 8.4x5.4x8.4 cм
Разъем для зарядки: USB 
Мощность: 2000 mA
Время работы: 3-6 часов
Цвета: позовый, бежевый, красный ",Дизайн: нанесение логотипа,10000,"4,9","452,4",35-40,"5,42","498,2",25-30,,,
,Набор шапка+ шарф ,"Материал: искусственная кроличья шерсть
Размер: 55*24*28
Цвета: черный, красный ",Дизайн: нанесение логотипа на бирке  ,5000,"15,4","1413,1",40-45,"16,9","1550,7",30-35,"15 000,00",15-18,
,Набор шапка+ шарф ,"Материал: искусственная кроличья шерсть
Размер: 55*24*28
Цвета: черный, красный ",Дизайн: нанесение логотипа на бирке  ,10000,"15,3","1412,9",40-45,"16,8","1550,5",30-35,"15 000,00",15-18,
,Набор шапка+ шарф ,"Материал: полиэстер
Размер: 30*40*4
Цвета: бежевый, кофейный, розовый , молочный ",Дизайн: нанесение логотипа на бирке ,5000,"7,5","687,2",35-40,"8,3","754,7",25-30,"15 000,00",15-18,
,Набор шапка+ шарф ,"Материал: полиэстер
Размер: 30*40*4
Цвета: бежевый, кофейный, розовый , молочный ",Дизайн: нанесение логотипа на бирке ,10000,"7,4","686,0",35-40,"8,2",764,25-30,"15 000,00",15-18,
,Набор шапка+ шарф ,"Материал: плюшевая шерсть
Размер: 1,6*2 м
Цвета: черный, розовй, бежевый, молочный, серый  ",Дизайн: нанесение логотипа на бирке ,5000,"8,0","734,7",50-55,"9,1","837,7",40-45,"7 500,00",15-18,
,Набор шапка+ шарф ,"Материал: плюшевая шерсть
Размер: 1,6*2 м
Цвета: черный, розовй, бежевый, молочный, серый  ",Дизайн: нанесение логотипа на бирке ,10000,"7,9","734,0",50-55,9,837,40-45,,,
