,"Менеджер: Аспидова Светлана
Email: sveta.a@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Смарт-часы,"Материал: пластик
Упаковка: заводская коробка
Примечание от фабрики: Сенсорный экран
Есть фонарик и камера
Поддерживает USB-соединение
Цвет: голубой с синим, озовый с синим", Дизайн: печать лого,500,"10,1","930,52 ₽",32-37 кд,,,,"12 800,00","фото - 7, доставка - 10-12 ",
,,,,,,,,,,,,,
 ,Рюкзак,"Материал: ткань оксфорд
Упаковка: опп-пакет
Размер: 23*33*10см", Дизайн: нет,900,"7,5","668,5",32-37 кд,,,,"4 900,00","фото - 1-2, доставка - 10-12 ",
,,,,,,,,,,,,,
 ,ПЗУ,"Материал: пластик
Упаковка: заводская коробка
Примечание от фабрики: Ёмкость: 6000
Цвет: красный, черный", Дизайн: печать лого,500,"10,0","908,82 ₽",32-38 кд,,,,"2 800,00","фото - 1-2, доставка - 10-12 ",
,,,,,,,,,,,,,
 ,Лампа - ночник,"Материал: силикон
Упаковка: опп пакетик
Размер: 14*10*7 см", Дизайн: нет,,"1,3","1000,2",40-45,,,,3 500,"Фото 1-2

Доставка 10-12",
,,,,,,,,,,,,,
 ,Караоке,"Материал: пластик
Упаковка: заводская коробка
Примечание от фабрики: Два микрофона в комплекте
Цвет: розовый, чёрный, голубой, белый
Имеется подсветка
Дальность подключения микрофонов: 10м
Мощность: 100HZ-20KHZ
", Дизайн: печать лого,1000,"16,3","1 549,94 ₽",32-38 кд,,,,"5 000,00","фото - 3, доставка - 10-12 ",
,,,,,,,,,,,,,
 ,Колонка,"Материал: пластик
Упаковка: заводская коробка
Примечание от фабрики: Цвет: красный, черный, синий синий узор, зелёный узор 
Bluetooth-соединение
Диапазон частот: 100 Гц - 20 кГц
Разъём USB
Диапазон подключения 10 метров
", Дизайн: печать лого,1000,"8,1","761,91 ₽",40-50 кд,,,,"12 500,00","фото - 3, доставка - 10-12 ",
,,,,,,,,,,,,,
 ,Книжка для детей,"Материал: ткань
Размер: 18,5*15 см
На русском
4 листа, 8 оборотов", Дизайн: перевод на русский,1000,"6,0","549,5",40-50 кд,,,,10 200,"фото - 7
 доставка - 10-12 ",
,,,,,,,,,,,,,
 ,Гирлянда,"Материал: пластик
Упаковка: заводская коробка
Примечание от фабрики: Длина: 3м
20 огоньков
USB-соединение", Дизайн: нет,500,"4,9","463,58 ₽",40-50 кд,,,,"5 300,00","фото - 3, доставка - 10-12 ",
,,,,,,,,,,,,,
 ,Лампа - ночник,"Материал: резина
Работает от батареек в комплекте
Размер: 11 х 9,6 х 9
Упаковка: белая фабричная коробочка", Дизайн: нет,500,"2,5","228,33 ₽",35-40 кд,,,,3 500,фото - 1 доставка - 10-12 ,
,,,,,,,,,,,,,
 ,Конструктор,"Материал: пластик
Упаковка: заводская коробка
Примечание от фабрики: Размер коробки: 19*13,5*5 см", Дизайн: перевод инструкции на русский,2000,"4,1","362,0",55-60 кд,,,,"21 400,00","фото - 3, доставка - 10-12 ",
,,,,,,,,,,,,,
 ,Графический планшет,"Материал: пластик
Цвета: розовый, синий, черный, красный, голубой
Размер: 23 х 15 х 1 см (диагональ 8,5 дюймов)
Работает от батареек в комплекте", Дизайн: нет,500,"2,4","215,76 ₽",35-40 кд,,,,4 000,фото - 1 доставка - 10-12 ,
,,,,,,,,,,,,,
 ,Док-станция,"Материал: пластик
Упаковка: заводская коробка
Примечание от фабрики: Световой будильник с
имитацией восхода солнца, Будильник, 256 режимов освещения, Беспроводной
динамик, Беспроводная быстрая зарядка 15 Вт, воспроизвеение музыки, Ответ на звонок, Управление приложением
", Дизайн: печать лого,1000,"30,7","2808,0",55-60 кд,,,,"21 400,00","фото - 3, доставка - 10-12 ",
,,,,,,,,,,,,,
 ,Скалка,"Материал: дерево
Упаковка: заводская коробка
Примечание от фабрики: резная поверхность
", Дизайн: нет,500,"5,0","456,6",40-50 кд,,,,"2 300,00","фото - 3, доставка - 10-12 ",
,,,,,,,,,,,,,
 ,Фартук,"Материал: хлопок
Упаковка: опп-пакет
Примечание от фабрики: размер регулируется
", Дизайн: печать на фартуке,500,"2,8","254,5",40-50 кд,,,,"6 200,00","фото - 5-7 , доставка - 10-12 ",
,,,,,,,,,,,,,
 ,Форма для снега,"Материал: пластик
Упаковка: опп-пакет
Примечание от фабрики: есть разные формы
", Дизайн: нет,500,"2,8","254,5",35-40 кд,,,,"2 200,00","фото - 1-2 , доставка - 10-12 ",
,,,,,,,,,,,,,
 ,Ночник,"Материал: пластик
Упаковка: заводская коробка, в наборе инструкция и провод зарядки
Примечание от фабрики: проигрывает музыку, работает без зарядки до 24х часов, подключается через bluetooth
", Дизайн: печать лого,500,"14,5","1 378,98 ₽",35-45 кд,,,,"16 700,00","фото - 10, доставка - 10-12 ",
,,,,,,,,,,,,,
 ,Форма для печенья,"Материал: нержавеющая сталь
Упаковка: опп-пакет
Примечание от фабрики: на выбор шесть разных форм
", Дизайн: нет,500,"1,6","144,1",35-45 кд,,,,"1 900,00",фото - 1 доставка - 10-12 ,
,,,,,,,,,,,,,
 ,Наушники,"Материал: ABS
Упаковка: коробочка
Цвет: белый, черный, розовый

Беспроводные наушники, время проигрывания на одном заряде 8 часов 
", Дизайн: нет,500,"11,6","1059,8",45-50 кд,,,,4 500,фото - 1 доставка - 10-12 ,
,,,,,,,,,,,,,
 ,Мешок для обуви,"Материал: полиэстр
Размер: 32*40 см
", Дизайн: нет,500,"1,9","174,1",35-40,,,,2 500,фото - 1 доставка - 10-12 ,
,,,,,,,,,,,,,
 ,Лампа-ночник,"Материал: силикон
Работает от батареек в комплекте
Размер: 11 х 13 
Упаковка: опп пакетик", Дизайн: нет,500,"5,3","487,8",45-50,,,,3 500,фото - 1 доставка - 10-12 ,
,,,,,,,,,,,,,
 ,Картина по номерам,"В комплекте краски, кисточки, подрамник, крепежи, сам холст, упаковано в коробку

Размер: 20*30см", Дизайн: нет,500,"8,6","790,3",35-40,,,,2 800,"фото - 1, доставка - 10-12 ",
,,,,,,,,,,,,,
 ,"Набор ""Рисуй светом""","Формат: A4
В комплекте: планшет, световая ручка (флеймер), пластиковый трафарет по индивидуальному дизайну, инструкция

Упаковка из картона, выполненная по индивидуальному дизайну", Дизайн: нет,2000,"4,7","492,55 ₽",45-50,,,,36 200,"фото - 7 , доставка - 10-12 ",
,,,,,,,,,,,,,
 ,Браслет с джибитсами,"Материал браслета: резина, металл (заклепки)
Материал джибитса: ПВХ, пластик

Размер браслета: 180*15 мм
Размер джибитса: примерно 65*80 мм (варьируется от формы) 

В тираж входят 2 разных вида джибитса", Дизайн: джибитсы и браслет по идн макету клиента,500,"2,6","239,4",45-50,,,,47 000,"фото - 7 , доставка - 10-12 ",
,,,,,,,,,,,,,
 ,Джибитс,"

Материал: ПВХ, пластик
Размер:  примерно 65*80 мм (варьируется от формы) 

тираж включает в себя только 1 вид джибитса - чтобы заказать несколько видов джибитсов,
нужно брать отдельный тираж", Дизайн: джибитсы и браслет по идн макету клиента,500,"0,8","71,9",45-50,,,,16 000,"фото - 7 , доставка - 10-12 ",
,,,,,,,,,,,,,
 ,"Светильник ""Дино""","

Материал :силикон, АБС
Размер:  105*80*110 мм
Вес: 150 гр.
", Дизайн: нет,500,"4,2","390,5",35-40,,,,4 000,13-18 ,
 ,Светоотражающие наклейки,"Размер 5*5,
Визуал примерный"," Дизайн: сток, либо индивидуальное изготовл от 1000шт",1000,"1,1","97,4",50-55,,,,4 800,"фото - 7 , доставка - 10-12 ",
 ,Портативная колонка,"Материал: 
Упаковка: Опп-пакет
Примечание от фабрики:",Дизайн: под логотип клиента,1010,"14,6","1428,3",39-44,,,,16 237,"фото - 7-10 
Доставка - 10-12",
 ,Портативная колонка,"Материал: пластик
Упаковка: заводская коробка
Примечание от фабрики: Цвет: см. доп. фото
Bluetooth-соединение
Диапазон частот: 100 Гц - 20 кГц
Разъём USB
Диапазон подключения 10 метров
LED подсветка","Дизайн: под логотип клиента, вид нанесения - шелкография",1010,"9,5","825,2",30-37,,,,7 600,"Фото 3-5

Доставка 10-12",
,Портативная колонка,"Материал: Пластик
Упаковка: заводская коробка
",Дизайн: сток,1010,"6,9","677,0",30-35,,,,2 553,"Фото - 4-5
Доставка - 10-12",
,Портативная колонка,"Материал: Пластик
Упаковка: заводская коробка
",Дизайн: сток,1010,"9,1","883,3",35-40,,,,"3 305,00","Фото - 5
Доставка - 10-12",
,Портативная колонка,"Материал: Пластик
Упаковка: заводская коробка
",Дизайн: сток,1010,"6,4","624,1",35-40,,,,"3 304,72","Фото - 3-5
Доставка - 10-12",
,Шнурки Брелоки,"Материал: Полиэстер
Размер: 12 см
Упаковка: ОПП - пакет
",Дизайн: сток,1010,"1,4","139,0",27-32,,,,"5 037,35","Фото -2
Доставка - 10-12",
,Шнурки Брелоки,"Материал: Стекло, пластмасса
Упаковка: ОПП-пакет
",Дизайн: сток,1010,"1,7","168,4",35-40,,,,"7000,25","Фото - 3
Доставка - 10-12",
,Шнурки Брелоки,"Материал: пласмасса
Упаковка: ОПП-пакет
",Дизайн: сток,1010,"1,2","119,9",35-40,,,,"8 636,30","Фото - 3
Доставка - 10-12",
