 ,"Менеджер: Побединский Георгий
Email: georgp@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Ремувка для телефона,"Материал: нейлоновые нити, пластик, ПВХ шильд
Длина: ремувка 15 см, общая 21 см
Упаковка: ОПП пакетик

",Со стоковым ПВХ шильдом,30000,"0,5","45,5",50-55,"0,550612","50,87",40-45,2 500,"Фото 1

Доставка 10-12",
,,,"Без ПВХ шильда, с пластиковой затяжкой",30000,"0,383058","35,39",50-55,"0,440966","40,74",40-45,,,
,,,"Без ПВХ шильда, без пластиковой затяжки",30000,"0,355673","32,86",50-55,"0,413473","38,2",40-45,,,
 ,Ремувка для телефона,"Материал: нейлоновые нити, пластик, шильд из смолы
Длина: ремувка 15 см, общая 21 см
Упаковка: ОПП пакетик
", Дизайн: доп фото,30000,"0,9","86,6",50-55,"0,957329","88,9",40-45,2 500,"Фото 1

Доставка 10-12",
,,,,,,,,,,,,,
 ,Держатель для телефона,"Материал: нейлоновые нити, пластик, металл
Длина: короткий (30см), длиный (120см)
Упаковка: ОПП пакетик
", Дизайн: без кастома,30000,,,,"0,93","85,52",40-45,1 900,"Фото 1

Доставка 10-12",
,,,,30000,,,,"1,25","115,13",40-45,,,
 ,Держатель для телефона,"Материал: пластик
Длина: около 5см
Упаковка: ОПП пакетик
", Дизайн: без кастома ,30000,,,,"0,71","65,33",30-35,1 900,"Фото 1

Доставка 10-12",
,,, Дизайн: печать по макету клиента,30000,,,,"0,77","70,72",40-45,6 200,"Фото 5-8

Доставка 10-12",
