,"Менеджер: Побединский Георгий
Email: georgp@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец (=открытие формы),,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Хрустальный колокольчик прозрачный,"Материал: хрусталь
Размер: 55x55x70 мм
Упаковка: безопасная упаковка
Примечание от фабрики: стоковая ленточка + стоковая монетка

Возможные цвета: коричневый, черный, серый, прозрачный, синий (цвет влияет на стоимость и рассчитывается индивидуально)", Дизайн: нет,800,"16,3","1384,5","85-90

крепление ленточек + 3-5 дней","18,0","1526,6","75-80

крепление ленточек + 3-5 дней",56900,20,30-32,
,,, Дизайн: пескоструйное нанесение лого,,"17,1","1450,3",,"18,7","1592,4",,,,,
,,, Дизайн: нет,500-560,"17,8","1439,9","85-90

крепление ленточек + 3-5 дней","19,6","1587,7","75-80

крепление ленточек + 3-5 дней",,,,
,,, Дизайн: пескоструйное нанесение лого,,"18,6","1508,3",,"20,4","1656,1",,,,,
,Хрустальный колокольчик синий,"Материал: хрусталь
Размер: 55x55x70 мм
Упаковка: безопасная упаковка
Примечание от фабрики: стоковая ленточка + стоковая монетка

Возможные цвета: коричневый, черный, серый, прозрачный, синий (цвет влияет на стоимость и рассчитывается индивидуально)

ТТ - толщина линий 2-3 мм, глубина 1-1,5 мм, толщина стенок 6-7 мм", Дизайн: нет,800,"17,8","1516,2","85-90

крепление ленточек + 3-5 дней","18,6","1582,5","75-80

крепление ленточек + 3-5 дней",56900,20,30-32,
,,, Дизайн: пескоструйное нанесение лого,,"18,6","1582,0",,"20,3","1724,1",,,,,
,,, Дизайн: нет,500-560,"19,4","1576,8","85-90

крепление ленточек + 3-5 дней","20,3","1645,8","75-80

крепление ленточек + 3-5 дней",,,,
,,, Дизайн: пескоструйное нанесение лого,,"20,3","1645,3",,"22,1","1793,1",,,,,
,"Колокольчик с языкчком и выпуклым паттерном

+

бордовая ленточка

+

кастомная монетка","Материал: хрусталь
Размер: 55x55x70 мм
Упаковка: безопасная упаковка
Примечание от фабрики: стоковая ленточка близкого цвета + кастомная монетка
Цвет: прозрачный, язычок золотого оттенка на веревочке

ТТ - толщина линий 2-3 мм, глубина 1-1,5 мм, толщина стенок 6-7 м
"," Дизайн: открытие формы по макету клиента + ленточка близкого цвета + кастомная монетка

толщину линий паттерна скорее всего необходимо будет увеличить по сравнению с изображением",500,"18,0","1530,0",,"19,9","1688,0",,56900,20,30-32,
,Ленточка + медальон,"Материал: металл + полиэстер
Размер монетки: 10 мм
Размер ленточки: примерно 10*100 мм", Дизайн: печать на ленте + лого на медальоне,500-800,"1,2","98,5",,"1,3","108,4",,10000,12,22-24,
