,"Менеджер: Прокопова Елена
Email: elena.p@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Колонка 7 ватт,"Материал:  abs
Размер: 87*170 мм
Упаковка: коробка 
Примечание от фабрики: ", Дизайн: лого лазер/шелкография 1 цвет ,500,"25,4","2166,1",45-50,"27,4","2337,7",35-40,15 131,7,17-19,
,Колонка 6 ватт,"Материал:  abs
Размер: 8.5*8.5*11.5cm
Упаковка: коробка 
Примечание от фабрики: ", Дизайн: лого лазер ,500,"21,0","1796,7",45-50,"22,9","1955,7",35-40,8 988,7,17-19,
,Колонка 7 ватт,"Материал:  abs
Размер: диаметр：52.5mm высота：27.5mm       
Упаковка: коробка 
Примечание от фабрики: ", Дизайн: лого лазер/шелкография 1 цвет ,500,"20,9","1886,7",45-50,"21,7","1950,2",35-40,8 121,7,17-19,
,Колонка 7 ватт,"Материал:  abs
Размер: 110х90  мм    
Упаковка: коробка 
Примечание от фабрики: ", Дизайн: лого лазер,500,"26,0","2222,8",40-45 ,"28,3","2413,5",30-35,8 988,5,15-17,
,Колонка 10 ватт,"Материал:  abs
Размер: 110х100 мм
Упаковка: коробка 
Примечание от фабрики: ", Дизайн: лого лазер,500,"28,1","2340,2",45-50,"30,7","2622,7",35-40,9 277,5,15-17,
,Колонка 10 ватт,"Материал:  abs
Размер: 105х105  мм
Упаковка: коробка 
Примечание от фабрики: ", Дизайн: лого лазер,500,"33,7","2876,0",45-50,"36,7","3130,3",35-40,9 277,5,15-17,
,"Колонка 6,5 ватт","Материал:  abs
Размер: 121х86 мм                                 Упаковка: коробка 
Примечание от фабрики: ", Дизайн: лого лазер,500,"26,0","2219,2",45-50,"28,4","2422,6",35-40,9 277,5,15-17,
,"Колонка 6,5 ватт","Материал:  abs
Размер: 120х55х115 мм   
Упаковка: коробка 
Примечание от фабрики: ", Дизайн: лого лазер,500,"21,6","1856,5",45-50,"23,5","2015,4",35-40,9 277,5,15-17,
