,"Менеджер: Тищук Анастасия
Email: tishuk.a@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
,Прорезные игрушки,"Материал: костяной фарфор
Размер: 8 см
Упаковка: транспортировочная
Примечание от фабрики: нужны точные макеты,для точной цены", Дизайн: золотая деколь,500 каждого дизайна,"8,6","754,6",65-80,"8,7","766,3",55-70,10000 рублей,25,35-37,
,,,,1000 каждого дизайна,"8,3","727,4",65-80,"8,4","739,2",55-70,,,,
,Прорезные игрушки,"Материал: стекло
Размер: 8 см
Упаковка: транспортировочная
Примечание от фабрики: нужны точные макеты,для точной цены", Дизайн: золотая деколь,500 каждого дизайна,"4,6","408,5",40-45,"4,8","423,3",30-35,16000 рублей,15,25-27,
,,,,1000 каждого дизайна,"4,2","374,0",40-45,"4,4","388,9",30-35,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,"3018,24",,,,,,,
,,,,,,,"1633,8",,,,,,,
