,"Менеджер: Тищук Анастасия
Email: tishuk.a@megamind.ru
Телефон: 
",,,Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК,,"Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку с Китая до Москвы, таможню",,,
Фото,Наименование,Описание,"Тираж, шт",Цена за шт. ($.):,Цена за шт. (руб.):,Срок тиража,Образец ,Срок образца,Доп. фото
,Елочный шар ,"Материал костяной фарфор 
Размер 8.5 см
Крепление серебро/золото
Деколь цветная+золото в макете",500 каждого дизайна ,"8,71
9,39","796,97
859,62","ЖД 70-85 календ.дней
АВИА 60-75 календ.дней",16000 рублей,27-32 календ.дня,
,,"Материал костяной фарфор 
Размер 8.5 см
Крепление серебро/золото
Деколь цветная",500 каждого дизайна,"8,30
8,98","759,28
821,93","ЖД 70-85 календ.дней
АВИА 60-75 календ.дней",,,
,Чайная пара,"Материал костяной фарфор 
Размер блюдца 15.5 см,объем  чашки 250 мл
Деколь цветная+золотая ручка",500,"15,96
17,56","1460,37
1606,87","ЖД 60-75 календ.дней
АВИА 50-65 календ.дней",16000 рублей,27-32 календ.дня,
,,"Материал костяной фарфор 
Размер блюдца 15.5 см,объем  чашки 250 мл
Деколь цветная+золото в макете,ручка без нанесения",500,"11,84
13,44","1083,42
1229,92","ЖД 60-75 календ.дней
АВИА 50-65 календ.дней",,,
,,"Материал костяной фарфор 
Размер блюдца 15.5 см,объем  чашки 250 мл
Деколь цветная без золота",500,"9,84
11,36","900,19
1039,72","ЖД 60-75 календ.дней
АВИА 50-65 календ.дней",,,
,Чайник,"Материал костяной фарфор 
Объем 750 мл
Деколь цветная+золото в макете",500,"25,54
29,23","2336,88
2674,21","ЖД 60-75 календ.дней
АВИА 50-65 календ.дней",16000 рублей,27-32 календ.дня,
,,"Материал костяной фарфор 
Объем 750 мл
Деколь цветная без золота",500,"22,49
26,00","2058,06
2379,34","ЖД 60-75 календ.дней
АВИА 50-65 календ.дней",,,
,Упаковка,"Форма как у мешка для подарков
Материал: VMPET
Размер: 40х50 см
Цвет: красный",4000,"0,8
0,9","74,7
82,9","ЖД 40-45 календ.дней
АВИА 30-35 календ.дней",64100,"25-30 дней, фото-видео 12-17 дней",
,,"Форма как у мешка для подарков
Материал: водонепроницаемая ткань (нейлон)
Размер: 40х50 см
Цвет: красный",4000,"7,3
7,9","669,7
720,9","ЖД 55-60 календ.дней
АВИА 45-50 календ.дней",8550,17-20 дней,
,Елочная игрушка,"Материал фарфор (porcelain)
Размер 4*5*9 см
Цветная деколь",4000,"6,1","559,79
622,67
","ЖД 95-110 календ.дней
АВИА 85-100 календ.дней",20000 рублей,33-42 календ.дня,
,Елочная игрушка,"Материал фарфор (porcelain)
Размер 4*5*9 см
Цветная деколь",4000,"5,3","483,9
546,78
","ЖД 95-110 календ.дней
АВИА 85-100 календ.дней",20001 рублей,33-42 календ.дня,
,Елочная игрушка,"Материал фарфор (porcelain)
Размер 7*7*4 см
Цветная деколь",4000,"5,2","473,86
527,76","ЖД 95-110 календ.дней
АВИА 85-100 календ.дней",20002 рублей,33-42 календ.дня,
,Елочная игрушка,"Материал фарфор (porcelain)
Размер 5*4 см
Цветная деколь",4000,"5,20
5,88","475,47
538,35","ЖД 95-110 календ.дней
АВИА 85-100 календ.дней",20000 рублей,33-42 календ.дня,
