,"Менеджер: Тищук Анастасия
Email: tishuk.a@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д."
 ,Ваза и блюдо 2 в 1,"Материал: костяной фарфор
Размер:  тарелка 22*63см
Упаковка: транспортировочная
", Дизайн: цветная деколь+золотая деколь,1000,"41,9","3770,2",70-85,"48,4","4356,8",60-75,12000 рублей если будет изменение в дизайны,20,30-32
 ,Фарфоровая игрушка,"Материал: костяной фарфор
Размер: 9,8*9,2см
Упаковка: транспортировочная
", Дизайн: цветная деколь+золотая деколь,1000,"10,5","944,7",70-85,"10,6","957,5",60-75,12000 рублей если будет изменение в дизайны,20,30-32
,,,,3000,"9,9","888,9",70-85,"10,0","901,3",60-75,,,
,,,,9000,"9,6","861,7",70-85,"9,7","874,1",60-75,,,
 ,Подсвечник,"Материал: костяной фарфор
Размер: 15,7*13,2*2,5см
Упаковка: транспортировочная
", Дизайн: цветная деколь+золотая деколь,1000,"16,4","1472,5",70-85,"17,5","1578,6",60-75,12000 рублей если будет изменение в дизайны,20,30-32
,,,,3000,"15,6","1401,2",70-85,"16,7","1504,2",60-75,12000 рублей если будет изменение в дизайны,20,30-32
 ,Подсвечник,"Материал: костяной фарфор
Размер: 14*13*2,5см
Упаковка: транспортировочная
", Дизайн: цветная деколь+золотая деколь,1000,"15,7","1417,3",70-85,"16,9","1523,3",60-75,12000 рублей если будет изменение в дизайны,20,30-32
,,,,3000,"15,0","1347,6",70-85,"16,1","1450,5",60-75,12000 рублей если будет изменение в дизайны,20,30-32
 ,Игрушка фарфоровая,"Материал: костяной фарфор
Размер: 11*9,25см
Упаковка: транспортировочная
", Дизайн: цветная деколь+золотая деколь,1000,"12,1","1085,3",70-85,"12,2","1099,0",60-75,12000 рублей если будет изменение в дизайны,20,30-32
,,,,3000,"11,4","1025,4",70-85,"11,5","1038,7",60-75,12000 рублей если будет изменение в дизайны,,
,,,,9000,"11,1","998,2",70-85,"11,2","1011,5",60-75,12000 рублей если будет изменение в дизайны,,
