,"Менеджер: Лактистова Наталья Алексеевна
Email: nataliya@megamind.ru
Телефон: 89168189220
 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Бамбуковые тарелки,"Материал: Бамбук
Размер: Диаметр - 14,3, глубина 4,2
Упаковка: 
Примечание от фабрики: ", Дизайн: с логотипом клиента,38000,"1,2","120,2",65-70 календарных дней,"1,56","152,02",55-60,"12 992,54","15 календарных дней - фото+видео
+10-12 календарных дней  - доставка",
 ,Плюшевый единорог,"Материал: плюш, наполнение пп-хлопок
Размер: 25см
Упаковка: опп-пакет
Примечание от фабрики: есть в голубом, белом, розовых цветах - осноновной цвет шерсти", Дизайн: бирка по макету клиента,18000,"3,9","388,2",45-55 календарных дней,,,,"6 600,00","10 календарных дней - Фото 
 10-12 календарных дней - Доставка",
 ,Плюшевый браслет-единорог,"Материал: плюш, наполнение пп-хлопок, металл пластина
Размер: 30 см
Цвет: розовый

Цвет рога и форма улыбки будут как на основном фото", Дизайн: бирка по макету клиента,18000,"3,5","338,8",60-65 календарных дней,,,,3 800," 1 календарных дней - Фото
10-12 календарных дней - Доставка",
,Плюшевый браслет-единорог,"Материал: плюш, наполнение пп-хлопок, металл пластина
Размер: 30 см
Цвет: розовый"," Дизайн: изготовление по макету клиента

т.к. нет конкретного макета, дана примерная цена для ориентира",18000,"4,0","391,0",70-80 календарных дней,,,,10 500,"7-9 календарных дней - Фото
10-12 календарных дней - Доставка",
 ,Плюшевый единорог,"Материал: плюш, наполнение пп-хлопок, рог из того же материала, что и тельце, гриву можно сделать как из искусственной шерсти, так и из того же материала, что и тельце, с наполнением ПП-хлопок
Размер: 24-30 см, в зависимости от предоставленного макета
Упаковка: опп-пакет
Примечание от фабрики: фабрика не может сама сделать макет, поэтому просит клиента предоставлять собственный макет"," Дизайн: полный кастом по макету клиента, бирка по макету клиента",18000,"7,7","748,3",85-90 календарных дней,,,,16 000,"7-10 календарных дней - Фото
10-12 календарных дней - Доставка",
 ,Тарелка,"Материал: бамбук
Размер: 15*15
Упаковка: опп-пакет", Дизайн: полный кастом по макету клиента,18000,"1,5","145,8",65-70 календарных дней,,,,7 500,"7-10 календарных дней - Фото
10-12 календарных дней - Доставка",
,,,,50,"8,5","856,2",35-40 календарных дней,,,,,,
 ,Плюшевый единорог,"Материал: плюш, наполнение пп-хлопок
Размер: 13см
Упаковка: опп-пакет
Примечание от фабрики: цвет: белый, голубой, розовый", Дизайн: бирка по макету клиента,18000,"3,0","305,1",55-60 календарных дней,,,,"6 600,00","10 календарных дней - Фото 
 10-12 календарных дней - Доставка",
 ,Плюшевый единорог,"Материал: плюш, наполнение пп-хлопок
Размер: 25см
Упаковка: опп-пакет
Примечание от фабрики: цвет: белый, голубой, розовый", Дизайн: бирка по макету клиента,18000,"3,5","353,3",85-90 календарных дней,,,,"6 600,00","10 календарных дней - Фото 
 10-12 календарных дней - Доставка",
