,"Менеджер: Прокопова Елена
Email: elena.p@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Кружка с крышкой без трубочки,"Материал: abs, нержавеющая сталь, 
Размер: 1200мл
Упаковка: белая коробка 
Примечание от фабрики: "," Дизайн: выкрас кружки и крышки по пантону, лого 1цвет ",3000,"14,7","1251,3",65-70,"17,,61","1497,0",55-60,19 949,7,17-19,
,,,,5000,"14,6","1240,4",70-75,"17,4","1486,1",60-65,,,,
 ,Кружка с крышкой и трубочкой + насадка ,"Материал: abs, нержавеющая сталь, металлическая трубочка с силиконовой насадкой  
Размер: 1200мл
Упаковка: белая коробка 
Примечание от фабрики: "," Дизайн: выкрас кружки и крышки по пантону, лого 1цвет ",3000,"14,8","1258,8",65-70,"17,7","1504,4",55-60,19 949,7,17-19,
,,,,5000,"14,6","1247,8",70-75,"17,5","1493,4",60-65,,,,
 ,Кружка с крышкой и трубочкой  (без насадки),"Материал: abs, нержавеющая сталь, металлическая трубочка 
Размер: 1200мл
Упаковка: белая коробка 
Примечание от фабрики: "," Дизайн: выкрас кружки и крышки по пантону, лого 1цвет ",3000,"14,8","1255,8",65-70,"17,6","1501,5",55-60,19 949,7,17-19,
,,,,5000,"14,6","1244,8",70-75,"17,4","1490,6",60-65,,,,
 ,Кружка с крышкой без трубочки,"Материал: abs, нержавеющая сталь,  пластик 
Размер: 887мл
Упаковка: белая коробка 
Примечание от фабрики: "," Дизайн: выкрас кружки и крышки по пантону, лого 1цвет ",3000,"11,8","1005,5",65-70,"13,9","1184,7",55-60,19 949,7,17-19,
,,,,5000,"11,7","993,5",70-75,"13,8","1170,5",60-65,,,,
 ,Кружка с крышкой и трубочкой ,"Материал: abs, нержавеющая сталь,  металл. трубочка.                                        Размер: 887мл
Упаковка: белая коробка 
Примечание от фабрики: "," Дизайн: выкрас кружки и крышки по пантону, лого 1цвет ",3000,"11,8","1010,0",65-70,"13,9","1189,2",55-60,19 949,7,17-19,
,,,,5000,"11,8","997,8",70-75,"13,8","1174,5",60-65,,,,
 ,Кружка с крышкой и трубочкой + насадка ,"Материал: abs, нержавеющая сталь,  металл. трубочка.                                        Размер: 887мл
Упаковка: белая коробка 
Примечание от фабрики: "," Дизайн: выкрас кружки и крышки по пантону, лого 1цвет ",3000,"11,9","1013,0",65-70,"14,0","1192,1",55-60,19 949,7,17-19,
,,,,5000,"11,8","1000,8",70-75,"13,9","1177,9",60-65,,,,
 ,Кружка с крышкой и трубочкой (она не съемная),"Материал: abs, нержавеющая сталь,  пластик 
Размер: 887мл
Упаковка: белая коробка 
Примечание от фабрики:  "," Дизайн: выкрас кружки и крышки по пантону, лого 1цвет ",3000,"12,4","1055,2",65-70,"14,5","1234,4",55-60,19 949,7,17-19,
,,,,5000,"12,3","1042,6",70-75,"14,4","1219,7",60-65,,,,
