,"Менеджер: Аспидова Светлана
Email: sveta.a@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Мяч-антистресс,"Материал: плотная резина, внутри полый, без наполнения
Размер: 6 см
Упаковка: опп-пакет
Цвет: заводской зеленый"," Дизайн: печать по макету клиента, одноцветная, черная, в одном месте",1000,"1,2","110,5",40-45,,,,"6 200,00","фото - 10 

доставка - 10-12",
,,,,,,,,,,,,,
,Мяч-антистресс,"Материал: плотная резина, внутри полый, без наполнения
Размер: 6 см
Упаковка: опп-пакет
Цвет: заводской зеленый"," Дизайн: печать по макету клиента, на кажом отсеке, одноцветная белая",1000,"1,4","127,8",45-50,,,,"17 300,00","фото - 10 

доставка - 10-12",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,"1,7","154,7",,,,,,,
