,"Менеджер: Аспидова Светлана
Email: sveta.a@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Охлаждающий рукав,"Материал: водостойкий нейлон + термоизоляционный гель
Размер: 16*22,5 см
Упаковка: опп-пакет
Примечание от фабрики: 
Подбор ткани, близкой к цвету клиента
Приближенный цвет см. доп. фото"," Дизайн: подбор ткани по пантону клиента, печать одноцветного лого",500,"11,9","1106,7",45-50,,,,12 000,10,20-22,
,,,,1000,"11,6","1077,8",,,,,,,,
,,,,2000,"11,4","1063,4",,,,,,,,
,,,,5000,"11,3","1049,3",,,,,,,,
,,,,10000,"11,1","1035,5",,,,,,,,
 ,Охлаждающий рукав,"Материал: водостойкий нейлон 
Размер: 16*22,5 см
Упаковка: опп-пакет
Примечание от фабрики: 
Подбор ткани, близкой к цвету клиента"," Дизайн: подбор ткани по пантону клиента, печать одноцветного лого",2000,"6,7","565,5",55-60,,,,11 500,10,20-22,
,,,,5000,"6,5","554,1",,,,,,,,
,,,,10000,"6,3","535,6",,,,,,,,
