,"Менеджер: Добрынин Павел
Email: paveld@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Прикроватная колонка с подсветкой- маяк ,"Материал: ABS + PC
Размер: 7 × 7,2 × 24,2 см
Упаковка: заводская коробка, размер коробки -  9,4 × 8,5 × 25,1 см
Примечание от фабрики: 
Входное напряжение: 5V-1A
Номинальная мощность: 5W
Мощность LED: 1.5W (5 × 0.2W/LED + 1 × 3W/LED)
Светодиоды: 2835 LED
Аккумулятор: 2400mAh
Время зарядки: 3-4 часа
Максимальная яркость: ~7 часов
Ночная подсветка + атмосферное освещение: ~48 часов
Средняя яркость: ~18 часов
Минимальная яркость: ~100 часов
Чувствительность датчика движения: 3-5 м
Работает с Bluetooth, есть динамик, дистанционное управление со смартфона", Дизайн: шелкография,4500,"20,9","1944,9",65-70,,,,9 600,7,17-19,
,,,,,,,,,,,,,,
 ,Светильник - увлажнитель в виде маяка,"Материал: ABS/PP/силикон (прокладка)
Размер: 80*80*150 мм
Объем: 150 мл (расход 30 мл/ч) 
Вес: 150 гр
Упаковка: индивидуальная коробка

Работает от USB", Дизайн: шелкография лого + кастом коробки + стоковый лого уберут,4500,"8,7","806,63
+
ДС + СС 
100 000 руб.",50-60,,,,8 800,8,18-20,
,,,,,,,,,,,,,,
 ,Светильник - маяк по макету клиента,"Материал: силикон
Размер: 15*5 см
Упаковка: опп
Примечание от фабрики: маяк в одном цвете (выкрас в цвет клиента)

При запуске через сигнальный образец сроки и стоимость отырктия формы учитываются в образце и не влияют на сроки и стоимость тиража"," Дизайн: полный кастом по макету клиента

Окна и ""кабина"" из которых ярче исходит свет, будут выполнены более тонким слоем силикона того же цвета",4500,"9,6","889,27
+
открытие формы 
291120руб.","60-65
+
30-35 открытие формы",,,,"345532,19

нужен 3д макет (либо фабрика отрисует сама за доп расходы)
+
при заказе образца плата за открытие формы не потребуется",45,55-57,
 ,Маяк Гирлянда,"Материал:  ПВХ
Размер: 6 метров
Вес: 440 гр
Упаковка: опп пакет
Примечание от фабрики: светящаяся гирлянда с лампочками, работает на батарейках", Дизайн: шелкография лого на дне маяка,4500,"22,9","2132,3",50-55,,,,4 000,7,17-19,
 ,Маяк Гирлянда,"Материал:  ПВХ
Размер: 3 метра
Вес: 230 гр
Упаковка: опп пакет
Примечание от фабрики: светящаяся гирлянда с лампочками, работает на батарейках", Дизайн: шелкография лого на дне маяка,4500,"17,1","1588,2",50-55,,,,4 000,7,17-19,
 ,Маяк Гирлянда,"Материал:  ПВХ
Размер: 1,5 метра
Вес: 110 гр
Упаковка: опп пакет
Примечание от фабрики: светящаяся гирлянда с лампочками, работает на батарейках", Дизайн: шелкография лого на дне маяка,4500,"14,1","1310,7",50-55,,,,4 000,7,17-19,
 ,Ночник в виде маяка,"Материал:  пластик
Размер: 5,1*3,6*9,8 см
Вес: 56 грамм
Упаковка: заводская коробка
Размер коробки: 6*4,5*10,5 см
Примечание от фабрики: зеленый цвет, в наличии также есть желтый, голубой, зеленый, бежевый и светло-голубой в комплекте идет батарейка,  ", Дизайн: шелкография на верхней части головы и на боковой части головы,4500,"2,4","218,6",40-45,,,,13 300,15,25-27,
 ,ПВХ брелок,"Материал:  ПВХ, металл
Размер: примерно 5 см
Упаковка: опп
",Дизайн: изготовление по макету клиента,4500,"2,8","257,0",45-50,,,,57 700,8,18-20,
 ,Ночник ,"Материал:  пластик
Размер: 27,9 см
Упаковка: заводская коробка+ пенопласт
Параметры солнечной панели: аморфный кремний 2V 40MA
Батарея: 1,2 В 300 мАч AAA аккумуляторная батарея
Количество светодиодных ламп: 1 белая подсветка
Примечание от фабрики : фонарь сенится и вращается , иммитируя оргинальный свет маяка", Дизайн: наклейка на дно,4500,"14,4","1292,4",45-50,,,,7 500,5,15-17,
 ,Мягкая игрушка,"Материал:  короткий плюш + картон 
Размер: примерно 20 см в длину
Упаковка: опп
Примечание от фабрики : материал , размер и визуал можно поменять по усмотрению клиента , но с каждым изменением будет меняться цена !!!", Дизайн: изготовление игрушки по дизайну клиента + жаккардовая бирка с лого,4500,"10,1","904,3",45-50,,,,24 000,5,15-17,
 ,Маяк - лампа,"Материал: ABS + PC + FPC 
Размер: 56*180 мм
Упаковка: кастомная коробка 58*195 мм
Емкость аккумулятора: 1200 мА/ч
Вес: 110 гр

Зарядка через type c

В дно встроен магнит, можно крепить на металлические поверхности"," Дизайн: выкрас в цвет, близкий к пантону клиента + кастом цвета и лого коробки",4500,"9,6","864,6",55-60,,,,8 600,7,17-19,
 ,3D конструктор,"Материал: бумага
Размер: 19*26*6.3cm
Упаковка: индивидуальная заводская коробка
Цвет: сток", Дизайн: сток,4500,"8,44","759,45",50-55,,,,4 200,3,13-15,
,,,,,,,,,,,,,,
 ,Пазл из 54 деталей,"Материал: картон
Размер: 30*20 см
Упаковка: индивидуальная коробка+коробка упакованна в пластиковую прозрачную упаковку ( см доп фото ) 
Цвет: по дизайну клиента", Дизайн: по дизайну клиента+ коробка по индивидуальному дизайну,4500,"3,75","329,98",55-60,,,,38 500,10,20-22,
,,,,,,,,,,,,,,
 ,DIY шоппер,"Материал:  хлопок 
Размер: 30*35 см
Упаковка: опп 
Цвет: молочный
В набор входт: шоппер + фото + краски + кисть + палитра", Дизайн: печать изображения по дизайну клиента,4500,"4,51","396,60",35-40,,,,4 400,3,13-16,
,,,,,,,,,,,,,,
 ,Брелок кубик-рубик,"Материал:  ПВХ+ метал
Размер ремувки : 10*2 см
Размер кубика: 3,4*3,4 см
Упаковка: опп 
Цвет: по дизайну клиента", Дизайн: 6 изображений по дизайну клиента на кубик +открытие формы на ремувку по дизайну клиента,4500,"2,62","230,89",40-45,,,,16 500,7,17-19,
,,,,,,,,,,,,,,
 ,Дженга,"Материал: дерево (берёза)
Размер: 2,5*1,5*7,5 см (одной детали)
Упаковка: кастомная коробка по макету клиента
Примечание от фабрики: 
В комплекте 54 деталей + молоток + кубики + карточки с заданиями + коробка

Для точных цен и точного кастома обязательно нужен макет. Сейчас смогли рассчитать только примерно"," Дизайн: полный кастом по макету клиента
Детали выкрашены по Пантону + печать на 1 стороне каждой детали (термотрансфер) + карточки с заданиями + коробка ",5000,"15,26","1 297,20",65-75,,,,22 000,10,17-19,
,,,,,,,,,,,,,,
,Коробка,"Материал: жесть
Размер: 220*165*65 мм
Упаковка: опп 
"," Дизайн: нет, сток",5000,"4,81","408,92",40-45,,,,3 000,2,12-14,
,,"Материал: жесть
Размер: по макету клиента, примерно 230*180*70 мм
Упаковка: опп 
", Дизайн: открытие формы под размер клиента,,"6,39","542,98",55-60,,,,"310000
 (плата за открытие формы)",25,27-30,
 ,Дженга,"Материал: дерево (берёза)
Размер:  5*1*1,7 см (одной детали)
Упаковка: фабричная коробка (можно сделать кастом)
Примечание от фабрики: 
В комплекте 54 деталей. Размеры отдельных деталей - 5 x 1 x 1,7 см, общая высота башни в собранном виде — не более 20 см. Размеры основания примерно 5 x 5 см, но не более 6 x 6 см; Материал - берёза; дизайн - печать на 1 стороне каждой детали УФ-печать 4+0 (CMYK), в итоге, собирается полноценная картинка, как пазл. Коробка - цветная, по макету клиента, размер примерно 8*8*29 см

Для точных цен и точного кастома обязательно нужен макет. Сейчас смогли рассчитать только примерно"," Дизайн: полный кастом по макету клиента
Печать на 1 стороне каждой детали (Уф-печать) 
В итоге, собирается полноценная картинка, как пазл",5000,"13,1571597222222

10,91","1118,35857638889

927,62","65-75

75-85",,,,22 000,10,17-19,
,,,,,,,,,,,,,,
,Коробка,"Материал: жесть
Размер: 220*165*65 мм
Упаковка: опп 
"," Дизайн: открытие формы под размер клиента + печать на крышке
(cmyk 4+0) ",5000,"6,68","567,85",40-45,,,,"333500
(плата за открытие формы и печать)",30,42-44,
,,"Материал: жесть
Размер: по макету клиента, примерно 230*180*70 мм
Упаковка: опп 
"," Дизайн: открытие формы под размер клиента + печать на крышке и боковых частях 
(cmyk 4+0) ",,"6,77","575,31",,,,,,,,
 ,Молоток,"Материал: дерево 
Размер: примерно 15*4 см 
Упаковка: опп
Примечание от фабрики: 
"," Дизайн: нет, сток",5000,"1,35","114,49",35-40,,,,2 000,2,17-19,
,,,,,,,,,,,,,,
 ,Железная коробка,"Материал:  металл
Размер: 23*17,5*7,5 см
Упаковка: нет / опп 
Цвет: по макету клиента"," Дизайн: полная запечатка по макету клиента, градиенты не включены в стоимость",4500,"7,24","608,40",40-45,,,,8 100,10,20-22,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,"6,0","518,9",,,,,,,,
