,"Менеджер: Прокопова Елена
Email: elena.p@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Стикерпак,"Материал: бумага 
Размер:  А6 (148;х105мм)
Упаковка: каждый лист наклеек в индвидуальном пакете 
Примечание от фабрики:  можно добавить эффект голографическая печати, стоимость не меняется ",Дизайн:  печать по визуалу клиента (12 наклеек на листе),1000,"1,3","118,6",45-50 дней ,"1,4","128,89",35-40 дней ,"8091,92 (4 листа)",17-22 дня (3-5 дней фото),
,,,,5000,"1,1","100,87",,"1,21","110,89",,,,
,,,,20000,"0,9","85,1",55-60  дней ,"1,03","94,8",45-50 дней ,,,
,,,,30000,"0,82","75,14",,"0,92","84,55",,,,
,,,Дизайн:  3d наклейка по визуалу клиента (12 наклеек на листе),1000,"1,9","171,7",45-50 дней ,"1,98","181,98",35-40 дней ,"9 088,77",17-22 дня (3-5 дней фото),
,,,,5000,"1,66","152,4",,"1,77","162,42",,,,
,,,,20000,"1,5","135,1",55-60  дней ,"1,57","144,77",45-50 дней ,,,
,,,,30000,"1,34","123,55",,"1,45","132,96",,,,
,Ароматизатор в машину ,"Материал: картон 
Размер:  8х6 см
Упаковка: индивид пакет 
Примечание от фабрики:  запахи - голубой колокольчик, одеколон, морской бриз, цитрус, COCO, белый чай, гардения, Chanel. Запахов очень много, фабркиак предлагате сказать какой запах хочет клиент и они найдут его на рынке ",Дизайн:  печать по визуалу клиента ,1000,"2,0","185,2",40-45 дней ,"2,05","188,68",30-35 дней ,"9 088,77",17-22 дня (3-5 дней фото),
,,,,5000,"0,57","52,58",,"0.,61","55,92",,,,
,,,,20000,"0,3","26,2",50-55 дней ,"0,32","29,4",40-45 дней ,,,
,,,,30000,"0,24","22,32",,"0,28","25,46",,,,
,Брелок ,"Материал: pvc, фурнитура. - металл (серебро и золото )
Размер:  23x2 cm
Упаковка: 100шт в пакете
Примечание от фабрики:  ","Дизайн:   печать по визуалу клиента, выкрас  по цвету клиента (синий, зеленый, черный)",1000,"0,8","68,8",50-55  дней ,"0,81","74,68",40-45 дней ,"5834,67 (выкрас 1 цвет) ",20-25 дней (7 дней фото),
,,,,5000,"0,54","49,25",,"0,6","54,93",,,,
,,,,20000,"0,5","42,8",60-65  дней ,"0,52","48,28",50-55   дней ,,,
,,,,30000,"0,43","39,96",,"0,49","45,29",,,,
,Брелок ,"Материал: кож. зам,  фурнитура. - металл (серебро и золото )
Размер:  10x20 или 12х20
Упаковка: индивуд. пакет 
Примечание от фабрики:  ","Дизайн: печать  по визуалу клиента, цвета по карте от фабрики",1000,"1,6","147,3",55-60  дней ,"1,67","153,45",45-50   дней ,"9 304,75",20-25 дней (7 дней фото),
,,,,5000,"1,26","115,85",,"1,32","121,86",,,,
,,,,20000,"1,0","87,1",65-70 дней ,"1,01","92,94",55-60  дней ,,,
,,,,30000,"0,86","79,52",,"0.,93","85,17",,,,
,Наклейки ,"Материал: бумага,  pvc
Размер:  А6 (148;х105мм)
Упаковка: каждый лист наклеек в индвидуальном пакете 
",Дизайн: по дизайну клиента ,1000,"0,2","19,7",40-45   дней ,"0,27","26,91",30-35   дней ,"3 755,77",17-22  дней (7 дней фото),
,,,,5000,"0,17","17,19",,"0,21","21,26",,,,
,,,,20000,"0,17","16,4",50-55  дней ,"0,21","20,44",40-45  дней ,,,
,,,,30000,"0,16","16,05",,"0,2","20,12",,,,
,Наклейки объемные ,"Материал: бумага, pvc
Размер:  А6 (148;х105мм)
Упаковка: каждый лист наклеек в индвидуальном пакете 
",Дизайн: по дизайну клиента ,1000,"0,8","75,9",40-45 дней ,"0,8","79,54",30-35   дней ,"19102,59 (5 листов)",17-22  дней (7 дней фото),
,,,,5000,"0,31","30,53",,"0,36","34,17",,,,
,,,,20000,"0,22","22,0",50-55  дней ,"0,26","25,6",40-45  дней ,,,
,,,,30000,"0,21","21,12",,"0,25","24,76",,,,
,Поп сет на телефон ,"Материал: abs，  акрил
Размер:  3-4см
Упаковка: ",Дизайн: картинка по дизайну клиента ,1000,"0,6","56,3",40-45   дней ,"0,58","57,85",30-35   дней ,"2 626,67",15-17  дней (5 дней фото),
,,,,5000,"0,47","46,89",,"0,49","48,31",,,,
,,,,20000,"0,45","44,5",50-55  дней ,"0,46","45,93",40-45  дней ,,,
,,,,30000,"0,44","43,4",,"0,45","44,81",,,,
,Магнит ,"Материал:   акрил
Размер:  5см
Упаковка: ",Дизайн: картинка по дизайну клиента ,1000,"0,4","35,3",40-45   дней ,"0,39","39,02",30-35   дней ,"3 755,77",15-17 дней (5 дней фото),
,,,,5000,"0,3","29,67",,"0,31","30,81",,,,
,,,,20000,"0,29","28,3",50-55  дней ,"0,3","29,52",40-45  дней ,,,
,,,,30000,"0,27","26,24",,"0,28","27,23",,,,
,Значок ,"Материал: акрил
Размер:  5см
Упаковка: ",Дизайн: картинка по дизайну клиента ,1000,"0,3","33,6",40-45   дней ,"0,37","36,67",30-35   дней ,"3 755,77",15-17 дней (5 дней фото),
,,,,5000,"0,29","28,22",,0.31,"31,08",,,,
,,,,20000,"0,27","26,3",50-55  дней ,"0,29","29,1",40-45  дней ,,,
,,,,30000,"0,26","25,45",,"0,28","28,13",,,,
,Брелок ,"Материал: pvc
Размер:  13,5x5 cm
Упаковка: 100шт в пакете
",Дизайн: лого 1 цвет ,1000,"0,6","62,8",40-45   дней ,"0,69","68,18",30-35   дней ,"12262,32 (3 брелка )",17-20 дней (7  дней фото),
,,,,5000,"0,45","44,24",,"0,49","48,88",,,,
,,,,20000,"0,4","39,5",50-55  дней ,"0,44","43,73",40-45  дней ,,,
,,,,30000,"0,,37","36,41",,"0,41","40,68",,,,
,Брелок ,"Материал: pvc,
Размер:  15,5x4,5 cm
Упаковка: 100шт в пакете
",Дизайн: лого 1 цвет ,1000,"0,6","62,8",40-45   дней ,"0,69","68,18",30-35   дней ,"12262,32 (3 брелка )",17-20 дней (7  дней фото),
,,,,5000,"0,45","44,24",,"0,49","48,88",,,,
,,,,20000,"0,4","39,5",50-55  дней ,"0,44","43,73",40-45  дней ,,,
,,,,30000,"0,,37","36,41",,"0,41","40,68",,,,
