,"Менеджер: Прокопова Елена
Email: elena.p@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Гирлянда шишики,"Материал:  PVC ,  PC
Размер:  размер шишки 3*6cm, длина 1,5м (10 лампочек)
Упаковка:  коробка 
Примечание от фабрики:  на батарейках"," Дизайн:  без брендирования , теплый белый свет ",300,"8,4","743,1",40-45 ,"9,4","826,7",30-35,2 759,3-5,12-15,
,,,синий свет лампочки ,500,"8,4","740,8",40-45 ,"9,4","824,4",30-35,3 819,3-5,12-15,
 ,Гирлянда шишки ,"Материал:  PVC ,  PC
Размер:  размер шишки 2,1*65,7cm,  длина 1,5м (10 лампочек)
Упаковка:  коробка 
Примечание от фабрики:  на батарейках"," Дизайн:  без брендирования, свет  - теплый белый,  желтый, голубой ",300,"8,3","779,3",40-45 ,"9,3","870,5",30-35,3 819,3-5,12-15,
 ,Гирлянда шарики,"Материал: пластик 
Размер:  размер шарика 2cm,  длина 1,5м (10 лампочек)
Упаковка:  коробка 
Примечание от фабрики:  на батарейках"," Дизайн:  без брендирования,  корпус белый, свет. - цветной ",300,"7,1","625,6",40-45 ,"8,0","701,6",30-35,2 759,2,10,
,чехол для грелки,"Материал: пряжа (нейлон, полиэстер)
Размер:  25*15
Упаковка: инд пакет
Примечание от фабрики: синяя пряжа - обычная, белая термохромна", Дизайн: одноцветный логотип,1000,"13,9","1226,05",55-60,"16,2","1428,01",45-50,12 000,15,10,
,Снежный шар ,"Материал: смола, металл, стекло 
Размер:  10 см
Упаковка: белая индивидуальная коробка 
Примечание от фабрики: открытие форм фатора "," Дизайн: Внутри шара металлические пластины по индивидуальному дизайну 
Лого на подставке 
Выкрас в пантон 
Нанеснеие лого на подставку",500,"40,4","3663,20",85-90,"46,8","4296,80",75-80,90 000,15,10,
,Снежный шар ,"Материал: смола, металл, стекло 
Размер:  10 см
Упаковка: белая индивидуальная коробка 
Примечание от фабрики: открытие форм фатора 
Музыка (без подсветки)
Антифриз -7
Музыка механическая (Калинка)"," Дизайн: Вуктри шара металлические пластины по индивидуальному дизайну 
Выкрас в пантон 
",500,"43,6","3821,71",85-90,"50,3","4451,66",75-80,90 000,15,10,
,Снежный шар ,"Материал: смола, металл, стекло 
Размер:  10 см
Упаковка: белая индивидуальная коробка 
Примечание от фабрики: открытие форм фатора 
Музыка+ подсветка "," Дизайн: Вуктри шара металлические пластины по индивидуальному дизайну 
Лого на подставке 
Выкрас в пантон 
Нанеснеие лого на подставку",500,"43,8","3972,10",85-90,"50,3","4605,70",75-80,90 000,15,10,
,Снежный шар ,"Материал: смола, металл, стекло 
Размер:  10 см
Упаковка: белая индивидуальная коробка 
Примечание от фабрики: открытие форм фатора 
Вращающийся механизм+подсветка+ музыка"," Дизайн: Внктри шара металлические пластины по индивидуальному дизайну 
Лого на подставке 
Выкрас в пантон 
Нанеснеие лого на подставку",300,"45,9","4035,93",85-90,"52,4","4611,89",75-80,90 000,15,10,
 ,Гирлянда цветная ,"Материал: пластик 
Размер:  длина 3м (20 лампочек)
Упаковка:  коробка 
Примечание от фабрики:  на батарейках"," Дизайн:  цвет лампочек красный, синий, желтый ",300,"8,4","779,3",40-45 ,"9,3","870,5",30-35,3 819,2,10,
 ,очки горнолыжные,"Материал: Оправа TPU Линза PC
Размер: 9,5*18 cm
Упаковка:  чехол ( не черный) 
Примечание от фабрики:  цвета есть разные, пока что остановились как на фото, стекла цветные крепятся к корпусу при помощи магнитов", Дизайн:  на резинке будет предствлен дизайн по макету клиента,300,"27,2","2394,7",60-65,"28,7","2527,0",50-55,10 658,15,25,
,очки горнолыжные,"Материал: Оправа TPU Линза PC
Размер: 9,5*18 cm
Упаковка:  чехол ( не черный) 
Примечание от фабрики:  цвета есть разные, пока что остановились как на фото, стекла цветные крепятся к корпусу при помощи магнитов"," Дизайн:  на резинке будет предствлен дизайн по макету клиента, плюс дополнительная упаковка (см фото) ",300,"28,4","2412,8",60-65,"29,9","2540,5",50-55,10 658,15,25,
