,"Менеджер: Галяутдинова Диана
Email: diana.gal@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото,
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",,
 ,Дождевик ,"Материал: этиленвинилацетат
Размер: 144 см*63 см (унисекс)
Упаковка: индивидуальный пакет
Примечание от фабрики: утолщенные (100 гр.), водонепроницаемые. ", Дизайн: лого компании в 1 цвет на спине размером 30x30 см. (больше лого не делают),1500,"2,7","267,2",50-60 кд,,,,"18 010,32",19-23 кд,,https://detail.1688.com/offer/740271867619.html?spm=a26352.b28411319.offerlist.14.619f1e6225rcKy&cosite=-&tracelog=p4p&_p_isad=1&clickid=a315c0dc2a35401898829a18346e900f&sessionid=e5928f1ce5b46c929ad7acbe28029601
,,,,,,,,,,,,,,
 ,Дождевик ,"Материал: этиленвинилацетат
Размер: 144 см*63 см (унисекс)
Упаковка: индивидуальный пакет
Примечание от фабрики: утолщенные (100 гр.), водонепроницаемые. ", Дизайн: лого компании в 1 цвет на спине размером 80x40 см. ,1500,"2,2","222,8",42-50 кд,,,,"14 871,59",19-23 кд,,https://detail.1688.com/offer/677215187074.html?spm=a26352.b28411319.offerlist.8.619f1e6225rcKy&cosite=-&tracelog=p4p&_p_isad=1&clickid=811a111bb7424cdaae906f66e981e8c0&sessionid=e5928f1ce5b46c929ad7acbe28029601
,,,,,,,,,,,,,,
 ,Дождевик ,"Материал: этиленвинилацетат
Размер: 151 см*63 см (унисекс)
Упаковка: индивидуальный стилизованный пакет
Примечание от фабрики: утолщенные (100 гр.), водонепроницаемые. ", Дизайн: лого компании в 1 цвет на спине размером 30x30 см. (больше лого не делают),2000,"2,4","235,2",41-53 кд,,,,"8 664,20",17-19 кд,,https://detail.1688.com/offer/701638228063.html?spm=a26352.b28411319.offerlist.76.59861e62vLNcNH&cosite=-&tracelog=p4p&_p_isad=1&clickid=cce592e30371406c8c53e26a4f14c1ad&sessionid=7c60d000cfded97d6e7ec18c41fac848
,,,,,,,,,,,,,,
 ,Дождевик ,"Материал: этиленвинилацетат
Размер: 145 см*68 см (унисекс)
Упаковка: индивидуальный пакет
Примечание от фабрики: утолщенные (140 гр.), водонепроницаемые. Длиннее сделать не смогут. ", Дизайн: лого компании в 1 цвет на спине размером 80x40 см. ,1500,"2,6","264,4",42-50 кд,,,,"8 655,44",19-23 кд,,https://detail.1688.com/offer/564645032659.html?spm=a26352.b28411319.offerlist.82.59861e62vLNcNH
,,,,,,,,,,,,,,
 ,Дождевик ,"Материал: этиленвинилацетат
Размер: 145 см*63 см (унисекс)
Упаковка: индивидуальный пакет
Плотность: 100 гр., водонепроницаемые. ", Дизайн: нет (цвет дождевика в соответствии с пожеланием клиента),1500,"2,1","222,5",35-40 кд,,,,"1 885,75",17-19 кд,,https://detail.1688.com/offer/829927749182.html?spm=a26352.b28411319.offerlist.277.3d6d1e62ny4WqI
,,,,,,,,,,,,,,
 ,Дождевик (эконом),"Материал: полиэтилен
Размер: 140 см*65 см (унисекс)
Упаковка: индивидуальный пакет
", Дизайн: нет ,1500,"1,0","110,4",35-40 кд,,,,"1 828,95",17-19 кд,"!!! НАЦЕНКА 1,2 !!!",https://detail.1688.com/offer/759628116591.html?spm=a26352.b28411319.offerlist.44.3d6d1e62ny4WqI&cosite=-&tracelog=p4p&_p_isad=1&clickid=40030db026a64d8ca0616029faa721f6&sessionid=c10a60e25e3b15daac19134589ddee77
,,,,,,,,,,,,,,
 ,Дождевик ,"Материал: экологически чистый ЭВА
Размер:  115*65 см
Упаковка: индивидуальный пакет
Примечание от фабрики: рукава без резинок, плотность 130 гр"," Дизайн: лого компании в 1 цвет на спине размером 80x30 см, нанесение на груди слева в 1 цвет 61*48мм ",1500,"2,5","278,2",45-50 кд,,,,"19 000,00",7-9 кд; 12-14 кд доставка в Москву,,https://detail.1688.com/offer/692064582041.html?spm=a26352.b28411319.offerlist.103.2f1b1e62CXBLBz
 ,Дождевик ,"Материал: экологически чистый ЭВА
Размер:  115*65 см
Упаковка: индивидуальный пакет
Примечание от фабрики: рукава без резинок, плотность 100 гр"," Дизайн: лого компании в 1 цвет на спине размером 80x30 см, нанесение на груди слева в 1 цвет 61*48мм ",1500,"2,6","292,1",45-50 кд,,,,"12 000,00",7-9 кд; 12-14 кд доставка в Москву,,https://detail.1688.com/offer/560074350747.html?share_token=gvD+g+Hfm7c6BOy3SyIAiyqS1L+lhnoLvCyp3VrvQC/lL88rYeX+Pw==&__share_id=73673155-f251-4b94-bb48-efb078cf74b5&rpg-cnt=share.offerDetail&offerId=560074350747&__zhi_token=CcQxnBB30cvao&spm=a262eq.8992535/20241219.5103953.0
 ,Дождевик ,"Материал: экологически чистый ЭВА
Размер:  115*65 см
Упаковка: индивидуальный пакет
Примечание от фабрики: рукава без резинок, плотность 140 гр"," Дизайн: лого компании в 1 цвет на спине размером 80x30 см, нанесение на груди слева в 1 цвет 61*48мм ",1500,"2,7","302,8",45-50 кд,,,,"12 000,00",7-9 кд; 12-14 кд доставка в Москву,,https://detail.1688.com/offer/560074350747.html?share_token=gvD+g+Hfm7c6BOy3SyIAiyqS1L+lhnoLvCyp3VrvQC/lL88rYeX+Pw==&__share_id=73673155-f251-4b94-bb48-efb078cf74b5&rpg-cnt=share.offerDetail&offerId=560074350747&__zhi_token=CcQxnBB30cvao&spm=a262eq.8992535/20241219.5103953.0
