,"Менеджер: Аспидова Светлана
Email: sveta.a@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Антистресс манго,"Материал: tpr
Упаковка: опп-пакет", Дизайн: печать лого,3000,,,,"1,14","104,46",18-23,"1 800,00","Фото 1-2

Доставка 10-12",
,,,,,,,,,,,,,
 ,Брелок манго вязаный,"Материал: пряжа, металл
Упаковка: опп-пакет", Дизайн: печать лого на пластинке,3000,,,,"2,19","201,76",18-23,"1 900,00","Фото 1-2

Доставка 10-12",
,,,,,,,,,,,,,
 ,"Клепперы (ладошки для болельщиков)

28*14 см","Материал: пластик
Упаковка: ОПП пакетик", Дизайн: шелкография лого клиента,8000,,,,"1,48","134,65",25-30,"8 500,00","Фото 3

Доставка 10-12",
,"Клепперы (ладошки для болельщиков)

32*16 см",,,8000,,,,"1,83","166,24",25-30,,,
 ,Антистресс манго брелок,, Дизайн: по макету клиента,300,"8,6","786,9",55-60,"8,67","797,56",45-50,"28 400,00","Фото 14

Доставка 10-12",
,,,,,,,,,,,,,
 ,Акриовая пластинка с лого,"Материал: акрил
Упаковка: опп-пакет
Размер: около 3-5 см ", Дизайн: печать лого,300,"0,8","70,75 ₽",32-37,"0,84","79,92 ₽",22-27,"2 100,00","Фото 2-3

Доставка 10-12",
