,"Менеджер: Шубина Дарья
Email: daryashu@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Елка бумажная складная светильник (маленькая),"Материал: древесина ореха и специальная водонепроницаемая бумага
Размер: 17,2*17,2*9,2 см в сложенном виде, 17,2*17,2*27,6 см в разложенном виде
Упаковка: фабричная коробка
Примечание от фабрики: 

Питание: USB-зарядка, литиевая батарея
Аккумулятор: литиевый аккумулятор емкостью 1200 мАч
Время зарядки: 3-4 часа
Время работы: 4-6 часов
Сенсорный переключатель
Цвет света: 7 цветов света", Дизайн: настройка паттерна и/или запечатка коробки,500,"27,6","2394,1",60-65,"29,7","2586,0",50-55,16 500,10,20-22,
,,,,700,"26,8","2322,8",60-65,"28,8","2509,0",50-55,,,,
,,,,1000,"26,2","2268,1",60-65,"28,2","2460,0",50-55,,,,
,,,,1500,"25,4","2200,8",60-65,"27,4","2387,1",50-55,,,,
,,,,2000,"24,6","2133,9",60-65,"26,5","2314,5",50-55,,,,
 ,Елка бумажная складная светильник (большая),"Материал: древесина ореха и специальная водонепроницаемая бумага
Размер: 23.2*23.2*11.2 см в сложенном виде, 23.2*23.2*40.7 см в разложенном виде
Упаковка: фабричная коробка
Примечание от фабрики: 

Питание: USB-зарядка, литиевая батарея
Аккумулятор: литиевый аккумулятор емкостью 1200 мАч
Время зарядки: 3-4 часа
Время работы: 4-6 часов
Сенсорный переключатель
Цвет света: 7 цветов света", Дизайн: настройка паттерна и/или запечатка коробки,500,"39,8","3434,5",60-65,"42,1","3643,1",50-55,16 500,10,20-22,
,,,,700,"38,6","3332,5",60-65,"40,8","3535,0",50-55,,,,
,,,,1000,"38,3","3308,4",60-65,"40,6","3517,1",50-55,,,,
,,,,1500,"37,2","3210,6",60-65,"39,4","3413,1",50-55,,,,
,,,,2000,"36,1","3113,0",60-65,"38,2","3309,4",50-55,,,,
