,"Менеджер: Аспидова Светлана
Email: sveta.a@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Рюкзак,"Материал: Нейлон-таслан 280T
Размер: 34*30.5*9см
Примечание от фабрики: длина лямок 66-75 см; имеется мягкая подклада и пряжки; ткани см. в доп.фото", Дизайн: ,1000,"18,8","1884,8",Производство 30-35 Доставка 25-30,,,,"16 200,00",Фото 10-15 Доставка 10-12,
,,,,2000,"18,8","1883,92",,,,,,,
 ,Сумка,"Материал: Нейлон-таслан 280T
Размер: 48*48*6 см
Примечание от фабрики: длина лямок - 68 см; ткани см. в доп.фото", Дизайн: ,1000,"14,9","1488,7",Производство 30-35 Доставка 25-30,,,,"10 700,00",Фото 10-15 Доставка 10-12,
,,,,2000,"14,85","1487,84",,,,,,,
 ,Сумка,"Материал: Нейлон-таслан 280T
Размер: 33*63.5*31.8 см
Примечание от фабрики: карман на пуговицах, может отсёгиваться от сумки (см. в доп. фото); размер кармана 18*21 см; длина лямок 61 см; ткани см. в доп.фото", Дизайн: ,1000,"19,2","1927,3",Производство 30-35 Доставка 25-30,,,,"11 400,00",Фото 10-15 Доставка 10-12,
,,,,2000,"19,23","1926,42",,,,,,,
 ,Сумка,"Материал: Нейлон-таслан 280T
Размер: 40*28*24см
Примечание от фабрики: внутри есть небольшой карман для очков; длина лямок -53 см; ткани см. в доп.фото", Дизайн: ,1000,"17,4","1746,1",Производство 30-35 Доставка 25-30,,,,"11 400,00",Фото 10-15 Доставка 10-12,
,,,,2000,"17,42","1745,27",,,,,,,
 ,Сумка,"Материал:Нейлон-таслан 280T
Размер: 10*8.5*2.5см
Примечание от фабрики: ткани см. в доп.фото", Дизайн: ,1000,"4,3","426,9",Производство 30-35 Доставка 25-30,,,,"9 400,00",Фото 10-15 Доставка 10-12,
,,,,2000,"4,25","426,07",,,,,,,
 ,Сумка,"Материал: Нейлон-таслан 280T
Размер: 9*9*3.2см
Примечание от фабрики: ткани см. в доп.фото", Дизайн: ,1000,"4,3","426,9",Производство 30-35 Доставка 25-30,,,,"9 400,00",Фото 10-15 Доставка 10-12,
,,,,2000,"4,25","426,07",,,,,,,
