,"Менеджер: Аспидова Светлана
Email: sveta.a@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Зонт складной,"Материал: водонепроницаемая ткань
Размер: 120*90 см
Упаковка: опп-пакет, пупырка
Примечание от фабрики: 
8 клиньев
Чехол входит в стоимость"," Дизайн: печать цифровая, шелкография, наклейка из смолы, печать на куполе снаружи, внутри, печать проявляяющимися чернилами (цвет и бесцвет)",1000,"10,6","990,0",40-50,,,,19 000,10,20-22,
,,,,,,,,,,,,,,
 ,Зонт-трость,"Материал: водонепроницаемая ткань, спицы - сталь
Размер: 120*90 см
Упаковка: опп-пакет, пупырка
Примечание от фабрики: 
8 клиньев
Чехол входит в стоимость"," Дизайн: печать цифровая, шелкография, наклейка из смолы, печать на куполе снаружи, внутри, печать проявляяющимися чернилами (цвет и бесцвет)",1000,"10,6","992,7",40-50,,,,20 000,10,20-22,
,,,,1000,"7,6","645,5",40-50,,,,,,,
 ,Зонт складной,"Материал: водонепроницаемая ткань
Размер: 120*90 см
Упаковка: опп-пакет, пупырка
Примечание от фабрики: 
8 клиньев
Чехол входит в стоимость"," Дизайн: печать цифровая, шелкография, наклейка из смолы, печать на куполе снаружи, внутри, печать проявляяющимися чернилами (цвет и бесцвет)",1000,"5,0","421,7",40-50,,,,19 000,10,20-22,
,,,,,,,,,,,,,,
 ,Зонт складной,"Материал: винил, ручка - пластик, каркас - сталь
Размер: 55 см, диаметр разложенного зонта 96 см, в сложенном - 27 см
Упаковка: тканевый чехол + опп-пакет
Цвет: синий, чёрный, тёмно-зелёный, розовый, голубой, белый
Примечание от фабрики: 
8 клиньев
Ручное складывание", Дизайн: печать шелкография на 1 стороне,1000,"4,5","384,8",40-45,"5,6","473,7",30-35,7 000,5,15-17,
,,,,,"5,8","496,1",,,,,,,,
,,,,,"4,8","408,9",,,,,,,,
 ,Зонт складной,"Материал: винил, ручка - пластик, каркас - сталь
Размер: 55 см, диаметр разложенного зонта 96 см, в сложенном - 27 см
Упаковка: тканевый чехол + опп-пакет
Цвет: синий, чёрный, тёмно-зелёный, розовый, голубой, белый
Примечание от фабрики: 
8 клиньев
Ручное складывание", Дизайн: печать шелкография на 1 стороне (как на макете клиента),1000,"4,81","404,09",40-45,"5,92","497,40",30-35,7 000,5,15-17,
,,,,,,"408,6",,,,,,,,
