,"Менеджер: Побединский Георгий
Email: georgp@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Детский фотоаппарат с мгновенной печатью,"Материал: ABS + PC + силикон + электронные компоненты
Размер: 90*80*55 мм
Упаковка: коробочка
Цвет: желтый

Комплект: фотоаппарат, фотобумага, кабель usb a - usb c, ремувка, инструкция

Имеется слот для SD карты, максимальный объем 32 гб, аккумулятор 1400 mA/h", Дизайн: без лого,500,"44,1","4020,9",57-62,,,,6 800,"Фото 1

Доставка 10-12",
,,,,,,,,,,,,,
,,"Материал: ABS + PC + силикон + электронные компоненты
Размер: 110*99*45 мм
Упаковка: коробочка
Цвет: розовый, голубой

Комплект: фотоаппарат, фотобумага, кабель usb a - usb c, ремувка, инструкция

Имеется слот для SD карты, максимальный объем 32 гб, аккумулятор 1200 mA/h"," Дизайн: без лого, от 1000шт. выкрас в другой цвет без доп. платы",500,"27,77","2529,9",43-48,,,,5 500,"Фото 1

Доставка 10-12",
,,,,,,,,,,,,,
,Держатель,"Материал: полиэстер
Размер: 120см*6мм
Упаковка: опп-пакет"," Дизайн: без кастома (доступны только цвета, имеющиеся у фабрики, на фото)",500,"3,59","329,9",30-35,,,,"2 000,00","Фото 1

Доставка 10-12",
,,,,,,,,,,,,,
,Держатель,"Материал: полиэстер
Размер: 120см*6мм
Упаковка: опп-пакет
Примечание: доступен кастом по макету клиента, цена может изменяться в зависимости от пожеланий клиента ", Дизайн: без лого (доступен кастом лого и цветов в данном тираже),500,"5,09","468,4",30-35,,,,"3 000,00","Фото 5

Доставка 10-12",
,,, Дизайн: кастом цветов по пантону клиента,500,"5,44","500,7",40-45 ,,,,,,
,Держатель,"Материал: полиэстер, пу
Размер: 78см*6мм
Упаковка: опп-пакет", Дизайн: без лого (только сток),500,"8,02","737,5",30-35,,,,"2 000,00","Фото 1

Доставка 10-12",
,,,,,,,,,,,,,
,Звезда,"Материал: пластик
Упаковка: опп-пакет
Примечание: светится статично, работает от блока с батарейками, батарейки не прилагаются", Дизайн: без лого (только сток),500,"6,48","596,5",30-35,,,,"2 200,00","Фото 1

Доставка 10-12",
,,,,,,,,,,,,,
,Звезда,"Материал: пластик
Упаковка: опп-пакет
Примечание: светится в трех режимах, работает от блока с батарейками, батарейки не прилагаются", Дизайн: без лого (только сток),500,"3,76","345,9",30-35,,,,"2 100,00","Фото 1

Доставка 10-12",
,,,,,,,,,,,,,
,Подушка,"Материал: хлопок
Упаковка: опп-пакет
Размер: 40*40см
Примечание: см. цвета в доп. фото ", Дизайн: без лого (только сток),500,"8,66","796,6",35-40,,,,"2 500,00","Фото 1

Доставка 10-12",
,,,,,,,,,,,,,
,Подушка,"Материал: хлопок
Упаковка: опп-пакет
Размер: 40*40см
Примечание: см. цвета в доп. фото ", Дизайн: выкрас в пантон клиента,500,"8,64","794,8",35-40,,,,"7 000,00","Фото 1

Доставка 10-12",
,,,,,,,,,,,,,
,Подушка ,"Материал: полиэстер, велюр
Упаковка: опп-пакет
Размер: 30*40см
Примечание: см. цвета в доп. фото ", Дизайн: стоковый цвет + бирка по макету клиента,500,"4,2","384,6",40-45,,,,5 000,"Фото 5

Доставка 10-12",
,Подушка,"Материал: полиэстер, велюр
Упаковка: опп-пакет
Размер: 20*40см
Примечание: см. цвета в доп. фото ", Дизайн: стоковый цвет + бирка по макету клиента,500,"4,0","367,1",40-45,,,,5 000,"Фото 1

Доставка 10-12",
