,"Менеджер: Аспидова Светлана
Email: sveta.a@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Рюкзак,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Размер: 40 х 12 х  30 см.
Упаковка: индивидуальный пакет
Примечание от фабрики: Фурнитура: водонепроницаемая молния, пуллеры - металл, жаккард.
Цвет: в ассортименте", Дизайн: полный кастом по макету клиента,300,"29,5","2734,3",85-90,"32,3","3005,8",75-80,"8 400,00",21,31-33,
,,,,500,"28,7","2676,0",,"31,7","2947,4",,,,,
,,,,1000-1500,"28,3","2632,3",,"31,2","2903,7",,,,,
 ,Поясная сумка,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Размер: 13 х 20 см.
Упаковка: индивидуальный пакет
Примечание от фабрики: Фурнитура: водонепроницаемая молния, пуллеры - металл, жаккард.", Дизайн: полный кастом по макету клиента,300,"10,1","940,2",85-90,"10,8","1008,1",75-80,"3 800,00",21,31-33,
,,,,500,"9,9","923,8",,"10,7","991,7",,,,,
,,,,1000-1500,"9,6","894,0",,"10,3","961,9",,,,,
 ,Косметичка,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Фурнитура: водонепроницаемая молния, пуллеры - металл, жаккард.
Цвет: в ассортименте
Персонализация: Индивиудальный паттерн", Дизайн: полный кастом по макету клиента,300,"8,8","817,8",85-90,"9,5","888,7",75-80,"3 500,00",21,31-33,
,,,,500,"8,5","792,1",,"9,2","853,1",,,,,
,,,,1000-1500,"8,4","782,4",,"9,1","843,4",,,,,
 ,Кросс-боди сумка,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Размер: 36 х 33 х  11,5 см.
Упаковка: индивидуальный пакет
Примечание от фабрики: Фурнитура: водонепроницаемая молния, пуллеры - металл, жаккард.", Дизайн: полный кастом по макету клиента,300,"9,2","854,2",85-90,"9,8","908,5",75-80,"4 000,00",25,35-37,
,,,,500,"8,9","823,8",,"9,5","878,1",,,,,
,,,,1500,"8,8","816,5",,"9,4","870,8",,,,,
 ,Чехол для ноутбука,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Фурнитура: водонепроницаемая молния, пуллеры - металл, жаккард.
Цвет: в ассортименте
Персонализация: Индивиудальный паттерн", Дизайн: полный кастом по макету клиента,300,"16,9","1571,8",85-90,"18,6","1726,5",75-80,"5 000,00",21,31-33,
,,,,500,"16,6","1541,4",,"18,2","1696,1",,,,,
,,,,1000-1500,"16,4","1525,6",,"18,1","1680,3",,,,,
,Сумка для аккумулятора,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Фурнитура: водонепроницаемая молния, пуллеры - металл, жаккард.
Цвет: в ассортименте
Персонализация: Индивиудальный паттерн", Дизайн: полный кастом по макету клиента,300,"5,8","542,1",85-90,"6,1","569,2",75-80,"3 000,00",21,31-33,
,,,,500,"5,7","525,7",,"5,9","559,0",,,,,
,,,,1000-1500,"5,5","510,0",,"5,8","537,1",,,,,
 ,Шоппер с плотным дном,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Упаковка: индивидуальный пакет
Примечание от фабрики: Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.", Дизайн: полный кастом по макету клиента,300,"21,4","1949,5",85-90,"23,6","2144,5",75-80,"5 000,00",21,31-33,
,,,,500,"21,1","1920,2",,"23,1","2112,2",,,,,
,,,,1000-1500,"20,4","1864,1",,"22,5","2050,5",,,,,
 ,Поясная сумка новый образец,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Размер: 13 х 20 см.
Упаковка: индивидуальный пакет
Примечание от фабрики: Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.", Дизайн: полный кастом по макету клиента,300,"10,8","1014,2",85-90,"11,9","1115,7",75-80,"6 800,00",21,31-33,
,,,,500,"10,6","996,5",,"11,7","1096,2",,,,,
,,,,1000-1500,"10,3","964,2",,"11,2","1060,6",,,,,
 ,Брелок с металлическим шильдом,"Материал: полиэстер, металлический сплав
Длина: 18 см
Диаметр шильда: 3 см"," Дизайн: открытие формы + эмбоссинг + выкрас в цвет, близкий к пантону клиента


Конструкция шильда а-ля перстень",300,"3,6","308,6",85-90,"3,9","333,9",75-80,14 000,15,25-27,
,,,,500,"3,2","269,5",,"3,5","294,8",,,,,
,,,,1000-1500,"2,4","205,1",,"2,7","230,3",,,,,
 ,Брелок с металлическим шильдом,"Материал: полиэстер, металлический сплав
Длина: 18 см
Диаметр шильда: 3 см","  Дизайн: выкрас нитей в цвет, близкий к пантону клиена + эмбоссинг на шильде",300,"2,0","216,0",85-90,"2,3","249,5",75-80,7 800,15,25-27,
,,,,500,"2,0","205,8",,"2,1","220,8",,,,,
,,,,1000-1500,"1,8","181,7",,"1,9","195,1",,,,,
