,"Менеджер: Марковская Злата
Email: zlata@megamind.ru
Телефон: 
",,,Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК,,"Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку с Китая до Москвы, таможню",,,
Фото,Наименование,Описание,"Тираж, шт",Цена за шт. ($.):,Цена за шт. (руб.):,Срок тиража в календарных днях,Образец ,Срок образца в календарных днях,Доп. фото
ЖД,,,,,,,,,
,Игрушки,"Материал: стекло, полиэстеровая лента
Размер: 6*6*20.5см (самая большая), другие две 7.5*7.5*18.5см примерно
Упаковка: в подарочную коробку",15 000,"4,41


3,76","415 (за самую большую игрушку)

355 (за все остальные)",70-75,4 050 ₽,"20-22 фото/видео

32-35 с доставкой в Москву",
,,,34 000,"4,15


3,54","390


335",80-85,,,
,Коробка,"Материал: кашированный картон 300гр/м2
Размер: примерно 23*25*6см
Ложемент: поролон
Упаковка: термоусадка",15 000,"8,6","795,0",50-55,30 000 ₽,"7-9 фото/видео

19-21 с доставкой в Москву",
,,,34 000,"7,9","725,0",60-65,,,
АВИА,,,,,,,,,
,Игрушки,"Материал: стекло, полиэстеровая лента
Размер: 6*6*20.5см (самая большая), другие две 7.5*7.5*18.5см примерно
Упаковка: в подарочную коробку",15 000,"4,80


4,15","455 (за самую большую игрушку)

395 (за все остальные)",60-65,4 050 ₽,"20-22 фото/видео

32-35 с доставкой в Москву",
,,,34 000,"4,54


3,94","430


375",70-75,,,
,Коробка,"Материал: кашированный картон 300гр/м2
Размер: примерно 23*25*6см
Ложемент: поролон
Упаковка: термоусадка",15 000,"8,9","820,0",40-45,30 000 ₽,"7-9 фото/видео

19-21 с доставкой в Москву",
,,,34 000,"8,2","755,0",50-55,,,
