,"Менеджер: Побединский Георгий
Email: georgp@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Эспандер,"Материал: силикон
Размер:  7.4*7.4*2 см
Сопротивление: 36 кг
Упаковка: ОПП пакет"," Дизайн: шелкография / гравирова, выкрас в пантон от 1000",300,"3,2","333,9",35-40,,,,14 000,8,18-20,
,,,,500,"3,1","321,7",35-40,,,,,,,
,,,,1000,"3,0","305,6",35-40,,,,,,,
 ,Эспандер,"Материал: силикон
Размер:  7.5*7.5*2.3cm
Сопротивление: 70-80
Упаковка: ОПП пакет
Примечание от фабрики: цвет закисит от сопротивления, для черного цвета сопротивление 70-80.За доп плату уппаковку можно зпменить на цветную коробку
Варианты сопротивлений: 20-30/30-40/40-50/50-60/60-70/7-80", Дизайн: сток,100,"4,1","420,3",35-40,,,,6 200,3,13-15,
,,,Дизайн: шелкография (одноцвет) ,500,"2,9","293,4",35-40,,,,,,,
,,,,1000,"2,7","281,1",35-40,,,,,,,
,,," Дизайн: шелкография+ пантон+ удаление всех фабричных надписей
Упаковка: опп пакет",3000,"2,5","260,2",40-45,,,,9 500,10,20-22,
,,," Дизайн: шелкография+ пантон+ удаление всех фабричных надписей
Упаковка: индивидуальная коробка ",,"2,7","281,3",40-45,,,,,,,
 ,Эспандер,"Материал: силикон
Размер:  7.5*7.5*2.3cm
Сопротивление: 31 / 36 кг
Упаковка: ОПП пакет
Примечание от фабрики: черный"," Дизайн: шелкография, выкрас в пантон",500,"3,8","387,2",50-55,,,,9500 ( выкрас в пантон 16 500),10,20-22,
,,,,1000,"3,6","374,6",50-55,,,,,,,
 ,Эспандер,"Материал: силикон
Размер:  7.5*7.5*2 cm
Сопротивление: 20-30/40-50
Упаковка: ОПП пакет
",Дизайн: сток,100,"4,2","393,1",30-35,,,,2 500,2,12-14,
,,,Дизайн: шелкография,500,"2,9","266,3",45-50,,,,8 000,5,15-17,
,,,Дизайн: шелкография+ пантон+ удаление всех фабричных надписей,1000,"3,3","307,3",45-50,,,,10 000,5,15-17,
