,"Менеджер: Прокопова Елена
Email: elena.p@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Картхолдер с лентой ,"Материал: аллюминий
Размер:  внешний 5.8*9.8,  внутренний 5.4*8.6cm
Упаковка: пакет 
Примечание от фабрики:  картхолдер и лента стоковые цвета ", Дизайн:  красный картхолдер+ красная лента+красный держатель,1000,"1,6","147,7",45-50,"1,8","159,8",35-40,,7,17-19,
,,,,3000,"1,6","141,3",45-50,"1,7","153,4",35-40,,,,
 ,Лента  с ретрактором ,"Материал:  полиэстер 
Размер:  длина ленты 45, ширина 2см
Упаковка: пакет 
Примечание от фабрики: ","Дизайн:   красная  лента, ретратор со смоляной наклейкой , пвх крепление красное (стоковый цвет)",1000,"2,2","198,9",40-45 ,"2,3","205,0",35-40,8 926,7,17-19,
,,,,3000,"2,1","191,1",45-50,"2,2","197,2",35-40,,,,
,,, Дизайн: Лента сублимация,1000,"2,3","202,8",40-45 ,"2,3","208,9",35-40,,,,
,,,,3000,"2,2","199,0",40-45 ,"2,3","205,1",35-40,,,,
 ,Ланъярд плетенный ,"Материал:  полиэстер 
Размер:  длина 130
Упаковка: пакет 
Примечание от фабрики:  без держятеля для телефона ",Дизайн:   выкрас ленты в красный ,1000,"3,1","274,3",45-50,"3,4","301,6",35-40,7 926,7,17-19,
,,,,3000,"2,9","260,0",45-50,"3,2","287,3",35-40,,,,
 ,Ланъярд плетенный ,"Материал:  полиэстер 
Размер:  длина 130
Упаковка: пакет 
Примечание от фабрики:  без держятеля для телефона ",Дизайн:   выкрас ленты в красный ,1000,"2,9","261,1",45-50,"3,2","288,5",35-40,7 926,7,17-19,
,,,,3000,"2,6","233,7",45-50,"2,9","261,0",35-40,,,,
 ,Пвх подвес ,"Материал:  пвх
Размер:  диаметр 2,5см
Упаковка: пакет 
Примечание от фабрики:  цена примерная так как нет визуала ",Дизайн:   по макету клиента (3 цвета),1000,"1,1","102,5",40-45,"1,2","107,4",30-35,5 758,7,17-19,
,,,,3000,"1,1","96,1",40-45,"1,1","101,1",30-35,,,,
 ,Картхолдер с лентой ,"Материал: аллюминий
Размер:  внешний 5.8*9.8,  внутренний 5.4*8.6cm
Упаковка: пакет 
Примечание от фабрики:  картхолдер стоковый красный цвет, лента выкрас  по пантону "," Дизайн:  лента выкрас по пантону, лого на картхолдоре  сверху- лазер, шелкография ",1000,"1,6","146,9",37-42,"1,8","160,4",27-32,5 798,5,15-17,
,,,,3000,"1,6","140,5",40-45,"1,7","154,0",30-35,,,,
 ,Картхолдер с лентой ,"Материал: пластик
Размер:  внешний 70х111 мм,  внутренний 5.4*8.6cm
Упаковка: пакет 
Примечание от фабрики:  картхолдер стоковый красный цвет, лента выкрас  по пантону "," Дизайн:  лента выкрас по пантону, запечатка задней стенки картхолдора",1000,"1,5","136,7",37-42,"1,5","134,4",27-32,4 695,5,15-17,
,,,,3000,"1,3","115,7",37-42,"1,4","128,0",27-32,,,,
