,,"Менеджер: Волкова Екатерина
Email: ekaterinav@megamind.ru
Телефон: 
",,,,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,,,,,,,,,Образец не включен в стоимость тиража,,,,
Фото,Менеджер,Наименование,Характеристики,Кастом,Сертификация,"Тираж, шт",Наценка,Доставка ЖД,,,,,Доставка Авиа,,,,,Доставка АВИА,,,,Образец,,,Дата прихода в МСК,Доп. фото
,,,,,,,,"Цена за шт., $","Цена за шт., руб",Итого руб,"Срок тиража, к.д.",Запуск 01.09 готовность,"Цена за шт., $","Цена за шт., руб",Итого руб,"Срок тиража, к.д.",Запуск 01.09 готовность,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.",Запуск 01.09 готовность,"Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",,
 ,Арина,Варежки one size на 3-6лет,"Материал: флис
Размер: S (0-2 лет), M (2-4 лет) L (4-7 лет)
Упаковка: сток пакет
"," Дизайн: пошив из материала из раскладки фабрики, пришивная жаккардовая бирка с лого","ДС+ЧЗ, общая стоимость 74 500 руб (не вкл в стоимость за шт)",2388,"1,68","4,4","368,0","878855,6",50-55,26.10,"4,85","407,15","972 274,20",40-45,16.10,"6,3","537,1",40-45,16.10,11 000,10,20-22,,
 ,Арина,Варежки one size на 3-6лет,"Материал: флис
Размер: S (0-2 лет), M (2-4 лет) L (4-7 лет)
Упаковка: сток пакет
"," Дизайн: пошив из материала из раскладки фабрики, пришивная жаккардовая бирка с лого","ДС+ЧЗ, общая стоимость 74 500 руб (не вкл в стоимость за шт)",2388,"1,68","4,6","388,0","926448,5",50-55,26.10,"5,16","433,6","1 035 436,80",40-45,16.10,"6,3","537,1",40-45,16.10,11 000,10,20-22,,
 ,Арина,Варежки one size на 3-6лет,"Материал: флис
Размер: S (0-2 лет), M (2-4 лет) L (4-7 лет)
Упаковка: сток пакет
"," Дизайн: пошив из материала из раскладки фабрики, пришивная жаккардовая бирка с лого, черная петелька, материал внутри - флис ","ДС+ЧЗ, общая стоимость 74 500 руб (не вкл в стоимость за шт)",2388,"1,62","4,6","388,0","926448,5",50-55,26.10,"5,16","433,6","1 035 436,80",40-45,16.10,"6,3","537,1",40-45,16.10,11 000,10,20-22,,
 ,Арина,Варежки one size на 3-6лет,"Материал: флис
Размер: наш размер (длина 20 см, ладонь 14 см - по их сетке это взрослые варежки)
Упаковка: сток пакет
"," Дизайн: пошив из материала из раскладки фабрики, пришивная жаккардовая бирка с лого, черная петелька, материал внутри - флис ","ДС+ЧЗ, общая стоимость 74 500 руб (не вкл в стоимость за шт)",2388,"1,53","4,6","388,0","926448,5",50-55,26.10,"5,16","433,6","1 035 436,80",40-45,16.10,"6,3","537,1",40-45,16.10,11 000,10,20-22,,
 ,Арина,"Книжка для купания
 ""Считалочка-купалочка""","Материал: пвх
Размер: 15*15 см
Упаковка: OPP пакет
", Дизайн: индивидуальный дизайн - 3 листа (6 стр) по макету клиента,"СС , 95 000 руб  (не включен в стоимость)",1658,"1,7","2,8","233,7","387483,3",55-60,31.10,"3,44","289,29","479 642,82",45-50,21.10,"3,4","292,7",45-50,21.10,43 500,7,17-19,,
 ,Лена,Кастомизированный кукольный набор (переодевашки),"Материал: картон 250гр, магнит 0,3мм ламинация 
Размер:  куклы 20см
Упаковка: пакет 
Примечание:  4 листа в наборе "," Дизайн: Комплектация:
- Варианты кукол: сотрудники ГПН, одежда рабочая и повседневная, аксессуары, обувь, животные
- Количество: кукла-девушка – 26 элементов вместе с куклой, кукла-мужчина – 23 элемента вместе с куклой
- Размер кукол: от 20 см
","набор девочка делиться на два листа 18х20см, набор мальчик  делиться на два листа 18х20см. в итоге 2400 наборов каждого персанажа, 4 листа упаковываются в пакет ",2400,"1,65","3,7","308,5","740376,0",50-55,20.9,"4,58","384,72",923328,40-45,20.9,,,,,12 375,7,17-19,,
,Лена,Кастомизированный кукольный набор (переодевашки),"Материал: картон 250гр, магнит 0,5мм, ламинация 
Размер:  куклы 20см
Упаковка: пакет 
Примечание:  5 листов в наборе ",,,2400,"1,65","4,5","381,0","914424,0",50-55,,"5,59","469,44",923328,40-45,,,,,,,,,,
