,"Менеджер: Тищук Анастасия
Email: tishuk.a@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д."
,Елочная игрушка,"Материал: костяной фарфор
Размер: 9 см
Упаковка: транспортировочная,крепление учтено в стоимость
", Дизайн: цветная и золотая деколь,600,"10,8","916,6",130-150,"10,9","929,6",120-140,сделано,,
,,,,800,"10,7","908,3",130-150,"10,8","921,3",120-140,,,
 ,Подсвечник,"Материал: костяной фарфор
Размер: 13 см
Упаковка: транспортировочная
", Дизайн: цветная и золотая деколь,600,"17,8","1514,6",130-150,"19,0","1613,6",120-140,сделано,,
,,,,800,"17,7","1500,9",130-150,"18,8","1600,0",120-140,,,
,Чайная пара,"Материал: костяной фарфор
Размер: чашка  250 мл, блюдце 15,1см
Упаковка: транспортировочная
", Дизайн: цветная деколь+золотая ручка,800,"18,9","1602,9",115-135,"20,6","1753,5",105-125,"от 12000 рублей,нужен точный макет",20,32-34
,,, Дизайн: цветная деколь+золотая ручка,1200,"18,7","1589,3",130-150,,"1739,8",120-140,,,
,,, Дизайн: цветная деколь+золотая ручка,1600,"14,4","1223,9",130-150,"14,4","1227,6",120-140,,,
,Менажница,"Материал: костяной фарфор
Размер: 15,5*5 см
Упаковка: транспортировочная,в стоимость включено бархатное дно
", Дизайн: цветная и золотая деколь,600,"15,0","1275,1",115-135,"16,8","1428,6",105-125,"от 16000 рублей,нужен точный макет",20,32-34
,,,,800,"14,8","1261,4",115-135,"16,6","1415,0",105-125,,,
,Менажница,"Материал: костяной фарфор
Размер: 21 см
Упаковка: транспортировочная,в стоимость включено бархатное дно
", Дизайн: цветная и золотая деколь,600,"21,7","1846,0",115-135,"25,1","2134,1",105-125,"от 16000 рублей,нужен точный макет",20,32-34
,,,,800,"21,4","1820,2",115-135,"24,8","2108,4",105-125,,,
