,"Менеджер: Побединский Георгий
Email: georgp@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Акриловый светильник,"Материал: акрил, ABS, смола
Размер: подставка 10*4 см, акриловая часть по макету клиента
Упаковка: фабричная коробочка

Работает от сети (провод с выключателем)", Дизайн: изготовление по макету клиента + гравировка или шелкография лого на подставке,300-500,"4,5","432,3",30-35,"5,43","521,77",20-25,5 000,"Фото 3-4

Доставка 10-12",
,,,,,,,,,,,,,
 ,Грелка для рук,"Материал: ABS, РС, алюминиевый сплав
Размер: 10*6*3 см
Упаковка: фабричная коробочка

Заряжается от кабеля
3 режима - 45, 50, 55 градусов
Аккумулятор 2500 мА/ч", Дизайн: шелкография или гравировка лого клиента,300,"17,2","1603,8",40-45,"17,83","1675,5",30-35,5 300,"Фото 3

Доставка 10-12",
,,,,500,"15,77","1470,48",42-47,"16,39","1539,9",32-37,,,
 ,Фотоаппарат,"Материал: пластик
Размер: 114*64*35мм
Упаковка: заводская коробка

Доступные цвета: красный, розовый, зеленый(в двух вариантах), голубой, белый, бежевый, черный, желтый (в двух вариантах)
Пленочныйфотоаппарат
Есть режим схемки со вспышкой
Пленка не идет в комплекте", Дизайн: сток,500 (ЖД ДОЛГОЕ),"27,9","2724,5",32-40,,,,"4 100,00","Фото 1

Доставка 10-12",
,,,,,,,,,,,,,
 ,Открытка в виде пластинки,"Материал: пластик, картон
Размер: пластинка 7 дюймов, конверт для пластинки по индивидуальному размеру
", Дизайн: печать на центральной части пластинки с двух сторон + запечатка упаковки по макету клинета,500,"5,4","521,2",40-45,,,,13 400,"Фото 7

Доставка 10-12",
