,"Менеджер: Эмина Арина
Email: arinae@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Камера + чехол,"Материал: пластик

Размер: 9,5*6*3 см

Упаковка : каждая камера в индивидуальной коробке

Примечание от фабрики: 
- Комплект: камера + водонепроницаемый чехол (пленка в комплект не входит, необходимо отдельно приобрести плетку 135 типа (35 мм)
- Размер камеры: 9,5*6*3 см
- Размер чехла: 15*10*6 см
- Упаковка: каждая камера в индивидуальной коробке
","Дизайн: 

Цвет: в ассортименте (есть базовые цвета, возможна покраска в пантон)

Метод нанесения: уф-печать (можно нанести лого, сделать небольшой рисунок или задизайнить полностью - делают под макет)",1000,"14,1","1298,2",53-65,"14,85","1366,17",43-55,"7 000,00",17-19,
 ,Фотопленка,"Материал: фотопленка

Размер: 3,2*3,5*6,5 см

Упаковка : каждая пленка в индивидуальной коробке

Примечание от фабрики: 
Пленка 135 тип (35 мм), в одной упаковке 36 кадров",Дизайн: -,1000,"12,4","1139,6",53-65,"12,46","1146,05",43-55,-,-,
 ,Фотопленка + камера (при производстве пленку сразу вставят в камеру) + чехол,"Материал: пластик, фотопленка

Размер: 3,2*3,5*6,5 см

Упаковка : каждая камера в индивидуальной коробке

Примечание от фабрики: 
- Комплект: камера + водонепроницаемый чехол (пленка внутри)
- Размер камеры: 9,5*6*3 см
- Размер чехла: 15*10*6 см
- Упаковка: каждая камера в индивидуальной коробке
Пленка 135 тип (35 мм), в одной упаковке 36 кадров","Дизайн: Цвет: в ассортименте (есть базовые цвета, возможна покраска в пантон)

Метод нанесения: уф-печать (можно нанести лого, сделать небольшой рисунок или задизайнить полностью - делают под макет)",1000,"28,1","2584,1",53-65,"29,14","2681,23",43-55,-,-,
 ,"Фотокамера без водонепроницаемого чехла

Без пленки ","Материал: пластик

Размер: 3,2*3,5*6,5 см

Упаковка : каждая камера в индивидуальной коробке

Примечание от фабрики: 
- Без пленки
- Размер камеры: 9,5*6*3 см
- Размер чехла: 15*10*6 см
- Упаковка: каждая камера в индивидуальной коробке
 ","Дизайн: Цвет: в ассортименте (есть базовые цвета, возможна покраска в пантон)

Метод нанесения: уф-печать/шелкография (можно нанести лого, сделать небольшой рисунок или задизайнить полностью - делают под макет)",1000,"13,4","1228,2",53-65,"14,09","1296,22",43-55,"6 000,00",17-19,
 ,"Фотопленка + камера (без чехла)
С41, 2, 8","Материал: пластик, фотопленка

Размер: 3,2*3,5*6,5 см

Упаковка : каждая камера в индивидуальной коробке

Примечание от фабрики: 
- Комплект: камера + пленка
- Размер камеры: 9,5*6*3 см
- Размер чехла: 15*10*6 см
- Упаковка: каждая камера в индивидуальной коробке
Пленка 135 тип (35 мм), D41 - 2 типа (цветная, среднее качество), в одной упаковке 8 кадров","Дизайн: Цвет: в ассортименте (есть базовые цвета, возможна покраска в пантон)

Метод нанесения: уф-печать/шелкография (можно нанести лого, сделать небольшой рисунок или задизайнить полностью - делают под макет)",1000,"22,4","2064,4",53-65,"23,5","2161,57",43-55,-,-,
 ,"Фотопленка + камера (без чехла)
С41, 2, 12","Материал: пластик, фотопленка

Размер: 3,2*3,5*6,5 см

Упаковка : каждая камера в индивидуальной коробке

Примечание от фабрики: 
- Комплект: камера + пленка
- Размер камеры: 9,5*6*3 см
- Размер чехла: 15*10*6 см
- Упаковка: каждая камера в индивидуальной коробке
Пленка 135 тип (35 мм), D41 - 2 типа (цветная, среднее качество), в одной упаковке 12 кадров","Дизайн: Цвет: в ассортименте (есть базовые цвета, возможна покраска в пантон)

Метод нанесения: уф-печать/шелкография (можно нанести лого, сделать небольшой рисунок или задизайнить полностью - делают под макет)",1000,"23,5","2164,4",53-65,"24,58","2261,5",43-55,-,-,
 ,Фотопленка + камера (без чехла) (27 кадров),"Материал: пластик, фотопленка

Размер: 12,2*3,6*6,3 см


Упаковка : каждая камера в индивидуальной коробке

Примечание от фабрики: 
- Комплект: камера + пленка
- Упаковка: каждая камера в индивидуальной коробке
Цветная пленка, в одной упаковке 27 кадров
","Дизайн: Цвет: в ассортименте (есть базовые цвета, возможна покраска в пантон)

Метод нанесения: уф-печать/шелкография (можно нанести лого, сделать небольшой рисунок или задизайнить полностью - делают под макет)",1000,"28,6","2627,3",45-50,"29,3","2695,31",35-40,"14 000,00",15-17,
 ,Фотопленка + камера (без чехла) (18 кадров),"Материал: пластик, фотопленка

Размер: 12,2*3,6*6,3 см


Упаковка : каждая камера в индивидуальной коробке

Примечание от фабрики: 
- Комплект: камера + пленка
- Упаковка: каждая камера в индивидуальной коробке
Цветная пленка, в одной упаковке 18 кадров
","Дизайн: Цвет: в ассортименте (есть базовые цвета, возможна покраска в пантон)

Метод нанесения: уф-печать/шелкография (можно нанести лого, сделать небольшой рисунок или задизайнить полностью - делают под макет)",1000,"25,3","2327,5",45-50,"26,04","2395,5",35-40,"14 000,00",15-17,
 ,Фотопленка + камера (без чехла) (12 кадров),"Материал: пластик, фотопленка

Размер: 12,2*3,6*6,3 см


Упаковка : каждая камера в индивидуальной коробке

Примечание от фабрики: 
- Комплект: камера + пленка
- Упаковка: каждая камера в индивидуальной коробке
Цветная пленка, в одной упаковке 12 кадров
","Дизайн: Цвет: в ассортименте (есть базовые цвета, возможна покраска в пантон)

Метод нанесения: уф-печать/шелкография (можно нанести лого, сделать небольшой рисунок или задизайнить полностью - делают под макет)",1000,"23,1","2127,6",45-50,"23,87","2195,63",35-40,"14 000,00",15-17,
