,"Менеджер: Аспидова Светлана
Email: sveta.a@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Рюкзак,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Размер: 40 х 12 х  30 см.
Упаковка: индивидуальный пакет
Примечание от фабрики: Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.
Цвет: в ассортименте", Дизайн: полный кастом по макету клиента,300,"28,5","2859,8",75-80 календ. дн.,"31,37","3143,72",65-70 календ. дн.,"8 400,00","Фото 17-21 календ дней

Доставка 10-12 календ дн",
,,,,500,"27,93","2798,93",75-80 календ. дн.,"30,77","3082,83",65-70 календ. дн.,,,
 ,Шоппер,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Размер: 27 х 35 х 11 см.
Упаковка: индивидуальный пакет
Примечание от фабрики:  Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.", Дизайн: полный кастом по макету клиента,300,"21,5","1982,9",75-80 календ. дн.,"20,4","1959,9",65-70 календ. дн.,"8 400,00","Фото 17-21 календ дней

Доставка 10-12 календ дн",
,,,,500,"21,46","1952,89",75-80 календ. дн.,"22,48","2045,96",65-70 календ. дн.,,,
 ,Кросс-боди сумка,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Размер: 36 х 33 х  11,5 см.
Упаковка: индивидуальный пакет
Примечание от фабрики: Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.", Дизайн: полный кастом по макету клиента,300,"9,7","975,9",75-80 календ. дн.,"10,52",1054,65-70 календ. дн.,"3 800,00","Фото 17-21 календ дней

Доставка 10-12 календ дн",
,,,,500,"9,57",959,75-80 календ. дн.,"10,35","1037,07",65-70 календ. дн.,,,
 ,Поясная сумка,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Размер: 13 х 20 см.
Упаковка: индивидуальный пакет
Примечание от фабрики: Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.", Дизайн: полный кастом по макету клиента,300,"8,9","887,4",75-80 календ. дн.,"9,48","949,85",65-70 календ. дн.,"4 000,00","Фото 17-21 календ дней

Доставка 10-12 календ дн",
,,,,500,"8,69","870,47",75-80 календ. дн.,"9,31","932,93",65-70 календ. дн.,,,
 ,Брелок с металлическим шильдом,"Материал: полиэстер, жаккардовая ткань, металлический сплав
Длина: 18 см
Диаметр шильда: 3 см
Персонализация: эмбоссинг", Дизайн: полный кастом по макету клиента,300,"2,1","195,1",75-80 календ. дн.,"2,48","224,9",65-70 календ. дн.,"7800 без доставки

15000 с доставкой","Фото 12-15 календ дней

Доставка 10-12 календ дн",
,,,,500,"2,0","181,9",75-80 календ. дн.,"2,31","209,5",65-70 календ. дн.,,,
