,"Менеджер: Гуляева Мария
Email: mariag@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,пауэрбанк,"Материал: пвх
Размер:  8,7*8*2,7 см
Упаковка: заводская упаковка



", Дизайн:  нанесение лого шелкографией,200,"11,9","1120,8",50-55,,,,"6000, образец качества 3700",6,16-18,
,,,,500-800,"11,6","1088,5",50-55,,,,,,,
,,,,1500,"11,2","1059,0",50-55,,,,,,,
,,," Дизайн:  запечатка с одной стороны в пантон, нанесение лого шелкографией",1000,"11,2","1059,6",50-55,,,,,,,
,,," Дизайн:  полная запечатка в пантон, нанесение лого шелкографией",3000,"10,9","1031,2",60-65,,,,,,,
,зонт ,"Материал: каркас - алюминиевый сплав +  карбон, купол - ткань с черным виниловым покрытием плотностью 400T
Размер: в сложенном виде - 24,5 см; в раскрытом виде: высота - 51 см, ширина - 87 см
Упаковка: заводская упаковка
Примечание от фабрики: зонт-карандаш, который можно носить через плечо (в чехле, напоминающем пенал/карандаш), UPF 50+ (максимальная степень защиты от ультрафиолета)","Дизайн: белый цвет, нанесение лого на клинья шелкографией",100,"19,0","1787,4",55-60,,,,"10000, образец качества 5500",12,22-24,
,,,,500-800,"18,2","1719,4",,,,,,,,
,,,,1500,"17,9","1689,9",,,,,,,,
,,,"Дизайн: запечатка в пантон, нанесение лого на клинья шелкографией",2000,"17,6","1662,4",80-85,,,,,,,
,,,,,,,,,,,,,,
,рюкзак,"Материал: нейлон
Размер: 30*40*15 - маленький
Упаковка: заводская упаковка
Примечание от фабрики:  анатомическая спика, поясная сумка не включена в стоимость, нужен макет",Дизайн: по рефернсу клиента,500-800,"43,0","4099,2",75-80,,,,20000,10,20-22,
,,,,1500,"42,1","4015,3",,,,,,,,
,,"
Размер: 30*42*18 см - большой
",Дизайн: по рефернсу клиента,500-800,"49,8","4725,0",75-80,,,,,,,
,,,,1500,"48,9","4641,1",,,,,,,,
 ,ручка,"Материал: пластик с металлическим зажимом
Размер:  15 см, тощина стержня 0,7 см
Упаковка: заводская упаковка
Чернила могут синими или черными, на цену не повлияет



", Дизайн:  нанесение многоцветного лого UV-печатью,300,"0,6","51,8",50-55,,,,"3500, образец качества 2010 ",9,19-21,
,,,,30000,"0,3","27,2",55-60,,,,,,,
,ручка,"Материал: пластик 
Размер:  15 см, тощина стержня 0,7 см
Упаковка: заводская упаковка
Чернила могут синими или черными, на цену не повлияет


"," Дизайн:  нанесение одноцветного лого шелкографией, изменение цвета по карте пантонов",10000,"0,2","22,0",60-65,,,,"9900, образец качества 2000",7,17-19,
,,,,30000,"0,2","21,3",60-65,,,,,,,
 ,ручка перьевая ,"Материал: металл, титановое перо
Размер:  14,2 см, толщина пера 1,3 см
Упаковка: заводская упаковка
Комплектация: 1 перьевая ручка + 1 поглотитель чернил + 1 кожаный футляр +картонная упаковка+железный футляр


", Дизайн:  нанесение лого гравировкой,100,"48,7","4535,8",55-60,,,,"8000, образец качества такая же цена",5,15-17,
,,,,30000,"44,2","4110,7",95-100,,,,,,,
 ,ручка,"Материал: пластик
Размер:  15 см, тощина стержня 0,5 см
Упаковка: заводская упаковка



"," Дизайн:  выкрас в пантон, тампопечать лого 1 цвет",10000,"0,47","46,0",45-50,,,,"10000

Образец качества 2000",10,20-22,
,,,,30000,"0,45","44,0",50-55,,,,,,,
 ,Ланчбокс с подогревом,"Материал: пластик, нанокерамика
Размер:  220*123*85 мм
Объём: 750 мл
Упаковка: заводская упаковка
Номинальная мощность: 60 Вт
Номинальное напряжение: 220В~50Гц

Мин тираж на выкрас в пантон - 3000 шт.
В стоке ограниченное количество, только розовый цвет.

Необходимы ДС+СС, примерная стоимость 100 тысяч рублей, в стоимость не включено.", Дизайн: выкрас в пантон+лого 2 цвета,3000,"25,90","2478,1",70-75,,,,"15000

образец качества:

8000",13,23-25,
 ,Сумка органайзер в багажник,"Материал: водонепроницаемая ткань Оксфорд
Размер: 90*12*25 см
Упаковка: заводская упаковка

Мин тираж на лого - 3000 шт. Также есть возможнось выкраса в пантон.


"," Дизайн: лого 2 цвета, выкрас в пантон",3000,"8,98","876,2",65-70,,,,"17500

образец качества:

4000",18,28-30,
 ,Пляжное полотенце,"Материал: микроволокно
Размер:  70*140 см
Плотность: 220 г\кв м
Упаковка: заводская упаковка




","Дизайн: термотрансферная печать по визуалу клиента с двух сторон, одинаковый рисунок с двух сторон",100,"15,46","1468,4",70-75,,,,"14000

образец качества:

3500",8,18-20,
,,,,500,"11,54","1103,9",,,,,,,,
,,,,800,"10,30","988,3",,,,,,,,
,,,,1500,"9,09","875,8",,,,,,,,
 ,"Игральные фишки и кубики
","Материал: пластик 
Размер фишек:  диаметр - 3,7 см
Размер кубиков: 1,3*1,3 см
Упаковка: заводская упаковка


В цену входит цена за 32 фишки и 2 кубика.
Цена дана на 1500 наборов (в набор к 1500 полотенцам)."," Дизайн: кубики сток, фишки сток+двусторонняя печать в 1 цвет на фишках",1500,"2,09","181,3",55-60,,,,"5500

образец качества:

3000",12,22-24,
 ,Пусковое устройство бустер для авто,"Материал: пластик, полимерно-литиевая батарея
Размер: 15,5*7,8*2,5 см
Упаковка: заводская упаковка
Пиковый ток: 1200А (Пусковая мощность 600А)
Ёмкость батареи: 12000 мА
В комплект входит чемодан, зажимы для аккумулятора, usb с тремя разветвлениями
Нет возможности выкраса в пантон, только стоковые синий или красный цвет.

Мин тираж - 300 шт.

На образце смогут сделать только красный, так как синие нужно заказывать, сделать это смогут только после подтверждения тиража.

Необходимы ДС+СС, примерная стоимость 100 тысяч рублей, в стоимость не включены.", Дизайн: лазерная гравировка/шелкография 1 цвет,300,"39,46","3748,6",50-55,,,,"10500

образец качества:

8500",13,23-25,
