,"Менеджер: Аспидова Светлана
Email: sveta.a@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Шоппер,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Размер: 27 х 35 х 11 см.
Упаковка: индивидуальный пакет
Примечание от фабрики:  Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.", Дизайн: полный кастом по макету клиента,3000,,,,"17,41","1699,15",65-70,"8 400,00","Фото 17-21 календ дней

Доставка 10-12 календ дн",
,,,,,,,,,,,,,
 ,Поясная сумка,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Размер: 13 х 20 см.
Упаковка: индивидуальный пакет
Примечание от фабрики: Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.", Дизайн: полный кастом по макету клиента,3000,,,,"8,7","848,87",65-70,"4 000,00","Фото 17-21 календ дней

Доставка 10-12 календ дн",
,,,,,,,,,,,,,
 ,Косметичка,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Размер: 10 х 20 см.
Упаковка: индивидуальный пакет
Примечание от фабрики: Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.", Дизайн: полный кастом по макету клиента,3000,,,,"8,41","821,08",65-70,"3 800,00","Фото 17-21 календ дней

Доставка 10-12 календ дн",
,,,,,,,,,,,,,
 ,Сумка для ноутбука,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Размер: 35 х 25 х 3 см.
Упаковка: индивидуальный пакет
Примечание от фабрики: Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.
Цвет: в ассортименте", Дизайн: полный кастом по макету клиента,3000,,,,"16,94","1653,76",65-70,"5 000,00","Фото 17-21 календ дней

Доставка 10-12 календ дн",
,,,,,,,,,,,,,
,Карман,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Размер: 13 х 20 см.
Упаковка: индивидуальный пакет
Примечание от фабрики:  Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.", Дизайн: полный кастом по макету клиента,3000,,,,"5,6","526,5",65-70,"3 000,00","Фото 17-21 календ дней

Доставка 10-12 календ дн",
,,,,,,,,,,,,,
,Брелок с металлическим шильдом,"Материал: полиэстер, металлический сплав
Длина: 18 см
Диаметр шильда: 3 см
Персонализация: эмбоссинг", Дизайн: полный кастом по макету клиента,12 000,,,,"0,95","92,98",65-70,7 800,"Фото 12-15

Доставка 10-12",
