,"Менеджер: Побединский Георгий
Email: georgp@megamind.ru
Телефон: 
",,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,3D маска для сна,"Материал: полиэстер
Размер: 215*90 мм
Вес: 25 гр
Упаковка: ОПП пакетик

3D выемки для комфортной посадки, регулировка на липучке, петельки для берушей
 
*беруши не входят в комплект",500,"2,2","203,2",42-47,"2,33","213,07",32-37,3 500,"Фото 1

Доставка 10-12",
,,,1000-1500,"2,07","189,71",42-47,"2,18","199,62",32-37,,,
,3D маска для сна,"Материал: полиэстер
Размер: 245*105 мм
Вес: 25 гр
Упаковка: ОПП пакетик

3D выемки для комфортной посадки, регулировка на лямках",500,"2,6","234,8",27-32,"2,84","259,53",17-22,3 500,"Фото 1

Доставка 10-12",
,,,1000-1500,"2,41","219,99",27-32,"2,65","242,53",17-22,,,
,,"Материал: полиэстер
Размер: 245*105 мм
Вес: 25 гр
Упаковка: ОПП пакетик

3D выемки для комфортной посадки, регулировка на липучке",500,"2,6","234,8",37-42,"2,84","259,53",27-32,4 500,"Фото 5

Доставка 10-12",
,,,1000-1500,"2,41","219,99",37-42,"2,65","242,53",27-32,,,
,,"Материал: полиэстер
Размер: 245*105 мм
Вес: 25 гр
Упаковка: ОПП пакетик
Кастомизация: бирка по макету клиента 2+0

3D выемки для комфортной посадки, регулировка на липучке или лямках (одинаоквые сроки из-за бирки)",500,"2,69","246,9",37-42,"2,94","269,44",27-32,4 500,"Фото 7

Доставка 10-12",
,,,1000-1500,"2,55","233,44",37-42,"2,79","255,98",27-32,,,
