,"Менеджер: Шубина Дарья
Email: daryashu@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Кукла на руку,"Материал: полипропиленовый хлопок, плюш
Размер: 25 см в длину
Упаковка: ОПП-пакет
Примечание от фабрики: ", Дизайн: нет,15000,"3,0","257,3",90-95,,,,2 500,2,12-14,м
,,,,20000,"2,9","248,9",95-100,,,,,,,
 ,Кукла на руку,"Материал: полипропиленовый хлопок, плюш
Размер: 26 см в длину
Упаковка: ОПП-пакет
Примечание от фабрики: ", Дизайн: нет,15000,"3,5","300,1",85-90,,,,2 500,2,12-14,
,,,,20000,"3,3","290,3",90-95,,,,,,,
 ,Самодельная кукла из фетра,"Материал: фетр
Размер: 17*14 см
Упаковка: ОПП-пакет
Примечание от фабрики: 

Приходит набором деталей, ребенок сам собирает игрушку", Дизайн: нет,15000,"0,5","43,4",45-50,,,,2 000,2,12-14,
,,,,20000,"0,5","41,9",50-55,,,,,,,
 ,Маска из бумаги,"Материал: бумага
Размер: 15*14 см
Упаковка: ОПП-пакет
Примечание от фабрики: 

", Дизайн: нет,15000,"0,2","20,1",45-50,,,,2 100,2,12-14,
,,,,20000,"0,2","19,4",50-55,,,,,,,
 ,Маска из фетра,"Материал: фетр
Размер: 15*14 см
Упаковка: ОПП-пакет
Примечание от фабрики: 

", Дизайн: нет,15000,"0,7","67,6",40-45,,,,2 000,2,12-14,
,,,,20000,"0,7","65,4",45-50,,,,,,,
 ,Самодельная маска из бумаги ,"Материал: бумага
Размер: 22*31*1 см
Упаковка: ОПП-пакет
Примечание от фабрики: 

Маски идут набором в виде книжки, внутри 8 шаблонов масок, ребенок сам собирает маску", Дизайн: нет,15000,"7,2","630,7",80-85,,,,3 500,2,12-14,
,,,,20000,"7,0","610,3",80-85,,,,,,,
 ,Подарочная коробка,"Материал: картон
Размер: 65*40*30 см
Упаковка: ОПП-пакет
Примечание от фабрики: 

Указана примерная цена", Дизайн: запечатка снаружи,15000,"18,4","1561,9",55-60,,,,14 000,6,16-18,
,,,,20000,"17,7","1508,1",55-60,,,,,,,
 ,Сцена,"Материал: полиэстр
Размер: 60*50 см
Упаковка: ОПП-пакет
Примечание от фабрики: 

Указана примерная цена", Дизайн: инд дизайн,15000,"6,9","598,5",80-85,,,,15 000,9,19-21,
,,,,20000,"6,6","579,2",80-85,,,,,,,
 ,Сцена,"Материал: картон
Размер: 37*39*16 см
Упаковка: картонная коробка
Примечание от фабрики: 

Указана примерная цена", Дизайн: инд дизайн,15000,"11,0","945,9",80-85,,,,13 000,9,19-21,
,,,,20000,"10,6","915,3",80-85,,,,,,,
 ,Сцена,"Материал: картон
Размер: 35*25 см
Упаковка: ОПП-пакет
Примечание от фабрики: 

Указана примерная цена", Дизайн: инд дизайн,15000,"7,0","605,8",80-85,,,,13 000,9,19-21,
,,,,20000,"6,8","586,2",80-85,,,,,,,
 ,Сцена,"Материал: аолиэфир
Размер: 70*140 см
Упаковка: ОПП-пакет
Примечание от фабрики: 

Указана примерная цена", Дизайн: инд дизайн,15000,"36,0","3167,9",80-85,,,,19 000,9,19-21,
,,,,20000,"34,9","3065,6",80-85,,,,,,,
