,"Менеджер: Аспидова Светлана
Email: sveta.a@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Ручка,"Материал: металл
Размер: 14 см
Упаковка: опп-пакет
Примечание от фабрики: 
Цвет из доступных у фабрики
Цвет чернил - синий", Дизайн: лазерная гравировка лого,1000,"1,0","81,7",35-40,,,,5 000,5,15-17,
,,,,,,,,,,,,,,
 ,Блокнот,"Материал: картон
Размер: 24 страницы
Упаковка: опп-пакет
Примечание от фабрики: 
Без 8 страниц инд. печати", Дизайн: кастом по макету клиента,1000,"2,3","191,5",35-40,,,,8 500,3,13-15,
,,,,300,"2,4","197,2",35-40,,,,,,,
,,"Материал: картон
Размер: 24 страницы
Упаковка: опп-пакет
Примечание от фабрики: 
С 8 страницами с инд. печатью",,1000,"2,7","228,8",,,,,,,,
 ,Мешочек,"Материал: фланель
Размер: 7*9 см
Упаковка: опп-пакет (не индивидуально)
Примечание от фабрики: нет", Дизайн: печать шелкография,1000,"0,9","79,2",35-40,,,,4 900,5,15-17,
,,,,,,,,,,,,,,
 ,Носки,"Материал: хлопок
Размер: по макету клиента
Упаковка: опп
Цвет: белый "," Дизайн: вышивка лого

Цена с учетом ЧЗ и СС",1000,"4,7","402,2",40-45,,,,5 500,5,15-17,
,,,,,,,,,,,,,,
 ,Ручка,"Материал: металл
Размер: 14 см
Упаковка: опп-пакет
Примечание от фабрики: 
Цвет из доступных у фабрики
Цвет чернил - черный", Дизайн: лазерная гравировка лого,1000,"1,6","133,4",35-40,,,,5 800,7,17-19,
,,,,,,,,,,,,,,
 ,Ручка,"Материал: пластик
Размер: 14 см
Упаковка: опп-пакет
Примечание от фабрики: 
Цвет из доступных у фабрики
Цвет чернил - синий", Дизайн: печать лого шелкография,1000,"1,9","162,3",35-40,,,,5 800,7,17-19,
,,,,,,,,,,,,,,
 ,Ручка,"Материал: пластик
Размер: 14 см
Упаковка: опп-пакет
Примечание от фабрики: 
Цвет из доступных у фабрики
Цвет чернил - синий", Дизайн: печать лого шелкография,1000,"1,5","125,5",35-40,,,,2 400,5,15-17,
,,,,,,,,,,,,,,
 ,Ручка,"Материал: металл
Размер: 14 см
Упаковка: опп-пакет
Примечание от фабрики: 
Цвет из доступных у фабрики
Цвет чернил - черный", Дизайн: лазерная гравировка лого,1000,"2,1","178,1",40-45,,,,5 000,7,17-19,
,,,,,,,,,,,,,,
 ,Ручка,"Материал: пластик
Размер: 14 см
Упаковка: опп-пакет
Примечание от фабрики: 
Цвет из доступных у фабрики
Цвет чернил - синий", Дизайн: печать лого шелкография,1000,"1,5","129,4",35-40,,,,2 800,5,15-17,
,,,,,,,,,,,,,,
 ,Ручка,"Материал: пластик
Размер: 14 см
Упаковка: опп-пакет
Примечание от фабрики: 
Цвет из доступных у фабрики
Цвет чернил - синий", Дизайн: печать лого шелкография,1000,"1,8","146,7",40-50,,,,7 400,10,20-22,
,,,,,,,,,,,,,,
 ,Ручка,"Материал: металл
Размер: 14 см
Упаковка: опп-пакет
Примечание от фабрики: 
Цвет из доступных у фабрики
Цвет чернил - синий/черный", Дизайн: лазерная гравировка лого,1000,"0,5","41,0",35-40,,,,5 000,5,15-17,
 ,Упаковка,"Материал: мелованная бумага
Размер: по макету клиента
Упаковка: опп-пакет
Примечание от фабрики: 
Приедет в несобранном виде
Печать с двух сторон (разная)
Образец дорогой за счет вырубки по инд. макету",Дизайн: печать по макету клиента,1000,"1,0","86,4",35-40,,,,22 000,5,15-17,
,,,,100,"7,9","661,4",35-40,,,,,,,
 ,Зеркальце,"Материал: пластик
Размер: 6 см
Упаковка: опп-пакет
Примечание от фабрики: 
", Дизайн: печать по макету клиента 1 цвет,200,"1,8","152,7",40-45,,,,3 800,7,17-19,
 ,Блокнот,"Материал: картон, белая бумага
Размер: согласно макету
Упаковка: опп-пакет
Примечание от фабрики: 200 - повтор того года, а в 800 - страницы по макету
", Дизайн: по макету клиента,1000,"3,7","322,5",50-55,"4,2","366,4",40-45,21 900,7,17-19,
