,"Менеджер: Аспидова Светлана
Email: sveta.a@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Бутылка,"Материал: пластик
Размер: 380 мл
Упаковка: заводская коробка
Выкрас с пантон клиента занимает время, срок немного увеличен"," Дизайн: печать уф/шелкография, выкрас в пантон клиента, тиснение, выкрас ремувки в пантон",2000,"14,0","1256,3",65-70,"15,1","1356,3",55-60,99 800,7,17-19,
,,,,,,,,,,,,,,
 ,Бутылка,"Материал: пластик
Размер: 380 мл
Упаковка: заводская коробка
Примечание от фабрики: 
Выкрас в пантон невозможен, но могут сделать уф-печать
", Дизайн: печать уф на прозрачной поверхности,2000,"4,3","388,5",40-45,"5,1","455,1",30-35,9 600,7,17-19,
,,,,,,,,,,,,,,
 ,Очки,"Материал: PP
Размер: 16*16*5 см
Упаковка: ОПП
"," Дизайн: шелкография + сток желтый цвет

Наценка 2",2000,"2,6","233,7",35-40,"3,1","278,8",25-30,8 200,5,15-17,
,,,,,,,,,,,,,,
,,," Дизайн: шелкография + выкрас в цвет, близкий к пантону клиента

Наценка 2,2",2000,"2,9","263,9",42-47,"3,5","313,5",32-37,10 000,8,18-20,
,,,,,,,,,,,,,,
 ,Очки,"Материал: PC
Размер: 18*5 см
Упаковка: опп


"," Дизайн: шелкография на дужке + выкрас в пантон

Наценка 1,8",2000,"1,6","144,0",40-45,"2,0","181,8",30-35,8 300,7,17-19,
,,,,,,,,,,,,,,
 ,Бутылка,"Материал: пищевой силикон, пищевой пластик
Размер: 21*16*10 см (600 мл)
Стоковый цвет: см фото
Упаковка: опп / фабричная коробочка / кастомная коробочка


","Дизайн: стоковый цвет + опп пакет
+ печать лого 2 цвета

Наценка 1,8",2000,"9,7","871,1",50-55,"10,2","921,0",40-45,6 500,10,20-22,
,,,,,,,,,,,,,,
,,,"Дизайн: стоковый цвет + кастомная коробочка
+ печать лого 2 цвета

Наценка 1,8",2000,"10,7","962,2",50-55,"11,3","1020,5",40-45,19 500,10-12,20-24,
,,,,,,,,,,,,,,
,,,"Дизайн: выкрас в пантон + опп пакет + печать лого 2 цвета


Наценка 1,8

При выкрасе в пантон выкрашивается и силикон, и пластик",2000,"9,7","871,5",53-58,"10,2","918,9",43-48,21 700,10-14,20-26,
,,,,,,,,,,,,,,
,,,"Дизайн: выкрас в пантон + коробочка + печать лого 2 цвета


Наценка 1,8

При выкрасе в пантон выкрашивается и силикон, и пластик",2000,"10,8","972,0",53-58,"11,5","1030,2",43-48,34 700,10-16,20-28,
,,,,,,,,,,,,,,
