,"Менеджер: Аспидова Светлана
Email: sveta.a@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка ЖД долгое,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Рюкзак,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Размер: 40 х 12 х  30 см.
Упаковка: индивидуальный пакет
Примечание от фабрики: Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.
Цвет: в ассортименте", Дизайн: полный кастом по макету клиента,1000,"25,6","2943,2",75-80,"22,93","2 636,48",85-90,"8 400,00","Фото 17-21 календ дней

Доставка 10-12 календ дн",
,,,,,,,,,,,,,
 ,Косметичка,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.
Цвет: в ассортименте
Персонализация: Индивиудальный паттерн", Дизайн: полный кастом по макету клиента,1000,"7,6","876,8",75-80,"7,02","807,78",85-90,"3 500,00","Фото 14-17 календ дней

Доставка 10-12 календ дн",
,,,,,,,,,,,,,
 ,Кросс-боди сумка,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Размер: 36 х 33 х  11,5 см.
Упаковка: индивидуальный пакет
Примечание от фабрики: Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.", Дизайн: полный кастом по макету клиента,1000,"8,0","916,0",75-80,"7,43","854,71",85-90,"4 000,00","Фото 17-21 календ дней

Доставка 10-12 календ дн",
,,,,,,,,,,,,,
 ,Поясная сумка,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Размер: 13 х 20 см.
Упаковка: индивидуальный пакет
Примечание от фабрики: Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.", Дизайн: полный кастом по макету клиента,1000,"8,7","1002,2",75-80,"8,05","925,5",85-90,"3 800,00","Фото 17-21 календ дней

Доставка 10-12 календ дн",
,,,,,,,,,,,,,
 ,Чехол для ноутбука,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.
Цвет: в ассортименте
Персонализация: Индивиудальный паттерн"," Дизайн: полный кастом по макету клиента, регулировка размера по макету клиента + добавление держателей и ремня",1000,"16,3","1876,6",75-80,"14,67","1 684,30",85-90,"5 000,00","Фото 14-17 календ дней

Доставка 10-12 календ дн



",
,,,,,,,,,,,,,
,Сумка для аккумулятора,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.
Цвет: в ассортименте
Персонализация: Индивиудальный паттерн", Дизайн: полный кастом по макету клиента,1000,"5,0","572,8",75-80,"4,71","542,14",85-90,"3 000,00","Фото 14-17 календ дней

Доставка 10-12 календ дн



",
,,,,,,,,,,,,,
 ,Брелок с металлическим шильдом,"Материал: полиэстер, жаккардовая ткань, металлический сплав
Длина: 18 см
Диаметр шильда: 3 см
Персонализация: эмбоссинг", Дизайн: полный кастом по макету клиента,1000,"1,4","150,8",75-80 календ. дн.,"1,3","140,06",65-70 календ. дн.,"7800 без доставки

15000 с доставкой","Фото 12-15 календ дней

Доставка 10-12 календ дн",
,,,,3000,"1,1","118,5",75-80 календ. дн.,"1,03","110,97",65-70 календ. дн.,,,
 ,Шоппер,"Материал: Трикотажная жаккардовая ткань, 100% ПЭ, микрофибра.
Упаковка: индивидуальный пакет
Примечание от фабрики: Фурнитура: водонепроницаемая молния, пуллеры - металл, ПВХ.", Дизайн: полный кастом по макету клиента,1000,"15,5","1678,3",75-80,"14,59","1 575,50",85-90,"5 000,00","Фото 17-21 календ дней

Доставка 10-12 календ дн",
