,"Менеджер: Аспидова Светлана
Email: sveta.a@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Шоппер,"Материал: хлопок
Размер: 38*32 см
Упаковка: опп-пакет
Примечание от фабрики: настраиваемый цвет и печать"," Дизайн: односторонняя печать (тампопечать), настройка цвета шоппера (черный)",8000,"2,8","269,0",35-40,,,,"3 200,00","Фото - 3-5
Доставка - 10-12",
,,,,,,,,,,,,,
 ,Блокнот,"Материал: PU, бумага
Размер: A5
Упаковка: ОПП - пакет
","Изготовление по макету клиента, УФ печать лого",8000,"4,1","395,1",35-40,,,,10 000,"Фото - 4-5
Доставка - 10-12",
,,,,,,,,,,,,,
 ,Ручка,"Материал: металл, софт тач покрытиеУпаковка: опп-пакет
Цвет чернил на выбор
",Изготовление по макету клиента,8000,"0,8","82,0",35-40,,,,5 500,"Фото - 4-5
Доставка - 10-12",
,,,,,,,,,,,,,
 ,Стикеры с эпоксидной смолой,"Материал: бумага, эпоксидная смола
Размер стикера: 3 см",Изготовление по макету клиента,8000,"0,4","41,5",50-55 ,,,,5 900,"Фото - 7
Доставка - 10-12",
