,"Менеджер: Аспидова Светлана
Email: sveta.a@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Тактическая ручка,"Материал: металлический сплав
Упаковка: опп-пакет/коробка с ложементом
Примечание от фабрики: наконечник с стеклобоем", Дизайн: печать лого клиента,100,"4,4","424,6",45-50,,,,"2 300,00","Фото - 10 
Доставка - 10-12",
,,, Дизайн: нет,100,"4,2","410,35",40-45,,,,,,
 ,Тактические очки,"Материал: пластик
Упаковка: коробка
Примечание от фабрики: 
В наборе: три вида стекол, тряпочка, тканевый чехол и твердый чехол", Дизайн: печать лого клиента,100,"15,8","1541,2",40-45,,,,"11 600,00","Фото - 10 
Доставка - 10-12",
,,," Дизайн: печать лого клиента, замена коробки",100,"16,67","1 626,87",,,,,,,
,,, Дизайн: нет,100,"14,62","1 427,01",,,,,,,
 ,Арафатка,"Материал: 100% хлопок
Размер: универсальный
Упаковка: опп-пакет
Примечание от фабрики: имеется фабричная бирка, отрывается
Цвет: на выбор клиента", Дизайн: бирка с лого клиента,100,"10,2","995,8",30-37,,,,"9 100,00","Фото - 5 
Доставка - 10-12",
,,, Дизайн: нет,100,"10,06","981,47",,,,,,,
 ,Тактический фонарь,"Материал: алюминиевый сплав
Упаковка: заволдская коробка
Примечание от фабрики: можно напечатать лого только на одном месте
Устойчив к высоким/низким температурам
Заряжается/заряжает от провода USB
Три режима яркости",Дизайн: печать лого клиента,100,"29,4","2864,9",40-45,,,,"4 600,00","Фото - 1
Доставка - 10-12",
,,, Дизайн: нет,100,"28,77","2 807,83",,,,,,,
 ,Тактический фонарь,"Материал: алюминиевый сплав
Упаковка: заводская коробка
Примечание от фабрики: Заряжается от провода USB
Три режима яркости",Дизайн: печать лого клиента или без дизайна (одна цена),100,"7,7","754,7",30-35,,,,"2 700,00","Фото - 2-3
Доставка - 10-12",
,,,,,,,,,,,,,
 ,Тактический ремень,"Материал: металлический сплав, нейлон
Упаковка: опп-пакет
Размер: длина - 125см, застежка - 8*5см
Примечание от фабрики: разные формы крепления. см. доп. фото",Дизайн: печать лого клиента гравировка,100,"8,1","785,6",30-35,,,,"4 500,00","Фото - 2-3
Доставка - 10-12",
,,, Дизайн: нет,100,"7,84","765,61",,,,,,,
 ,Мультитул,"Материал: металлический сплав
Упаковка: заводская коробка + чехол
Примечание от фабрики: чехол в комплекте с мультитулом
Есть в черной и серебряной расцветке, см. доп. фото ",Дизайн: печать лого клиента гравировка,1200,"10,5","1022,5",45-50,,,,"3 000,00","Фото - 2-3
Доставка - 10-12",
,,, Дизайн: нет,100,"10,34","1 009,50",,,,,,,
