,"Менеджер: Тищук Анастасия
Email: tishuk.a@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Чайник,"Материал: костяной фарфор
Размер: 950 мл
Упаковка: транспортировочная
", Дизайн: согласно референсу,100,"39,8","3506,7",60-75,"43,2","3800,5",50-65,16000 рублей,20,30-32,
,,,,500,"34,8","3061,0",60-75,"37,8","3328,9",50-65,,,,
 ,Тарелка без бортов  25см,"Материал: костяной фарфор
Размер:  25 см
Упаковка: транспортировочная
", Дизайн: согласно референсу,100,"21,9","1931,3",60-75,"24,6","2165,5",50-65,16000 рублей,20,30-32,
,,,,500,"18,7","1649,3",60-75,"21,2","1862,8",50-65,,,,
 ,Тарелка без бортов  25см,"Материал: костяной фарфор
Размер: 27 см
Упаковка: транспортировочная
", Дизайн: согласно референсу,100,"22,3","1958,3",60-75,"24,9","2192,6",50-65,16000 рублей,20,30-32,
,,,,500,"19,0","1673,9",60-75,"21,4","1887,5",50-65,,,,
 ,Прямая чайная пара,"Материал: костяной фарфор
Размер: 250мл,тарелка 15,1 см
Упаковка: транспортировочная
", Дизайн: согласно референсу,100,"15,6","1369,0","60-75
","17,3","1526,6",50-65,16000 рублей,20,30-32,
,,,,500,"12,9","1136,6",60-75,"14,5","1280,3",50-65,,,,
