,"Менеджер: Тищук Анастасия
Email: tishuk.a@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Колокольчик,"Материал: костяной фарфор
Размер: 7,5*6,3
Упаковка: транспортировочная
Примечание от фабрики: цена на тираж с открытием формы или уже на готовой форме одинаковая,при открытии формы необходима лишь дополнительная плата за открытие,она указана в столбце""ОБРАЗЕЦ"" ", Дизайн: цветная деколь с золотом в макете,100,"13,6","1152,1",75-85,"14,0","1187,1",65-75,20000 открытие формы+20000 рублей дизайн,20,30-32,
,,,,370,"9,7","826,8",75-85,"10,1","860,8",65-75,,,,
,,,,600,"9,1","775,4",75-85,"9,5","808,4",65-75,20000 открытие формы+20000 рублей дизайн,20,30-32,
,,,,850,"9,0","762,3",75-85,"9,4","795,3",65-75,,,,
,,,,1000,"8,8","749,7",75-85,"9,2","782,7",65-75,20000 открытие формы+20000 рублей дизайн,20,30-32,
,,,,1200,"8,7","737,2",75-85,"9,1","770,1",65-75,,,,
 ,Колокольчик,"Материал: костяной фарфор
Размер: 7,5*6,3
Упаковка: транспортировочная
Примечание от фабрики: цена на тираж с открытием формы или уже на готовой форме одинаковая,при открытии формы необходима лишь дополнительная плата за открытие,она указана в столбце""ОБРАЗЕЦ"" ", Дизайн: цветная деколь без золота,100,"12,9","1099,8",75-85,"13,4","1134,9",65-75,20000 открытие формы+20000 рублей дизайн,20,30-32,
,,,,370,"9,1","776,1",75-85,"9,5","810,1",65-75,,,,
 ,Колокольчик,"Материал: стекло
Размер: 7*8,5см
Упаковка: транспортировочная
Примечание от фабрики: сделают просто синее гладкое стекло", Дизайн: синий ,500-550,"12,9","1099,8",45-50,"13,4","1134,9",3,"2681,73 открытие формы",10,20-22,
,Ленточка + медальон,"Материал: металл + полиэстер
Размер монетки: 10 мм
Размер ленточки: примерно 10*100 мм", Дизайн: печать на ленте + лого на медальоне,от 500,"1,2","98,5",,"1,3","108,4",,10000,12,22-24,
