,"Менеджер: Добрынин Павел
Email: paveld@megamind.ru
Телефон: 
",,,,"Цена считается с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,Доп. фото
,,,,,Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. ($.):,Цена за шт. (руб.):,"Срок тиража, к.д.",Цена за шт. (руб.):,"Срок образца, к.д.",
 ,Шоппер,"Материал: 100% хлопок
Размер: 64*32 см
Упаковка: нет
Примечание от фабрики: выбор цвета печати по пантону клиента, размер можно настроить, цвет можно настроить
Цвет шоппера: белый"," Дизайн: печать по макету клиента, один цвет (красный)",350,"3,4","327,2",32-37,,,,"4 400,00","Фото - 3

Доставка - 10-12",
,,,,,,,,,,,,,
 ,Акриловый брелок,"Материал: акрил, металлический карабин
Размер: 8 см
Упаковка: опп-пакет 
Примечание от фабрики: настраиваемый размер и цвет печати"," Дизайн: полный кастом по макету клиента, двусторонняя печать",1000,"1,1","110,0",30-37,,,,"2 500,00","Фото - 3-5 

Доставка - 10-12",
,,,,,,,,,,,,,
,Ремувка,"Материал: нейлон, металлический карабин
Размер: 
Упаковка: опп-пакет 
Примечание от фабрики:","Дизайн: одноцветная шелкография
",1000,"0,7","64,9",30-35,"0,72","69,53",20-25,"6860,87","Производство - 5
Доставка - 10-12",
,,,,,,,,,,,,,
,Фартук,"Материал: ПВХ
Размер: 
Упаковка: опп-пакет 
Примечание от фабрики:",Дизайн: одноцветная шелкография от 500 шт,4,"5,6","545,4",32-37,"3,35","324,66",22-27,"6790,22","Производство - 7
Доставка - 10-12",
,,,,500,"6,4","624,0",,"6,97","676,37",,,,
\,Футболка,"Материал: 100% хлопок
Размер: L-2XL
Упаковка: опп-пакет ",Дизайн: термотрансфер лого клиента (анаогично макету),100,"12,9","1237,5",32-37,,,,3 500,"Производство - 5
Доставка - 10-12",
,,,,,,,,,,,,,
\,Блокнот,"Материал: бумага, картон
Размер: А5
Упаковка: опп-пакет 

50 листов","Дизайн: изготовление по макету клиента, твердая обложка, запечатка",1200,"3,6","345,1",35-40,,,,11 500,"Производство - 7
Доставка - 10-12",
,,,,,,,,,,,,,
\,Ручка,"Материал: пластик
Размер: 
Упаковка: опп-пакет ","Дизайн: печать по макету клиента (шелкография), базовый корпус ручки (доп фото 1)",1200,"0,7","65,6",35-40,,,,10 500,"Производство - 7-9
Доставка - 10-12",
,,,,,,,,,,,,,
\,Картхолдер,"Материал: силикон
Размер: 87*56 мм
Упаковка: опп-пакет 
",Дизайн: печать лого клиента (шелкография),800,"0,5","50,5",32-37,,,,6 700,"Производство - 7
Доставка - 10-12",
,,,,,,,,,,,,,
,Стикер,"Материал: самоклеящаяся пленка
Размер: примерно 15*15
Упаковка: опп-пакет 
Водоотталкивающие ",Дизайн: изготовление по макету клиента (примерно 13 на одном листе),1000,"0,9","82,4",32-37,,,,"16288,61","Производство - 5
Доставка - 10-12",
