,"Менеджер: Тищук Анастасия
Email: tishuk.a@megamind.ru
Телефон: 
",,,,"Цена указана с НДС и учитывает стоимость доставки до Москвы или ТК
Срок тиража ""под ключ"" включает в себя: 
производство, доставку по Китаю, обработку груза, доставку из Китая до Москвы, таможню",,,,,,Образец не включен в стоимость тиража,,,
Фото,Наименование,Характеристики,Кастом,"Тираж, шт",Доставка ЖД,,,Доставка АВИА,,,Образец,,,Доп. фото
,,,,,"Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., $","Цена за шт., руб","Срок тиража, к.д.","Цена за шт., руб","Срок фото и видео, к.д.","Срок с доставкой, к.д.",
 ,Емкость для хранения,"Материал: костяной фарфор
Размер: 9х16 см
Упаковка: транспортировочная
Примечание от фабрики: посчитан дизайн как на референсе", Дизайн: цветная+золотая деколь,300,"25,8","2192,2",70-85,"28,3","2404,7",60-75,"если новый дизайн,то от 16000 рублей",20,30-32,
,,,,500,"25,6","2177,4",70-85,"28,1","2390,0",60-75,,,,
,,,,1000,"25,3","2150,8",70-85,"27,8","2363,3",60-75,,,,
,,,,2000,"25,1","2137,4",95-110,"27,8","2359,6",85-100,,,,
,,,,3000,"24,7","2099,8",95-110,"27,3","2319,4",85-100,,,,
 ,Чайная пара,"Материал: костяной фарфор
Размер: блюдце 15 см, чашка 250 мл
Упаковка: транспортировочная
Примечание от фабрики: посчитан дизайн как на референсе", Дизайн: цветная+золотая деколь+золотая ручка и бортики,300,"17,7","1507,1",70-85,"19,4","1653,1",60-75,"если новый дизайн,то от 16000 рублей",20,30-32,
,,,,500,"17,6","1492,3",70-85,"19,3","1638,3",60-75,,,,
,,,,1000,"17,4","1478,1",70-85,"19,1","1624,0",60-75,,,,
,,,,2000,"17,2","1458,7",70-85,"19,0","1617,2",60-75,,,,
,,,,3000,"16,9","1434,9",70-85,"18,7","1585,7",60-75,,,,
 ,Кофейная пара,"Материал: костяной фарфор
Размер: 12.5 см блюдце и 100 мл чашка
Упаковка: транспортировочная
Примечание от фабрики: посчитан дизайн как на референсе", Дизайн: цветная+золотая ручка и бортики,300,"16,0","1361,9",70-85,"16,9","1436,6",60-75,"если новый дизайн,то от 16000 рублей",20,30-32,
,,,,500,"15,4","1309,4",70-85,"16,3","1384,5",60-75,,,,
,,,,1000,"14,7","1247,1",70-85,"15,7","1332,9",60-75,,,,
,,,,2000,"14,3","1214,2",70-85,"15,4","1310,2",60-75,,,,
