product_id,project_id,project_name,product_name,row_number,duplicate_number,group_size,action
16038,1637,"[Просчет] Мария Орлова Иллан / Расчет_Биддинг_Сувенирка_футболки, свитшоты для РТК_МТС_КГИ_МегаМайнд 26-07-2024",Футболка,15,2,2,DELETE
15679,1638,[Просчет] ИП Богатиков / Билайн 26-07-2024,"Чехол для ноутбука. Жаккардовая вязка


РЕМУВКА НЕ ВКЛЮЧЕНА В СТОИМОСТЬ",3,1,2,KEEP
15935,1638,[Просчет] ИП Богатиков / Билайн 26-07-2024,"Чехол для ноутбука. Жаккардовая вязка


РЕМУВКА НЕ ВКЛЮЧЕНА В СТОИМОСТЬ",3,2,2,DELETE
15680,1638,[Просчет] ИП Богатиков / Билайн 26-07-2024,Шоппер,4,1,2,KEEP
15681,1638,[Просчет] ИП Богатиков / Билайн 26-07-2024,Шоппер,5,1,2,KEEP
15936,1638,[Просчет] ИП Богатиков / Билайн 26-07-2024,Шоппер,4,2,2,DELETE
15938,1638,[Просчет] ИП Богатиков / Билайн 26-07-2024,Шоппер,5,2,2,DELETE
15996,1640,[Просчет] Катя Иллан / Соколов,Йо-йо,7,1,2,KEEP
15998,1640,[Просчет] Катя Иллан / Соколов,Йо-йо,11,1,2,KEEP
16125,1640,[Просчет] Катя Иллан / Соколов,Йо-йо,7,2,2,DELETE
16126,1640,[Просчет] Катя Иллан / Соколов,Йо-йо,11,2,2,DELETE
15999,1640,[Просчет] Катя Иллан / Соколов,Калейдоскоп,12,1,2,KEEP
16128,1640,[Просчет] Катя Иллан / Соколов,Калейдоскоп,12,2,2,DELETE
15994,1640,[Просчет] Катя Иллан / Соколов,Карандаши,6,1,2,KEEP
16124,1640,[Просчет] Катя Иллан / Соколов,Карандаши,6,2,2,DELETE
15988,1640,[Просчет] Катя Иллан / Соколов,Ночник,3,1,2,KEEP
15990,1640,[Просчет] Катя Иллан / Соколов,Ночник,4,1,2,KEEP
16120,1640,[Просчет] Катя Иллан / Соколов,Ночник,3,2,2,DELETE
16121,1640,[Просчет] Катя Иллан / Соколов,Ночник,4,2,2,DELETE
15992,1640,[Просчет] Катя Иллан / Соколов,Селфи-лампа,5,1,2,KEEP
16122,1640,[Просчет] Катя Иллан / Соколов,Селфи-лампа,5,2,2,DELETE
15868,1641,[Просчет] Катя Иллан / антистресс,Антистресс,3,1,2,KEEP
16054,1641,[Просчет] Катя Иллан / антистресс,Антистресс,3,2,2,DELETE
16804,1643,шопперы,"Рукавицы

Стоимость ориентировочная, окончательная после предоставления макетов и изготовления образца",9,1,2,KEEP
17030,1643,шопперы,"Рукавицы

Стоимость ориентировочная, окончательная после предоставления макетов и изготовления образца",9,2,2,DELETE
16798,1643,шопперы,Шоппер синий,3,1,2,KEEP
17026,1643,шопперы,Шоппер синий,3,2,2,DELETE
16801,1643,шопперы,Шоппер черно-розовый,5,1,2,KEEP
16803,1643,шопперы,Шоппер черно-розовый,7,1,2,KEEP
17028,1643,шопперы,Шоппер черно-розовый,5,2,2,DELETE
17029,1643,шопперы,Шоппер черно-розовый,7,2,2,DELETE
16799,1643,шопперы,Шоппер черный,4,1,2,KEEP
17027,1643,шопперы,Шоппер черный,4,2,2,DELETE
16473,1647,[Просчет] Ольга Стародубцева Иллан / ОТП Банк_КГИ_ММ 25-07-2024,Зонт,5,1,2,KEEP
16713,1647,[Просчет] Ольга Стародубцева Иллан / ОТП Банк_КГИ_ММ 25-07-2024,Зонт,5,2,2,DELETE
16471,1647,[Просчет] Ольга Стародубцева Иллан / ОТП Банк_КГИ_ММ 25-07-2024,Ручка,3,1,2,KEEP
16711,1647,[Просчет] Ольга Стародубцева Иллан / ОТП Банк_КГИ_ММ 25-07-2024,Ручка,3,2,2,DELETE
16828,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,drepack,15,1,2,KEEP
17043,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,drepack,15,2,2,DELETE
16825,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,K10262W,13,1,2,KEEP
17041,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,K10262W,13,2,2,DELETE
16827,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,K10289W,14,1,2,KEEP
17042,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,K10289W,14,2,2,DELETE
16814,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,MR2816,8,1,2,KEEP
17036,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,MR2816,8,2,2,DELETE
16812,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,MR2859,7,1,2,KEEP
17035,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,MR2859,7,2,2,DELETE
16810,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,MR2966,6,1,2,KEEP
17034,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,MR2966,6,2,2,DELETE
16808,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,MR5748SJ,5,1,2,KEEP
17033,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,MR5748SJ,5,2,2,DELETE
16807,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,MR7786,4,1,2,KEEP
17032,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,MR7786,4,2,2,DELETE
16817,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,MR9366,9,1,2,KEEP
17037,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,MR9366,9,2,2,DELETE
16806,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,MR9405 00,3,1,2,KEEP
17031,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,MR9405 00,3,2,2,DELETE
16824,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,SM4003,12,1,2,KEEP
17040,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,SM4003,12,2,2,DELETE
16821,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,SN4005,11,1,2,KEEP
17039,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,SN4005,11,2,2,DELETE
16819,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,SN4007,10,1,2,KEEP
17038,1650,[Просчет] Иллан Александра Угоднова / Рюкзаки ртк 24-07-2024,SN4007,10,2,2,DELETE
16161,1653,[Просчет] Переходник 3в1,Переходник 3в1,3,1,2,KEEP
16198,1653,[Просчет] Переходник 3в1,Переходник 3в1,3,2,2,DELETE
15628,1656,Футболка на Shop,футболка,3,1,2,KEEP
15629,1656,Футболка на Shop,футболка,6,1,2,KEEP
15630,1656,Футболка на Shop,футболка,9,1,2,KEEP
15631,1656,Футболка на Shop,футболка,12,1,2,KEEP
15858,1656,Футболка на Shop,футболка,3,2,2,DELETE
15859,1656,Футболка на Shop,футболка,6,2,2,DELETE
15860,1656,Футболка на Shop,футболка,9,2,2,DELETE
15862,1656,Футболка на Shop,футболка,12,2,2,DELETE
16722,1657,[Просчет] Ксения Щербакова Иллан / Расчет ASAP_палитра_13800 шт_ВК_КГИ_ММ 11-07-2024,Кросс-боди,5,1,2,KEEP
16975,1657,[Просчет] Ксения Щербакова Иллан / Расчет ASAP_палитра_13800 шт_ВК_КГИ_ММ 11-07-2024,Кросс-боди,5,2,2,DELETE
16720,1657,[Просчет] Ксения Щербакова Иллан / Расчет ASAP_палитра_13800 шт_ВК_КГИ_ММ 11-07-2024,Сумка поясная,3,1,2,KEEP
16974,1657,[Просчет] Ксения Щербакова Иллан / Расчет ASAP_палитра_13800 шт_ВК_КГИ_ММ 11-07-2024,Сумка поясная,3,2,2,DELETE
16428,1671,[Просчет] Татьяна Рыбалко / Значки и медали - 2500 шт 10-07-2024,Значок,3,1,2,KEEP
16609,1671,[Просчет] Татьяна Рыбалко / Значки и медали - 2500 шт 10-07-2024,Значок,3,2,2,DELETE
16431,1671,[Просчет] Татьяна Рыбалко / Значки и медали - 2500 шт 10-07-2024,Коробка с ложементом,7,1,2,KEEP
16615,1671,[Просчет] Татьяна Рыбалко / Значки и медали - 2500 шт 10-07-2024,Коробка с ложементом,7,2,2,DELETE
16430,1671,[Просчет] Татьяна Рыбалко / Значки и медали - 2500 шт 10-07-2024,Памятная медаль,5,1,2,KEEP
16612,1671,[Просчет] Татьяна Рыбалко / Значки и медали - 2500 шт 10-07-2024,Памятная медаль,5,2,2,DELETE
16538,1673,[Просчет] расчет значков в коробочке,Значок в коробочке,3,1,2,KEEP
16839,1673,[Просчет] расчет значков в коробочке,Значок в коробочке,3,2,2,DELETE
15878,1680,[Просчет] Альбина Миллениум / Брелочки - котики 200-300- 500 шт 09-07-2024,Брелок-колокольчик,3,1,2,KEEP
16057,1680,[Просчет] Альбина Миллениум / Брелочки - котики 200-300- 500 шт 09-07-2024,Брелок-колокольчик,3,2,2,DELETE
16851,1681,[Просчет] Альбина Миллениум / Подушка - капюшон 150-200 шт 09-07-2024,"Дорожная подушка
Memory foam",3,1,2,KEEP
17060,1681,[Просчет] Альбина Миллениум / Подушка - капюшон 150-200 шт 09-07-2024,"Дорожная подушка
Memory foam",3,2,2,DELETE
16852,1681,[Просчет] Альбина Миллениум / Подушка - капюшон 150-200 шт 09-07-2024,"Дорожная подушка
Пенопластовые гранулы",5,1,2,KEEP
17061,1681,[Просчет] Альбина Миллениум / Подушка - капюшон 150-200 шт 09-07-2024,"Дорожная подушка
Пенопластовые гранулы",5,2,2,DELETE
16541,1682,[Просчет] Ксения Щербакова Иллан / Конструктор световой 55 000 шт 08-07-2024,"Пиксельный конструктор
(цены и сроки примерные, точные после предоставления макета)",3,1,2,KEEP
16543,1682,[Просчет] Ксения Щербакова Иллан / Конструктор световой 55 000 шт 08-07-2024,"Пиксельный конструктор
(цены и сроки примерные, точные после предоставления макета)",4,1,2,KEEP
16846,1682,[Просчет] Ксения Щербакова Иллан / Конструктор световой 55 000 шт 08-07-2024,"Пиксельный конструктор
(цены и сроки примерные, точные после предоставления макета)",3,2,2,DELETE
16848,1682,[Просчет] Ксения Щербакова Иллан / Конструктор световой 55 000 шт 08-07-2024,"Пиксельный конструктор
(цены и сроки примерные, точные после предоставления макета)",4,2,2,DELETE
15678,1688,[Просчет] Лена / термосы 2600 шт,Термос,3,1,2,KEEP
15933,1688,[Просчет] Лена / термосы 2600 шт,Термос,3,2,2,DELETE
16673,1690,[Просчет] Марина Шилович / ApelBurg Team / 08-07-2024,Пауэрбанк,3,1,2,KEEP
16946,1690,[Просчет] Марина Шилович / ApelBurg Team / 08-07-2024,Пауэрбанк,3,2,2,DELETE
15626,1694,[Просчет] Натали Леманн Иллан / Расчет_велкомпаки повтор_1050 шт_Газпромбанк Автолизинг_ММ 08-07-2024,Антистресс,3,1,2,KEEP
15853,1694,[Просчет] Натали Леманн Иллан / Расчет_велкомпаки повтор_1050 шт_Газпромбанк Автолизинг_ММ 08-07-2024,Антистресс,3,2,2,DELETE
15515,1697,[Просчет] Джус Боллы Клубника/Манго/контейнер 20-ти футовый/,Джус боллы АньХуэй,3,1,3,KEEP
15550,1697,[Просчет] Джус Боллы Клубника/Манго/контейнер 20-ти футовый/,Джус боллы АньХуэй,3,2,3,DELETE
15736,1697,[Просчет] Джус Боллы Клубника/Манго/контейнер 20-ти футовый/,Джус боллы АньХуэй,3,3,3,DELETE
15551,1697,[Просчет] Джус Боллы Клубника/Манго/контейнер 20-ти футовый/,Джус боллы Дукин,7,1,2,KEEP
15738,1697,[Просчет] Джус Боллы Клубника/Манго/контейнер 20-ти футовый/,Джус боллы Дукин,7,2,2,DELETE
15552,1697,[Просчет] Джус Боллы Клубника/Манго/контейнер 20-ти футовый/,Джус боллы с рефа,11,1,2,KEEP
15739,1697,[Просчет] Джус Боллы Клубника/Манго/контейнер 20-ти футовый/,Джус боллы с рефа,11,2,2,DELETE
16688,1698,[Просчет] от Веры запрос на расчет Ежедневники,Ежедневник,3,1,2,KEEP
16956,1698,[Просчет] от Веры запрос на расчет Ежедневники,Ежедневник,3,2,2,DELETE
16690,1698,[Просчет] от Веры запрос на расчет Ежедневники,Календарь,4,1,2,KEEP
16957,1698,[Просчет] от Веры запрос на расчет Ежедневники,Календарь,4,2,2,DELETE
15655,1703,[Просчет] Мария Княгинина / Чехол Фарадея 04-07-2024,Чехол Фарадея,3,1,2,KEEP
15897,1703,[Просчет] Мария Княгинина / Чехол Фарадея 04-07-2024,Чехол Фарадея,3,2,2,DELETE
15719,1709,[Просчет] Таблетницы,Таблетница:,3,1,2,KEEP
15977,1709,[Просчет] Таблетницы,Таблетница:,3,2,2,DELETE
16762,1711,[Просчет] Запрос от Особые Подарки. Антистресс,Минимальная сумма заказа у нас  - 200 000р ( с 1 июля),6,1,2,KEEP
17003,1711,[Просчет] Запрос от Особые Подарки. Антистресс,Минимальная сумма заказа у нас  - 200 000р ( с 1 июля),6,2,2,DELETE
16761,1711,[Просчет] Запрос от Особые Подарки. Антистресс,Сквиш кубический,4,1,2,KEEP
17002,1711,[Просчет] Запрос от Особые Подарки. Антистресс,Сквиш кубический,4,2,2,DELETE
16760,1711,[Просчет] Запрос от Особые Подарки. Антистресс,Сквиш шар,3,1,2,KEEP
17001,1711,[Просчет] Запрос от Особые Подарки. Антистресс,Сквиш шар,3,2,2,DELETE
16506,1714,[Просчет] Лена Иллан / машинка-грузовик,Модель фуры,3,1,2,KEEP
16510,1714,[Просчет] Лена Иллан / машинка-грузовик,Модель фуры,6,1,2,KEEP
16512,1714,[Просчет] Лена Иллан / машинка-грузовик,Модель фуры,7,1,2,KEEP
16513,1714,[Просчет] Лена Иллан / машинка-грузовик,Модель фуры,8,1,2,KEEP
16779,1714,[Просчет] Лена Иллан / машинка-грузовик,Модель фуры,3,2,2,DELETE
16785,1714,[Просчет] Лена Иллан / машинка-грузовик,Модель фуры,6,2,2,DELETE
16787,1714,[Просчет] Лена Иллан / машинка-грузовик,Модель фуры,7,2,2,DELETE
16792,1714,[Просчет] Лена Иллан / машинка-грузовик,Модель фуры,8,2,2,DELETE
16509,1714,[Просчет] Лена Иллан / машинка-грузовик,Модель фуры лего,5,1,2,KEEP
16782,1714,[Просчет] Лена Иллан / машинка-грузовик,Модель фуры лего,5,2,2,DELETE
16508,1714,[Просчет] Лена Иллан / машинка-грузовик,Модель фуры (полностью металл),4,1,2,KEEP
16781,1714,[Просчет] Лена Иллан / машинка-грузовик,Модель фуры (полностью металл),4,2,2,DELETE
16343,1715,[Просчет] Яндекс / сумки 200 шт Гуанджоу,Сумка,3,1,2,KEEP
16446,1715,[Просчет] Яндекс / сумки 200 шт Гуанджоу,Сумка,3,2,2,DELETE
15855,1717,[Просчет] Короба Ультима x Альфа Банк,Короб,3,1,2,KEEP
15857,1717,[Просчет] Короба Ультима x Альфа Банк,Короб,4,1,2,KEEP
16046,1717,[Просчет] Короба Ультима x Альфа Банк,Короб,3,2,2,DELETE
16048,1717,[Просчет] Короба Ультима x Альфа Банк,Короб,4,2,2,DELETE
16655,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,178四合一无线充电器 magsafe适用苹果手机创意礼品多功能无线充 (1688.com),62,1,2,KEEP
16932,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,178四合一无线充电器 magsafe适用苹果手机创意礼品多功能无线充 (1688.com),62,2,2,DELETE
16652,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,72骨全自动太阳伞蕉 下三折晴雨两用雨伞便携口袋防紫外线遮阳伞 (1688.com),50,1,2,KEEP
16929,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,72骨全自动太阳伞蕉 下三折晴雨两用雨伞便携口袋防紫外线遮阳伞 (1688.com),50,2,2,DELETE
16666,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,https://detail.1688.com/offer/613468949687.html?spm=a260k.dacugeneral.0.0.4c8d35e4iUOMSr&cosite=-&tracelog=p4p&_p_isad=1&clickid=38bccc2048e54410a126181039660075&sessionid=18d247cca5f0a79f6941336fe8828937,83,1,2,KEEP
16942,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,https://detail.1688.com/offer/613468949687.html?spm=a260k.dacugeneral.0.0.4c8d35e4iUOMSr&cosite=-&tracelog=p4p&_p_isad=1&clickid=38bccc2048e54410a126181039660075&sessionid=18d247cca5f0a79f6941336fe8828937,83,2,2,DELETE
16665,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,https://detail.1688.com/offer/627939059237.html?spm=a26352.b28411319.offerlist.37.2e971e62lDoDTc,82,1,2,KEEP
16941,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,https://detail.1688.com/offer/627939059237.html?spm=a26352.b28411319.offerlist.37.2e971e62lDoDTc,82,2,2,DELETE
16656,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,https://detail.1688.com/offer/647035913987.html?spm=a26352.b28411319.offerlist.21.42d11e62Hj5doV,66,1,2,KEEP
16933,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,https://detail.1688.com/offer/647035913987.html?spm=a26352.b28411319.offerlist.21.42d11e62Hj5doV,66,2,2,DELETE
16657,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,https://detail.1688.com/offer/669277874783.html?_t=1723711490272&spm=a2615.7691456.co_0_0_wangpu_score_0_0_0_0_0_0_0000_0.0,70,1,2,KEEP
16934,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,https://detail.1688.com/offer/669277874783.html?_t=1723711490272&spm=a2615.7691456.co_0_0_wangpu_score_0_0_0_0_0_0_0000_0.0,70,2,2,DELETE
16653,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,https://detail.1688.com/offer/670964073291.html?spm=a26352.13672862.offerlist.86.5587743bzeZ8u4,54,1,2,KEEP
16930,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,https://detail.1688.com/offer/670964073291.html?spm=a26352.13672862.offerlist.86.5587743bzeZ8u4,54,2,2,DELETE
16664,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,https://detail.1688.com/offer/698696815316.html?spm=a26352.b28411319.offerlist.80.13951e62EK2rFR,80,1,2,KEEP
16940,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,https://detail.1688.com/offer/698696815316.html?spm=a26352.b28411319.offerlist.80.13951e62EK2rFR,80,2,2,DELETE
16663,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,https://detail.1688.com/offer/730753787295.html?_t=1721825936101&spm=a2615.7691456.co_0_0_priceup_0_0_0_0_0_0_0000_0.0,78,1,2,KEEP
16939,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,https://detail.1688.com/offer/730753787295.html?_t=1721825936101&spm=a2615.7691456.co_0_0_priceup_0_0_0_0_0_0_0000_0.0,78,2,2,DELETE
16646,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,"https://detail.1688.com/offer/778056293256.html?spm=a26352.b28411319.offerlist.1.140c1e62Dk34Vq&cosite=-&tracelog=p4p&_p_isad=1&clickid=025d84e6dd124a24a6104753b2d36936&sessionid=ef9d6888fa729561eeaa1feff4945749 


https://detail.1688.com/offer/639846665639.html?spm=a26352.b28411319.offerlist.1.59171e62R11XXX&cosite=-&tracelog=p4p&_p_isad=1&clickid=720aea01b30546368903fac4332b4111&sessionid=78ce476a7807e69b650d1890f6d4a127",34,1,2,KEEP
16924,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,"https://detail.1688.com/offer/778056293256.html?spm=a26352.b28411319.offerlist.1.140c1e62Dk34Vq&cosite=-&tracelog=p4p&_p_isad=1&clickid=025d84e6dd124a24a6104753b2d36936&sessionid=ef9d6888fa729561eeaa1feff4945749 


https://detail.1688.com/offer/639846665639.html?spm=a26352.b28411319.offerlist.1.59171e62R11XXX&cosite=-&tracelog=p4p&_p_isad=1&clickid=720aea01b30546368903fac4332b4111&sessionid=78ce476a7807e69b650d1890f6d4a127",34,2,2,DELETE
16640,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,Magsafe适用iPhone12/13苹果15磁吸卡包手机卡包插卡背贴皮 (1688.com),15,1,2,KEEP
16919,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,Magsafe适用iPhone12/13苹果15磁吸卡包手机卡包插卡背贴皮 (1688.com),15,2,2,DELETE
16639,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,Берем следующую модель,13,1,2,KEEP
16918,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,Берем следующую модель,13,2,2,DELETE
16660,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,Бумага к  Fujifilm/instax mini12,72,1,2,KEEP
16936,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,Бумага к  Fujifilm/instax mini12,72,2,2,DELETE
16662,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,Бумага к Popoto,74,1,2,KEEP
16938,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,Бумага к Popoto,74,2,2,DELETE
16650,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,Нам нужен другой,46,1,2,KEEP
16927,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,Нам нужен другой,46,2,2,DELETE
16637,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,не берем,12,1,2,KEEP
16917,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,не берем,12,2,2,DELETE
16651,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,пересчитывать некогда,47,1,2,KEEP
16928,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,пересчитывать некогда,47,2,2,DELETE
16659,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,Фотоаппарат  Fujifilm/instax mini12,71,1,2,KEEP
16935,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,Фотоаппарат  Fujifilm/instax mini12,71,2,2,DELETE
16661,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,Фотоаппарат Popoto,73,1,2,KEEP
16937,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,Фотоаппарат Popoto,73,2,2,DELETE
16641,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,佳美达旅行护照夹包护照包男女护照收纳包出国证件包登机牌保护套 (1688.com),18,1,2,KEEP
16920,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,佳美达旅行护照夹包护照包男女护照收纳包出国证件包登机牌保护套 (1688.com),18,2,2,DELETE
16644,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,多功能烧水杯户外旅行便携插电式烧水壶恒温壶电热水杯保温杯礼品 (1688.com),26,1,2,KEEP
16922,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,多功能烧水杯户外旅行便携插电式烧水壶恒温壶电热水杯保温杯礼品 (1688.com),26,2,2,DELETE
16654,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,家用电动爆米花机 吹风式迷你爆玉米包谷机 电热爆玉米机 爆谷机 (1688.com),58,1,2,KEEP
16931,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,家用电动爆米花机 吹风式迷你爆玉米包谷机 电热爆玉米机 爆谷机 (1688.com),58,2,2,DELETE
16642,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,家用高硼硅玻璃钢漏壶 方形透明玻璃花茶壶 带不锈钢过滤泡茶器 (1688.com),22,1,2,KEEP
16921,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,家用高硼硅玻璃钢漏壶 方形透明玻璃花茶壶 带不锈钢过滤泡茶器 (1688.com),22,2,2,DELETE
16634,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,柚木菜板 切菜板实木家用砧板格砧板厨房案板木质菜板 (1688.com),3,1,2,KEEP
16914,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,柚木菜板 切菜板实木家用砧板格砧板厨房案板木质菜板 (1688.com),3,2,2,DELETE
16645,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,爆款铝合金笔记本支架N3桌面折叠便携式升降电脑架平板散热支撑架 (1688.com),30,1,2,KEEP
16923,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,爆款铝合金笔记本支架N3桌面折叠便携式升降电脑架平板散热支撑架 (1688.com),30,2,2,DELETE
16647,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,现货无线蓝牙音箱话筒k歌一体音响卡拉ok户外低音炮家用麦克风 (1688.com),38,1,2,KEEP
16925,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,现货无线蓝牙音箱话筒k歌一体音响卡拉ok户外低音炮家用麦克风 (1688.com),38,2,2,DELETE
16636,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,登山野外露营垫户外防寒保暖抓绒野餐垫办公室沙发午休垫空调毯子 (1688.com),9,1,2,KEEP
16916,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,登山野外露营垫户外防寒保暖抓绒野餐垫办公室沙发午休垫空调毯子 (1688.com),9,2,2,DELETE
16635,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,胡椒研磨器电动黑胡椒粒家用研磨瓶厨房碾碎瓶不锈钢现磨批发零售 (1688.com),6,1,2,KEEP
16915,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,胡椒研磨器电动黑胡椒粒家用研磨瓶厨房碾碎瓶不锈钢现磨批发零售 (1688.com),6,2,2,DELETE
16649,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,跨境投影仪家庭影院安卓高清宿舍用家用无线投影机手提投影仪批发 (1688.com),42,1,2,KEEP
16926,1718,[Просчет] Новогодние подарки партнерам Яндекс.Такси,跨境投影仪家庭影院安卓高清宿舍用家用无线投影机手提投影仪批发 (1688.com),42,2,2,DELETE
16716,1719,"[Просчет] ООО ""ПАРТНЕРС"" / Брелоки 03-07-2024",Брелок,3,1,2,KEEP
16973,1719,"[Просчет] ООО ""ПАРТНЕРС"" / Брелоки 03-07-2024",Брелок,3,2,2,DELETE
15619,1721,[Просчет] сумки Котик и Замбия,"Сумка доставщика 
Замбия воздух",8,1,6,KEEP
15620,1721,[Просчет] сумки Котик и Замбия,"Сумка доставщика 
Замбия воздух",9,2,6,DELETE
15621,1721,[Просчет] сумки Котик и Замбия,"Сумка доставщика 
Замбия воздух",10,3,6,DELETE
15842,1721,[Просчет] сумки Котик и Замбия,"Сумка доставщика 
Замбия воздух",8,4,6,DELETE
15844,1721,[Просчет] сумки Котик и Замбия,"Сумка доставщика 
Замбия воздух",9,5,6,DELETE
15845,1721,[Просчет] сумки Котик и Замбия,"Сумка доставщика 
Замбия воздух",10,6,6,DELETE
15622,1721,[Просчет] сумки Котик и Замбия,"Сумка доставщика 
Замбия море",11,1,4,KEEP
15623,1721,[Просчет] сумки Котик и Замбия,"Сумка доставщика 
Замбия море",12,2,4,DELETE
15847,1721,[Просчет] сумки Котик и Замбия,"Сумка доставщика 
Замбия море",11,3,4,DELETE
15848,1721,[Просчет] сумки Котик и Замбия,"Сумка доставщика 
Замбия море",12,4,4,DELETE
15614,1721,[Просчет] сумки Котик и Замбия,"Сумка доставщика 
Котдевуар воздух",3,1,2,KEEP
15615,1721,[Просчет] сумки Котик и Замбия,"Сумка доставщика 
Котдевуар воздух",4,1,4,KEEP
15616,1721,[Просчет] сумки Котик и Замбия,"Сумка доставщика 
Котдевуар воздух",5,2,4,DELETE
