ID_Оффера,ID_Проекта,Название_Проекта,ID_Товара,Товар,Строка,Тираж_CSV,Тираж_БД,Новый_Тираж,Маршрут,URL
13107,2268,[Просчет] Яна Березнева / фарфор и стекло 24-07-2025,4841,Креманки,4,300,3000,300,Доставка АВИА,https://docs.google.com/spreadsheets/d/1HS41fo7u7DhStbESw3Tx8XbhwSKDvA5aGxird-G98nQ
13106,2268,[Просчет] Яна Березнева / фарфор и стекло 24-07-2025,4841,Креманки,4,300,3000,300,Доставка ЖД,https://docs.google.com/spreadsheets/d/1HS41fo7u7DhStbESw3Tx8XbhwSKDvA5aGxird-G98nQ
13113,2268,[Просчет] Яна Березнева / фарфор и стекло 24-07-2025,4842,Емкость для хранения,7,300,3000,300,Доставка АВИА,https://docs.google.com/spreadsheets/d/1HS41fo7u7DhStbESw3Tx8XbhwSKDvA5aGxird-G98nQ
13112,2268,[Просчет] Яна Березнева / фарфор и стекло 24-07-2025,4842,Емкость для хранения,7,300,3000,300,Доставка ЖД,https://docs.google.com/spreadsheets/d/1HS41fo7u7DhStbESw3Tx8XbhwSKDvA5aGxird-G98nQ
13119,2268,[Просчет] Яна Березнева / фарфор и стекло 24-07-2025,4843,Чайный набор,10,300,3000,300,Доставка АВИА,https://docs.google.com/spreadsheets/d/1HS41fo7u7DhStbESw3Tx8XbhwSKDvA5aGxird-G98nQ
13118,2268,[Просчет] Яна Березнева / фарфор и стекло 24-07-2025,4843,Чайный набор,10,300,3000,300,Доставка ЖД,https://docs.google.com/spreadsheets/d/1HS41fo7u7DhStbESw3Tx8XbhwSKDvA5aGxird-G98nQ
13125,2268,[Просчет] Яна Березнева / фарфор и стекло 24-07-2025,4844,Этажерка,13,300,3000,300,Доставка АВИА,https://docs.google.com/spreadsheets/d/1HS41fo7u7DhStbESw3Tx8XbhwSKDvA5aGxird-G98nQ
13124,2268,[Просчет] Яна Березнева / фарфор и стекло 24-07-2025,4844,Этажерка,13,300,3000,300,Доставка ЖД,https://docs.google.com/spreadsheets/d/1HS41fo7u7DhStbESw3Tx8XbhwSKDvA5aGxird-G98nQ
13131,2268,[Просчет] Яна Березнева / фарфор и стекло 24-07-2025,4845,Чайная пара,16,300,3000,300,Доставка АВИА,https://docs.google.com/spreadsheets/d/1HS41fo7u7DhStbESw3Tx8XbhwSKDvA5aGxird-G98nQ
13130,2268,[Просчет] Яна Березнева / фарфор и стекло 24-07-2025,4845,Чайная пара,16,300,3000,300,Доставка ЖД,https://docs.google.com/spreadsheets/d/1HS41fo7u7DhStbESw3Tx8XbhwSKDvA5aGxird-G98nQ
13137,2268,[Просчет] Яна Березнева / фарфор и стекло 24-07-2025,4846,Шар елочный,19,300,3000,300,Доставка АВИА,https://docs.google.com/spreadsheets/d/1HS41fo7u7DhStbESw3Tx8XbhwSKDvA5aGxird-G98nQ
13136,2268,[Просчет] Яна Березнева / фарфор и стекло 24-07-2025,4846,Шар елочный,19,300,3000,300,Доставка ЖД,https://docs.google.com/spreadsheets/d/1HS41fo7u7DhStbESw3Tx8XbhwSKDvA5aGxird-G98nQ
13143,2268,[Просчет] Яна Березнева / фарфор и стекло 24-07-2025,4847,Елочная игрушка,22,300,3000,300,Доставка АВИА,https://docs.google.com/spreadsheets/d/1HS41fo7u7DhStbESw3Tx8XbhwSKDvA5aGxird-G98nQ
13142,2268,[Просчет] Яна Березнева / фарфор и стекло 24-07-2025,4847,Елочная игрушка,22,300,3000,300,Доставка ЖД,https://docs.google.com/spreadsheets/d/1HS41fo7u7DhStbESw3Tx8XbhwSKDvA5aGxird-G98nQ
13149,2268,[Просчет] Яна Березнева / фарфор и стекло 24-07-2025,4848,Елочная игрушка,25,300,3000,300,Доставка АВИА,https://docs.google.com/spreadsheets/d/1HS41fo7u7DhStbESw3Tx8XbhwSKDvA5aGxird-G98nQ
13148,2268,[Просчет] Яна Березнева / фарфор и стекло 24-07-2025,4848,Елочная игрушка,25,300,3000,300,Доставка ЖД,https://docs.google.com/spreadsheets/d/1HS41fo7u7DhStbESw3Tx8XbhwSKDvA5aGxird-G98nQ
8135,1007,[Просчет] Александр Эйнгорн / просчет украшений 24-02-2025,2877,Украшение на елочку,4,300,3000,300,Доставка АВИА,https://docs.google.com/spreadsheets/d/1qS7lUBaR-FfiBQ_-OGddNscvYX5onxkGA5mlfdKnndQ
8134,1007,[Просчет] Александр Эйнгорн / просчет украшений 24-02-2025,2877,Украшение на елочку,4,300,3000,300,Доставка ЖД,https://docs.google.com/spreadsheets/d/1qS7lUBaR-FfiBQ_-OGddNscvYX5onxkGA5mlfdKnndQ
8137,1007,[Просчет] Александр Эйнгорн / просчет украшений 24-02-2025,2878,Украшение на елочку,5,300,3000,300,Доставка АВИА,https://docs.google.com/spreadsheets/d/1qS7lUBaR-FfiBQ_-OGddNscvYX5onxkGA5mlfdKnndQ
8136,1007,[Просчет] Александр Эйнгорн / просчет украшений 24-02-2025,2878,Украшение на елочку,5,300,3000,300,Доставка ЖД,https://docs.google.com/spreadsheets/d/1qS7lUBaR-FfiBQ_-OGddNscvYX5onxkGA5mlfdKnndQ
8139,1007,[Просчет] Александр Эйнгорн / просчет украшений 24-02-2025,2879,Украшение на елочку,6,300,3000,300,Доставка АВИА,https://docs.google.com/spreadsheets/d/1qS7lUBaR-FfiBQ_-OGddNscvYX5onxkGA5mlfdKnndQ
8138,1007,[Просчет] Александр Эйнгорн / просчет украшений 24-02-2025,2879,Украшение на елочку,6,300,3000,300,Доставка ЖД,https://docs.google.com/spreadsheets/d/1qS7lUBaR-FfiBQ_-OGddNscvYX5onxkGA5mlfdKnndQ
8189,1013,[Просчет-РФ] Шопперы,2899,Дизайн: шелкография 3+0,4,1000,10000,1000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1i9widXvSrZj9zLMU0TfizrvySNIuDQHcfh0jX_m0TkI
8188,1013,[Просчет-РФ] Шопперы,2899,Дизайн: шелкография 3+0,4,1000,10000,1000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1i9widXvSrZj9zLMU0TfizrvySNIuDQHcfh0jX_m0TkI
8191,1013,[Просчет-РФ] Шопперы,2900,Дизайн: шелкография 1+0,5,1000,10000,1000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1i9widXvSrZj9zLMU0TfizrvySNIuDQHcfh0jX_m0TkI
8190,1013,[Просчет-РФ] Шопперы,2900,Дизайн: шелкография 1+0,5,1000,10000,1000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1i9widXvSrZj9zLMU0TfizrvySNIuDQHcfh0jX_m0TkI
8193,1013,[Просчет-РФ] Шопперы,2901,"Дизайн: цвет шоппера в пантон, шелкография 1+0",6,1000,10000,1000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1i9widXvSrZj9zLMU0TfizrvySNIuDQHcfh0jX_m0TkI
8192,1013,[Просчет-РФ] Шопперы,2901,"Дизайн: цвет шоппера в пантон, шелкография 1+0",6,1000,10000,1000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1i9widXvSrZj9zLMU0TfizrvySNIuDQHcfh0jX_m0TkI
5949,837,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_3 кардхолдера из экокожи на кольце_1000 шт_МКБ_КГИ_ММ 07-03-2025,2078,Картхолдер с лентой,4,1000,10000,1000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1auM_vwNCDYo-7TyiVAPRKnfPMKQ5QJlZcNyrmj9q9HI
5948,837,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_3 кардхолдера из экокожи на кольце_1000 шт_МКБ_КГИ_ММ 07-03-2025,2078,Картхолдер с лентой,4,1000,10000,1000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1auM_vwNCDYo-7TyiVAPRKnfPMKQ5QJlZcNyrmj9q9HI
5953,837,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_3 кардхолдера из экокожи на кольце_1000 шт_МКБ_КГИ_ММ 07-03-2025,2079,Лента  с ретрактором,6,1000,10000,1000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1auM_vwNCDYo-7TyiVAPRKnfPMKQ5QJlZcNyrmj9q9HI
5952,837,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_3 кардхолдера из экокожи на кольце_1000 шт_МКБ_КГИ_ММ 07-03-2025,2079,Лента  с ретрактором,6,1000,10000,1000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1auM_vwNCDYo-7TyiVAPRKnfPMKQ5QJlZcNyrmj9q9HI
5957,837,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_3 кардхолдера из экокожи на кольце_1000 шт_МКБ_КГИ_ММ 07-03-2025,2080,Ланъярд плетенный,10,1000,10000,1000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1auM_vwNCDYo-7TyiVAPRKnfPMKQ5QJlZcNyrmj9q9HI
5956,837,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_3 кардхолдера из экокожи на кольце_1000 шт_МКБ_КГИ_ММ 07-03-2025,2080,Ланъярд плетенный,10,1000,10000,1000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1auM_vwNCDYo-7TyiVAPRKnfPMKQ5QJlZcNyrmj9q9HI
5961,837,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_3 кардхолдера из экокожи на кольце_1000 шт_МКБ_КГИ_ММ 07-03-2025,2081,Ланъярд плетенный,12,1000,10000,1000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1auM_vwNCDYo-7TyiVAPRKnfPMKQ5QJlZcNyrmj9q9HI
5960,837,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_3 кардхолдера из экокожи на кольце_1000 шт_МКБ_КГИ_ММ 07-03-2025,2081,Ланъярд плетенный,12,1000,10000,1000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1auM_vwNCDYo-7TyiVAPRKnfPMKQ5QJlZcNyrmj9q9HI
5965,837,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_3 кардхолдера из экокожи на кольце_1000 шт_МКБ_КГИ_ММ 07-03-2025,2082,Пвх подвес,14,1000,10000,1000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1auM_vwNCDYo-7TyiVAPRKnfPMKQ5QJlZcNyrmj9q9HI
5964,837,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_3 кардхолдера из экокожи на кольце_1000 шт_МКБ_КГИ_ММ 07-03-2025,2082,Пвх подвес,14,1000,10000,1000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1auM_vwNCDYo-7TyiVAPRKnfPMKQ5QJlZcNyrmj9q9HI
5969,837,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_3 кардхолдера из экокожи на кольце_1000 шт_МКБ_КГИ_ММ 07-03-2025,2083,Картхолдер с лентой,16,1000,10000,1000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1auM_vwNCDYo-7TyiVAPRKnfPMKQ5QJlZcNyrmj9q9HI
5968,837,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_3 кардхолдера из экокожи на кольце_1000 шт_МКБ_КГИ_ММ 07-03-2025,2083,Картхолдер с лентой,16,1000,10000,1000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1auM_vwNCDYo-7TyiVAPRKnfPMKQ5QJlZcNyrmj9q9HI
5973,837,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_3 кардхолдера из экокожи на кольце_1000 шт_МКБ_КГИ_ММ 07-03-2025,2084,Картхолдер с лентой,18,1000,10000,1000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1auM_vwNCDYo-7TyiVAPRKnfPMKQ5QJlZcNyrmj9q9HI
5972,837,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_3 кардхолдера из экокожи на кольце_1000 шт_МКБ_КГИ_ММ 07-03-2025,2084,Картхолдер с лентой,18,1000,10000,1000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1auM_vwNCDYo-7TyiVAPRKnfPMKQ5QJlZcNyrmj9q9HI
15432,2526,"[Просчет-РФ] Дарья Ельницкая / Иллан ремувка, картхолдер, бутылка, брелок_Петербургская Недвижимость_КГИ_- МЕГАМАЙНД 10-06-2025",5638,Картхолдер маг-сейф,4,400,4000,400,Доставка АВИА,https://docs.google.com/spreadsheets/d/1Ay0aV7nvq_cN1Ot-BkVIV63V_ptX4EP0sKo0sm6-ESM
15431,2526,"[Просчет-РФ] Дарья Ельницкая / Иллан ремувка, картхолдер, бутылка, брелок_Петербургская Недвижимость_КГИ_- МЕГАМАЙНД 10-06-2025",5638,Картхолдер маг-сейф,4,400,4000,400,Доставка ЖД,https://docs.google.com/spreadsheets/d/1Ay0aV7nvq_cN1Ot-BkVIV63V_ptX4EP0sKo0sm6-ESM
15434,2526,"[Просчет-РФ] Дарья Ельницкая / Иллан ремувка, картхолдер, бутылка, брелок_Петербургская Недвижимость_КГИ_- МЕГАМАЙНД 10-06-2025",5639,Брелок из паракорда/шнура с обвесами,5,1010,10100,1010,Доставка АВИА,https://docs.google.com/spreadsheets/d/1Ay0aV7nvq_cN1Ot-BkVIV63V_ptX4EP0sKo0sm6-ESM
15433,2526,"[Просчет-РФ] Дарья Ельницкая / Иллан ремувка, картхолдер, бутылка, брелок_Петербургская Недвижимость_КГИ_- МЕГАМАЙНД 10-06-2025",5639,Брелок из паракорда/шнура с обвесами,5,1010,10100,1010,Доставка ЖД,https://docs.google.com/spreadsheets/d/1Ay0aV7nvq_cN1Ot-BkVIV63V_ptX4EP0sKo0sm6-ESM
15438,2526,"[Просчет-РФ] Дарья Ельницкая / Иллан ремувка, картхолдер, бутылка, брелок_Петербургская Недвижимость_КГИ_- МЕГАМАЙНД 10-06-2025",5641,"Бутылка прозрачная, пластик, с ремешком",7,300,3000,300,Доставка АВИА,https://docs.google.com/spreadsheets/d/1Ay0aV7nvq_cN1Ot-BkVIV63V_ptX4EP0sKo0sm6-ESM
15437,2526,"[Просчет-РФ] Дарья Ельницкая / Иллан ремувка, картхолдер, бутылка, брелок_Петербургская Недвижимость_КГИ_- МЕГАМАЙНД 10-06-2025",5641,"Бутылка прозрачная, пластик, с ремешком",7,300,3000,300,Доставка ЖД,https://docs.google.com/spreadsheets/d/1Ay0aV7nvq_cN1Ot-BkVIV63V_ptX4EP0sKo0sm6-ESM
5742,823,[Просчет-РФ] Дарья Ельницкая Иллан / Ремувки додо 06-03-2025,1999,"Ремувка 

120*25 мм",4,1000,10000,1000,Доставка Ускорееная Авиа,https://docs.google.com/spreadsheets/d/18Keuqv6o_zxUtXBnnry1N6ufh85rzwV0RzIklhoXXt8
5743,823,[Просчет-РФ] Дарья Ельницкая Иллан / Ремувки додо 06-03-2025,2000,"Ремувка 

100*20 мм",5,1000,10000,1000,Доставка Ускорееная Авиа,https://docs.google.com/spreadsheets/d/18Keuqv6o_zxUtXBnnry1N6ufh85rzwV0RzIklhoXXt8
5744,823,[Просчет-РФ] Дарья Ельницкая Иллан / Ремувки додо 06-03-2025,2001,Паракорд,6,1000,10000,1000,Доставка Ускорееная Авиа,https://docs.google.com/spreadsheets/d/18Keuqv6o_zxUtXBnnry1N6ufh85rzwV0RzIklhoXXt8
3405,610,[Просчет] Ольга Стародубцева Иллан / РТК фарфор 19-06-2025,1173,Емкость для хранения,4,300,3000,300,Доставка АВИА,https://docs.google.com/spreadsheets/d/1RUSqJl1g3uYZIS6BIwI3OYK70520Vch0PrfyBEsDRYY
3404,610,[Просчет] Ольга Стародубцева Иллан / РТК фарфор 19-06-2025,1173,Емкость для хранения,4,300,3000,300,Доставка ЖД,https://docs.google.com/spreadsheets/d/1RUSqJl1g3uYZIS6BIwI3OYK70520Vch0PrfyBEsDRYY
3415,610,[Просчет] Ольга Стародубцева Иллан / РТК фарфор 19-06-2025,1174,Чайная пара,9,300,3000,300,Доставка АВИА,https://docs.google.com/spreadsheets/d/1RUSqJl1g3uYZIS6BIwI3OYK70520Vch0PrfyBEsDRYY
3414,610,[Просчет] Ольга Стародубцева Иллан / РТК фарфор 19-06-2025,1174,Чайная пара,9,300,3000,300,Доставка ЖД,https://docs.google.com/spreadsheets/d/1RUSqJl1g3uYZIS6BIwI3OYK70520Vch0PrfyBEsDRYY
3425,610,[Просчет] Ольга Стародубцева Иллан / РТК фарфор 19-06-2025,1175,Кофейная пара,14,300,3000,300,Доставка АВИА,https://docs.google.com/spreadsheets/d/1RUSqJl1g3uYZIS6BIwI3OYK70520Vch0PrfyBEsDRYY
3424,610,[Просчет] Ольга Стародубцева Иллан / РТК фарфор 19-06-2025,1175,Кофейная пара,14,300,3000,300,Доставка ЖД,https://docs.google.com/spreadsheets/d/1RUSqJl1g3uYZIS6BIwI3OYK70520Vch0PrfyBEsDRYY
3273,604,[Просчет] Ольга Стародубцева Иллан / просчет чайника и чп 14-05-2025,1144,Чайник и чайная пара,4,500,5000,500,Доставка АВИА,https://docs.google.com/spreadsheets/d/1DPRSyUajp1OCwzABvlrPWg4sUuD5CJYmSACIWDydK4Y
3272,604,[Просчет] Ольга Стародубцева Иллан / просчет чайника и чп 14-05-2025,1144,Чайник и чайная пара,4,500,5000,500,Доставка ЖД,https://docs.google.com/spreadsheets/d/1DPRSyUajp1OCwzABvlrPWg4sUuD5CJYmSACIWDydK4Y
3277,604,[Просчет] Ольга Стародубцева Иллан / просчет чайника и чп 14-05-2025,1145,Чайник и чайная пара,6,500,5000,500,Доставка АВИА,https://docs.google.com/spreadsheets/d/1DPRSyUajp1OCwzABvlrPWg4sUuD5CJYmSACIWDydK4Y
3276,604,[Просчет] Ольга Стародубцева Иллан / просчет чайника и чп 14-05-2025,1145,Чайник и чайная пара,6,500,5000,500,Доставка ЖД,https://docs.google.com/spreadsheets/d/1DPRSyUajp1OCwzABvlrPWg4sUuD5CJYmSACIWDydK4Y
203,162,[Просчет] Екатерина Елагина / елочные игрушки ромб 22-07-2025,63,Елочная игрушка,4,700,7000,700,Доставка АВИА,https://docs.google.com/spreadsheets/d/1yAaSS14phTP1AmTGef3v5L2sTjuK-x7tAeA7bsK-P3A
202,162,[Просчет] Екатерина Елагина / елочные игрушки ромб 22-07-2025,63,Елочная игрушка,4,700,7000,700,Доставка ЖД,https://docs.google.com/spreadsheets/d/1yAaSS14phTP1AmTGef3v5L2sTjuK-x7tAeA7bsK-P3A
3642,638,"[Просчет] ООО ""ХЭДКОРН"" / Мяч 23-05-2025",1241,Мячик 1,4,200,2000,200,Доставка АВИА,https://docs.google.com/spreadsheets/d/1e0We6sjiAqXrMNO7RMaTlC_QQFrY6hAuVCLIeMx2rzk
3641,638,"[Просчет] ООО ""ХЭДКОРН"" / Мяч 23-05-2025",1241,Мячик 1,4,200,2000,200,Доставка ЖД,https://docs.google.com/spreadsheets/d/1e0We6sjiAqXrMNO7RMaTlC_QQFrY6hAuVCLIeMx2rzk
3646,638,"[Просчет] ООО ""ХЭДКОРН"" / Мяч 23-05-2025",1242,Мячик 2,6,500,5000,500,Доставка АВИА,https://docs.google.com/spreadsheets/d/1e0We6sjiAqXrMNO7RMaTlC_QQFrY6hAuVCLIeMx2rzk
3645,638,"[Просчет] ООО ""ХЭДКОРН"" / Мяч 23-05-2025",1242,Мячик 2,6,500,5000,500,Доставка ЖД,https://docs.google.com/spreadsheets/d/1e0We6sjiAqXrMNO7RMaTlC_QQFrY6hAuVCLIeMx2rzk
3648,638,"[Просчет] ООО ""ХЭДКОРН"" / Мяч 23-05-2025",1243,Мячик 3,7,200,2000,200,Доставка АВИА,https://docs.google.com/spreadsheets/d/1e0We6sjiAqXrMNO7RMaTlC_QQFrY6hAuVCLIeMx2rzk
3647,638,"[Просчет] ООО ""ХЭДКОРН"" / Мяч 23-05-2025",1243,Мячик 3,7,200,2000,200,Доставка ЖД,https://docs.google.com/spreadsheets/d/1e0We6sjiAqXrMNO7RMaTlC_QQFrY6hAuVCLIeMx2rzk
13281,2283,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_Очки_250-500-1000 шт_ВК_КГИ_ММ 23-07-2025,4871,очки,4,600,6000,600,Доставка АВИА,https://docs.google.com/spreadsheets/d/1KLgDz1AyDPKrhKTyKvqYhBb3w9pKNVv3yO5DGjYihWc
13280,2283,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_Очки_250-500-1000 шт_ВК_КГИ_ММ 23-07-2025,4871,очки,4,600,6000,600,Доставка ЖД,https://docs.google.com/spreadsheets/d/1KLgDz1AyDPKrhKTyKvqYhBb3w9pKNVv3yO5DGjYihWc
13285,2283,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_Очки_250-500-1000 шт_ВК_КГИ_ММ 23-07-2025,4872,очки,6,500,5000,500,Доставка АВИА,https://docs.google.com/spreadsheets/d/1KLgDz1AyDPKrhKTyKvqYhBb3w9pKNVv3yO5DGjYihWc
13284,2283,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_Очки_250-500-1000 шт_ВК_КГИ_ММ 23-07-2025,4872,очки,6,500,5000,500,Доставка ЖД,https://docs.google.com/spreadsheets/d/1KLgDz1AyDPKrhKTyKvqYhBb3w9pKNVv3yO5DGjYihWc
13289,2283,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_Очки_250-500-1000 шт_ВК_КГИ_ММ 23-07-2025,4873,очки,8,200,2000,200,Доставка АВИА,https://docs.google.com/spreadsheets/d/1KLgDz1AyDPKrhKTyKvqYhBb3w9pKNVv3yO5DGjYihWc
13288,2283,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_Очки_250-500-1000 шт_ВК_КГИ_ММ 23-07-2025,4873,очки,8,200,2000,200,Доставка ЖД,https://docs.google.com/spreadsheets/d/1KLgDz1AyDPKrhKTyKvqYhBb3w9pKNVv3yO5DGjYihWc
13295,2283,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_Очки_250-500-1000 шт_ВК_КГИ_ММ 23-07-2025,4874,очки,11,200,2000,200,Доставка АВИА,https://docs.google.com/spreadsheets/d/1KLgDz1AyDPKrhKTyKvqYhBb3w9pKNVv3yO5DGjYihWc
13294,2283,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_Очки_250-500-1000 шт_ВК_КГИ_ММ 23-07-2025,4874,очки,11,200,2000,200,Доставка ЖД,https://docs.google.com/spreadsheets/d/1KLgDz1AyDPKrhKTyKvqYhBb3w9pKNVv3yO5DGjYihWc
13301,2283,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_Очки_250-500-1000 шт_ВК_КГИ_ММ 23-07-2025,4875,очки,14,200,2000,200,Доставка АВИА,https://docs.google.com/spreadsheets/d/1KLgDz1AyDPKrhKTyKvqYhBb3w9pKNVv3yO5DGjYihWc
13300,2283,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_Очки_250-500-1000 шт_ВК_КГИ_ММ 23-07-2025,4875,очки,14,200,2000,200,Доставка ЖД,https://docs.google.com/spreadsheets/d/1KLgDz1AyDPKrhKTyKvqYhBb3w9pKNVv3yO5DGjYihWc
13307,2283,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_Очки_250-500-1000 шт_ВК_КГИ_ММ 23-07-2025,4876,очки,17,500,5000,500,Доставка АВИА,https://docs.google.com/spreadsheets/d/1KLgDz1AyDPKrhKTyKvqYhBb3w9pKNVv3yO5DGjYihWc
13306,2283,[Просчет] Елизавета Постных Иллан / Расчет (Универсальная позиция)_Очки_250-500-1000 шт_ВК_КГИ_ММ 23-07-2025,4876,очки,17,500,5000,500,Доставка ЖД,https://docs.google.com/spreadsheets/d/1KLgDz1AyDPKrhKTyKvqYhBb3w9pKNVv3yO5DGjYihWc
10496,1205,[Просчет-РФ] Елена Иллан / Тендерная закупка_5000/10000/20000_ДР. РЕДДИ`С ЛАБОРАТОРИС,3745,Подставка для телефона,4,2000,20000,2000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1uIQR2lfHi277rimPFzrQl37h1GJk-drUC42FzMM9jJg
10499,1205,[Просчет-РФ] Елена Иллан / Тендерная закупка_5000/10000/20000_ДР. РЕДДИ`С ЛАБОРАТОРИС,3746,Стакан,7,2000,20000,2000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1uIQR2lfHi277rimPFzrQl37h1GJk-drUC42FzMM9jJg
10500,1205,[Просчет-РФ] Елена Иллан / Тендерная закупка_5000/10000/20000_ДР. РЕДДИ`С ЛАБОРАТОРИС,3747,Рулетка,8,4000,40000,4000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1uIQR2lfHi277rimPFzrQl37h1GJk-drUC42FzMM9jJg
10501,1205,[Просчет-РФ] Елена Иллан / Тендерная закупка_5000/10000/20000_ДР. РЕДДИ`С ЛАБОРАТОРИС,3748,Брошь,9,1000,10000,1000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1uIQR2lfHi277rimPFzrQl37h1GJk-drUC42FzMM9jJg
10503,1205,[Просчет-РФ] Елена Иллан / Тендерная закупка_5000/10000/20000_ДР. РЕДДИ`С ЛАБОРАТОРИС,3749,Значок,11,100,1000,100,Доставка ЖД,https://docs.google.com/spreadsheets/d/1uIQR2lfHi277rimPFzrQl37h1GJk-drUC42FzMM9jJg
10505,1205,[Просчет-РФ] Елена Иллан / Тендерная закупка_5000/10000/20000_ДР. РЕДДИ`С ЛАБОРАТОРИС,3750,Багажная бирка,13,3000,30000,3000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1uIQR2lfHi277rimPFzrQl37h1GJk-drUC42FzMM9jJg
10506,1205,[Просчет-РФ] Елена Иллан / Тендерная закупка_5000/10000/20000_ДР. РЕДДИ`С ЛАБОРАТОРИС,3751,Ручка,14,5000,50000,5000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1uIQR2lfHi277rimPFzrQl37h1GJk-drUC42FzMM9jJg
10507,1205,[Просчет-РФ] Елена Иллан / Тендерная закупка_5000/10000/20000_ДР. РЕДДИ`С ЛАБОРАТОРИС,3752,Картхолдер,15,4000,40000,4000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1uIQR2lfHi277rimPFzrQl37h1GJk-drUC42FzMM9jJg
10508,1205,[Просчет-РФ] Елена Иллан / Тендерная закупка_5000/10000/20000_ДР. РЕДДИ`С ЛАБОРАТОРИС,3753,Картхолдер,16,2000,20000,2000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1uIQR2lfHi277rimPFzrQl37h1GJk-drUC42FzMM9jJg
10511,1205,[Просчет-РФ] Елена Иллан / Тендерная закупка_5000/10000/20000_ДР. РЕДДИ`С ЛАБОРАТОРИС,3754,Настольное покрытие,19,8000,80000,8000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1uIQR2lfHi277rimPFzrQl37h1GJk-drUC42FzMM9jJg
10512,1205,[Просчет-РФ] Елена Иллан / Тендерная закупка_5000/10000/20000_ДР. РЕДДИ`С ЛАБОРАТОРИС,3755,Настольное покрытие,20,8000,80000,8000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1uIQR2lfHi277rimPFzrQl37h1GJk-drUC42FzMM9jJg
10513,1205,[Просчет-РФ] Елена Иллан / Тендерная закупка_5000/10000/20000_ДР. РЕДДИ`С ЛАБОРАТОРИС,3756,Ручка,21,10000,100000,10000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1uIQR2lfHi277rimPFzrQl37h1GJk-drUC42FzMM9jJg
10516,1205,[Просчет-РФ] Елена Иллан / Тендерная закупка_5000/10000/20000_ДР. РЕДДИ`С ЛАБОРАТОРИС,3757,Ручка,24,10000,100000,10000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1uIQR2lfHi277rimPFzrQl37h1GJk-drUC42FzMM9jJg
